#<h1>880 - Grocery Products Invoice</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
G23,,1,no,no,e08,Terms Net Due Date,8,8,-,X,F
G23,,1,no,no,e09,Terms Net Days,1,3,-,X,F
G23,,1,no,no,e10,Terms Discount Amount,1,10,-,O,F
G23,,1,no,no,e11,Discounted Amount Due,1,10,-,O,F
G23,,1,no,no,e12,Amount Subject to Terms Discount,1,10,-,O,F
G23,,1,no,no,e13,Installment Total Invoice Amount Due,1,10,-,O,F
G23,,1,no,no,e14,Percent of Invoice Payable,1,5,-,O,F
G23,,1,no,no,e15,Free-form Message,1,60,-,O,F
G23,,1,no,no,e16,Installment Group Indicator,2,2,-,O,F
G25,,1,no,yes,landmark,F.O.B. Information,3,3,-,O,F
G25,,1,no,no,e01,Shipment Method of Payment,2,2,-,M,F
G25,,1,no,no,e02,F.O.B. Point Code,2,2,-,M,F
G25,,1,no,no,e03,F.O.B. Point,1,30,-,O,F
N1,,10,yes,yes,landmark,Party Identification,2,2,-,M,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,N1,1,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,N1,1,no,no,e01,Name,1,60,-,M,F
N2,N1,1,no,no,e02,Name,1,60,-,O,F
N3,N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1,1,no,no,e01,City Name,2,30,-,O,F
N4,N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
G72,,100,yes,yes,landmark,Allowance or Charge,3,3,-,O,F
G72,,1,no,no,e01,Allowance or Charge Code,1,3,-,M,F
G72,,1,no,no,e02,Allowance or Charge Method of Handling Code,2,2,-,M,F
G72,,1,no,no,e03,Allowance or Charge Number,1,16,-,X,F
G72,,1,no,no,e04,Exception Number,1,16,-,O,F
G72,,1,no,no,e05,Allowance or Charge Rate,1,15,-,X,F
G72,,1,no,no,e06,Allowance or Charge Quantity,1,10,-,X,F
G72,,1,no,no,e07,Unit or Basis for Measurement Code,2,2,-,X,F
G72,,1,no,no,e08,Allowance or Charge Total Amount,1,15,-,X,F
G72,,1,no,no,e09,Percent, Decimal Format,1,6,-,X/Z,F
G72,,1,no,no,e10,Dollar Basis For Percent,1,9,-,X,F
G72,,1,no,no,e11,Option Number,1,20,-,O,F
G73,G72,10,no,yes,landmark,Allowance or Charge Description,3,3,-,O,F
G73,G72,1,no,no,e01,Free-form Description,1,45,-,M,F
G17,,9999,yes,yes,landmark,Item Detail - Invoice,3,3,-,O,F
G17,,1,no,no,e01,Quantity Invoiced,1,15,-,M,F
G17,,1,no,no,e02,Unit or Basis for Measurement Code,2,2,-,M,F
G17,,1,no,no,e03,Item List Cost,1,9,-,X,F
G17,,1,no,no,e04,U.P.C. Case Code,12,12,-,X,F
G17,,1,no,no,e05,Product/Service ID Qualifier,2,2,-,X,F
G17,,1,no,no,e06,Product/Service ID,1,48,-,X,F
G17,,1,no,no,e07,Product/Service ID Qualifier,2,2,-,X,F
G17,,1,no,no,e08,Product/Service ID,1,48,-,X,F
G17,,1,no,no,e09,Price Bracket Identifier,1,3,-,O,F
G17,,1,no,no,e10,Number of Units Shipped,1,10,-,X,F
G17,,1,no,no,e11,Unit or Basis for Measurement Code,2,2,-,X,F
G17,,1,no,no,e12,Price List Number,1,16,-,O,F
G17,,1,no,no,e13,Price List Issue Number,1,16,-,O,F
G17,,1,no,no,e14,Monetary Amount,1,18,-,X/Z,F
G69,G17,5,no,yes,landmark,Line Item Detail - Description,3,3,-,O,F
G69,G17,1,no,no,e01,Free-form Description,1,45,-,M,F
G19,G17,10,no,yes,landmark,Line Item Detail - Quantity/Unit of Measure/Price Differences,3,3,-,O,F
G19,G17,1,no,no,e01,Number of Units Shipped,1,10,-,X,F
G19,G17,1,no,no,e02,Unit or Basis for Measurement Code,2,2,-,X,F
G19,G17,1,no,no,e03,Quantity Difference,1,9,-,X,F
G19,G17,1,no,no,e04,Shipment/Order Status Code,2,2,-,X,F
G19,G17,1,no,no,e05,Price Reason Code,1,1,-,O,F
G19,G17,1,no,no,e06,Terms Exception Code,2,2,-,O,F
G19,G17,1,no,no,e07,U.P.C. Case Code,12,12,-,O,F
G19,G17,1,no,no,e08,Product/Service ID Qualifier,2,2,-,X,F
G19,G17,1,no,no,e09,Product/Service ID,1,48,-,X,F
G20,G17,1,no,yes,landmark,Item Packing Detail,3,3,-,O,F
G20,G17,1,no,no,e01,Pack,1,6,-,O,F
G20,G17,1,no,no,e02,Size,1,8,-,X,F
G20,G17,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
G20,G17,1,no,no,e04,Weight,1,10,-,X,F
G20,G17,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X,F
G20,G17,1,no,no,e06,Volume,1,8,-,X,F
G20,G17,1,no,no,e07,Unit or Basis for Measurement Code,2,2,-,X,F
G20,G17,1,no,no,e08,Color,1,10,-,O,F
G20,G17,1,no,no,e09,Inner Pack,1,6,-,O,F
N9,G17,5,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,G17,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,G17,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,G17,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,G17,1,no,no,e04,Date,8,8,-,O,F
N9,G17,1,no,no,e05,Time,4,8,-,X,F
N9,G17,1,no,no,e06,Time Code,2,2,-,O/Z,F
G23,G17,20,no,yes,landmark,Terms of Sale,3,3,-,O,F
G23,G17,1,no,no,e01,Terms Type Code,2,2,-,M,F
G23,G17,1,no,no,e02,Terms Basis Date Code,1,2,-,M,F
G23,G17,1,no,no,e03,Terms Start Date,8,8,-,O,F
G23,G17,1,no,no,e04,Terms Due Date Qualifier,2,2,-,O,F
G23,G17,1,no,no,e05,Terms Discount Percent,1,6,-,O,F
G23,G17,1,no,no,e06,Terms Discount Due Date,8,8,-,O,F
G23,G17,1,no,no,e07,Terms Discount Days Due,1,3,-,O,F
G23,G17,1,no,no,e08,Terms Net Due Date,8,8,-,X,F
G23,G17,1,no,no,e09,Terms Net Days,1,3,-,X,F
G23,G17,1,no,no,e10,Terms Discount Amount,1,10,-,O,F
G23,G17,1,no,no,e11,Discounted Amount Due,1,10,-,O,F
G23,G17,1,no,no,e12,Amount Subject to Terms Discount,1,10,-,O,F
G23,G17,1,no,no,e13,Installment Total Invoice Amount Due,1,10,-,O,F
G23,G17,1,no,no,e14,Percent of Invoice Payable,1,5,-,O,F
G23,G17,1,no,no,e15,Free-form Message,1,60,-,O,F
G23,G17,1,no,no,e16,Installment Group Indicator,2,2,-,O,F
G25,G17,1,no,yes,landmark,F.O.B. Information,3,3,-,O,F
G25,G17,1,no,no,e01,Shipment Method of Payment,2,2,-,M,F
G25,G17,1,no,no,e02,F.O.B. Point Code,2,2,-,M,F
G25,G17,1,no,no,e03,F.O.B. Point,1,30,-,O,F
G72,,100,yes,yes,landmark,Allowance or Charge,3,3,-,O,F
G72,,1,no,no,e01,Allowance or Charge Code,1,3,-,M,F
G72,,1,no,no,e02,Allowance or Charge Method of Handling Code,2,2,-,M,F
G72,,1,no,no,e03,Allowance or Charge Number,1,16,-,X,F
G72,,1,no,no,e04,Exception Number,1,16,-,O,F
G72,,1,no,no,e05,Allowance or Charge Rate,1,15,-,X,F
G72,,1,no,no,e06,Allowance or Charge Quantity,1,10,-,X,F
G72,,1,no,no,e07,Unit or Basis for Measurement Code,2,2,-,X,F
G72,,1,no,no,e08,Allowance or Charge Total Amount,1,15,-,X,F
G72,,1,no,no,e09,Percent, Decimal Format,1,6,-,X/Z,F
G72,,1,no,no,e10,Dollar Basis For Percent,1,9,-,X,F
G72,,1,no,no,e11,Option Number,1,20,-,O,F
G73,G17:G72,10,no,yes,landmark,Allowance or Charge Description,3,3,-,O,F
G73,G17:G72,1,no,no,e01,Free-form Description,1,45,-,M,F
ENT,,500,yes,yes,landmark,Entity,3,3,-,O,F
ENT,,1,no,no,e01,Assigned Number,1,6,-,O,F
ENT,,1,no,no,e02,Entity Identifier Code,2,3,-,X,F
ENT,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
ENT,,1,no,no,e04,Identification Code,2,80,-,X,F
ENT,,1,no,no,e05,Entity Identifier Code,2,3,-,X,F
ENT,,1,no,no,e06,Identification Code Qualifier,1,2,-,X,F
ENT,,1,no,no,e07,Identification Code,2,80,-,X,F
ENT,,1,no,no,e08,Reference Identification Qualifier,2,3,-,X,F
ENT,,1,no,no,e09,Reference Identification,1,50,-,X,F
N2,ENT,1,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,ENT,1,no,no,e01,Name,1,60,-,M,F
N2,ENT,1,no,no,e02,Name,1,60,-,O,F
N3,ENT,1,no,yes,landmark,Party Location,2,2,-,O,F
N3,ENT,1,no,no,e01,Address Information,1,55,-,M,F
N3,ENT,1,no,no,e02,Address Information,1,55,-,O,F
N4,ENT,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,ENT,1,no,no,e01,City Name,2,30,-,O,F
N4,ENT,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,ENT,1,no,no,e03,Postal Code,3,15,-,O,F
N4,ENT,1,no,no,e04,Country Code,2,3,-,X,F
N4,ENT,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,ENT,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,ENT,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
N9,ENT,5,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,ENT,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,ENT,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,ENT,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,ENT,1,no,no,e04,Date,8,8,-,O,F
N9,ENT,1,no,no,e05,Time,4,8,-,X,F
N9,ENT,1,no,no,e06,Time Code,2,2,-,O/Z,F
REF,,99999,yes,yes,landmark,Reference Information,3,3,-,O,F
REF,,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,,1,no,no,e03,Description,1,80,-,X,F
QTY,ENT:REF,1,no,yes,landmark,Quantity Information,3,3,-,O,F
QTY,ENT:REF,1,no,no,e01,Quantity Qualifier,2,2,-,M,F
QTY,ENT:REF,1,no,no,e02,Quantity,1,15,-,X,F
QTY,ENT:REF,1,no,no,e04,Free-form Information,1,30,-,X/Z,F
AMT,ENT:REF,2,no,yes,landmark,Monetary Amount Information,3,3,-,O,F
AMT,ENT:REF,1,no,no,e01,Amount Qualifier Code,1,3,-,M,F
AMT,ENT:REF,1,no,no,e02,Monetary Amount,1,18,-,M,F
AMT,ENT:REF,1,no,no,e03,Credit/Debit Flag Code,1,1,-,O,F
G72,ENT:REF,1,no,yes,landmark,Allowance or Charge,3,3,-,O,F
G72,ENT:REF,1,no,no,e01,Allowance or Charge Code,1,3,-,M,F
G72,ENT:REF,1,no,no,e02,Allowance or Charge Method of Handling Code,2,2,-,M,F
G72,ENT:REF,1,no,no,e03,Allowance or Charge Number,1,16,-,X,F
G72,ENT:REF,1,no,no,e04,Exception Number,1,16,-,O,F
G72,ENT:REF,1,no,no,e05,Allowance or Charge Rate,1,15,-,X,F
G72,ENT:REF,1,no,no,e06,Allowance or Charge Quantity,1,10,-,X,F
G72,ENT:REF,1,no,no,e07,Unit or Basis for Measurement Code,2,2,-,X,F
G72,ENT:REF,1,no,no,e08,Allowance or Charge Total Amount,1,15,-,X,F
G72,ENT:REF,1,no,no,e09,Percent, Decimal Format,1,6,-,X/Z,F
G72,ENT:REF,1,no,no,e10,Dollar Basis For Percent,1,9,-,X,F
G72,ENT:REF,1,no,no,e11,Option Number,1,20,-,O,F
G17,,99999,yes,yes,landmark,Item Detail - Invoice,3,3,-,O,F
G17,,1,no,no,e01,Quantity Invoiced,1,15,-,M,F
G17,,1,no,no,e02,Unit or Basis for Measurement Code,2,2,-,M,F
G17,,1,no,no,e03,Item List Cost,1,9,-,X,F
G17,,1,no,no,e04,U.P.C. Case Code,12,12,-,X,F
G17,,1,no,no,e05,Product/Service ID Qualifier,2,2,-,X,F
G17,,1,no,no,e06,Product/Service ID,1,48,-,X,F
G17,,1,no,no,e07,Product/Service ID Qualifier,2,2,-,X,F
G17,,1,no,no,e08,Product/Service ID,1,48,-,X,F
G17,,1,no,no,e09,Price Bracket Identifier,1,3,-,O,F
G17,,1,no,no,e10,Number of Units Shipped,1,10,-,X,F
G17,,1,no,no,e11,Unit or Basis for Measurement Code,2,2,-,X,F
G17,,1,no,no,e12,Price List Number,1,16,-,O,F
G17,,1,no,no,e13,Price List Issue Number,1,16,-,O,F
G17,,1,no,no,e14,Monetary Amount,1,18,-,X/Z,F
G19,ENT:REF:G17,10,no,yes,landmark,Line Item Detail - Quantity/Unit of Measure/Price Differences,3,3,-,O,F
G19,ENT:REF:G17,1,no,no,e01,Number of Units Shipped,1,10,-,X,F
G19,ENT:REF:G17,1,no,no,e02,Unit or Basis for Measurement Code,2,2,-,X,F
G19,ENT:REF:G17,1,no,no,e03,Quantity Difference,1,9,-,X,F
G19,ENT:REF:G17,1,no,no,e04,Shipment/Order Status Code,2,2,-,X,F
G19,ENT:REF:G17,1,no,no,e05,Price Reason Code,1,1,-,O,F
G19,ENT:REF:G17,1,no,no,e06,Terms Exception Code,2,2,-,O,F
G19,ENT:REF:G17,1,no,no,e07,U.P.C. Case Code,12,12,-,O,F
G19,ENT:REF:G17,1,no,no,e08,Product/Service ID Qualifier,2,2,-,X,F
G19,ENT:REF:G17,1,no,no,e09,Product/Service ID,1,48,-,X,F
G31,,1,no,yes,landmark,Total Invoice Quantity,3,3,-,M,F
G31,,1,no,no,e01,Number of Units Shipped,1,10,-,M,F
G31,,1,no,no,e02,Unit or Basis for Measurement Code,2,2,-,M,F
G31,,1,no,no,e03,Weight,1,10,-,X,F
G31,,1,no,no,e04,Unit or Basis for Measurement Code,2,2,-,X,F
G31,,1,no,no,e05,Volume,1,8,-,X,F
G31,,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
G31,,1,no,no,e07,Order Sizing Factor,1,10,-,O,F
G31,,1,no,no,e08,Price Bracket Identifier,1,3,-,O,F
G31,,1,no,no,e09,Payment Method Type Code,1,2,-,O,F
G31,,1,no,no,e10,Quantity,1,15,-,O/Z,F
G31,,1,no,no,e11,Weight,1,10,-,O/Z,F
G33,,1,no,yes,landmark,Total Dollars Summary,3,3,-,M,F
G33,,1,no,no,e01,Amount,1,15,-,M,F
SE,,1,no,yes,landmark,Transaction Set Trailer,2,2,-,M,F
SE,,1,no,no,e01,Number of Included Segments,1,10,-,M,F
SE,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
