#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status
E2EDT18,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT18,,1,no,no,QUALF,IDOC Qualifier: Control (Shipment),3,3,-,O
E2EDT18,,1,no,no,PARAM,IDOC: Control Parameters,20,20,-,O
E2ADRM4,,1,no,yes,landmark,landmark,7,7,-,O
E2ADRM4,,1,no,no,segnam,Segment,23,23,-,O
E2ADRM4,,1,no,no,mandt,Client,3,3,-,O
E2ADRM4,,1,no,no,docnum,IDOC Number,16,16,-,O
E2ADRM4,,1,no,no,segnum,Segment Number,6,6,-,O
E2ADRM4,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2ADRM4,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2ADRM4,,1,no,no,PARTNER_Q,Qualifier for partner function,3,3,-,O
E2ADRM4,,1,no,no,ADDRESS_T,Addr. type,1,1,-,O
E2ADRM4,,1,no,no,PARTNER_ID,Partner no. (SAP),17,17,-,O
E2ADRM4,,1,no,no,JURISDIC,Location for tax calculation - Tax Jurisdiction Code,17,17,-,O
E2ADRM4,,1,no,no,LANGUAGE,Language key,2,2,-,O
E2ADRM4,,1,no,no,FORMOFADDR,Form of address,15,15,-,O
E2ADRM4,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM4,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM4,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM4,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM4,,1,no,no,Name,Name or address line (formatted),50,50,-,O
E2ADRM4,,1,no,no,Subsequent,Subsequent line for name or address (c/o),40,40,-,O
E2ADRM4,,1,no,no,LOCATION,Location description of location,40,40,-,O
E2ADRM4,,1,no,no,BUILDING,Location description: Building,10,10,-,O
E2ADRM4,,1,no,no,FLOOR,Location description: Floor,10,10,-,O
E2ADRM4,,1,no,no,ROOM,Location description: Room,10,10,-,O
E2ADRM4,,1,no,no,STREET1,House number and street,40,40,-,O
E2ADRM4,,1,no,no,STREET2,House number and street,40,40,-,O
E2ADRM4,,1,no,no,STREET3,House number and street,40,40,-,O
E2ADRM4,,1,no,no,HOUSE_SUPL,House number,4,4,-,O
E2ADRM4,,1,no,no,HOUSE_RANG,House no. (interval),10,10,-,O
E2ADRM4,,1,no,no,POSTL_COD1,Postal code,10,10,-,O
E2ADRM4,,1,no,no,POSTL_COD3,Postal code,10,10,-,O
E2ADRM4,,1,no,no,POSTL_AREA,Post delivery district,15,15,-,O
E2ADRM4,,1,no,no,CITY1,Town or city,40,40,-,O
E2ADRM4,,1,no,no,CITY2,Town or city,40,40,-,O
E2ADRM4,,1,no,no,POSTL_PBOX,PO Box,10,10,-,O
E2ADRM4,,1,no,no,POSTL_COD2,Postal code,10,10,-,O
E2ADRM4,,1,no,no,POSTL_CITY,Town or city,40,40,-,O
E2ADRM4,,1,no,no,TELEPHONE1,Telephone number,30,30,-,O
E2ADRM4,,1,no,no,TELEPHONE2,Telephone number,30,30,-,O
E2ADRM4,,1,no,no,TELEFAX,Fax number,30,30,-,O
E2ADRM4,,1,no,no,TELEX,Telex number,30,30,-,O
E2ADRM4,,1,no,no,E_MAIL,E-Mail Address,70,70,-,O
E2ADRM4,,1,no,no,COUNTRY1,Country indicator (ISO alphanumeric),3,3,-,O
E2ADRM4,,1,no,no,COUNTRY2,Country indicator (ISO numeric),3,3,-,O
E2ADRM4,,1,no,no,REGION,Region state,3,3,-,O
E2ADRM4,,1,no,no,COUNTY_COD,County Code (e.g. in USA),3,3,-,O
E2ADRM4,,1,no,no,County,County name (for example in USA),25,25,-,O
E2ADRM4,,1,no,no,TZCODE,Location for time zone (SAP code),6,6,-,O
E2ADRM4,,1,no,no,TZDESC,Location for time zone (external code),35,35,-,O
E2ADRE4,,1,no,yes,landmark,landmark,7,7,-,O
E2ADRE4,,1,no,no,segnam,Segment,23,23,-,O
E2ADRE4,,1,no,no,mandt,Client,3,3,-,O
E2ADRE4,,1,no,no,docnum,IDOC Number,16,16,-,O
E2ADRE4,,1,no,no,segnum,Segment Number,6,6,-,O
E2ADRE4,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2ADRE4,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2ADRE4,,1,no,no,EXTEND_Q,Qualifier for additional data e.g. ILN or D&B number,3,3,-,O
E2ADRE4,,1,no,no,EXTEND_D,Additional data e.g. ILN or D&B no.,70,70,-,O
E2EDT10,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT10,,1,no,no,segnam,Segment,23,23,-,O
E2EDT10,,1,no,no,mandt,Client,3,3,-,O
E2EDT10,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT10,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT10,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT10,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT10,,1,no,no,QUALF,IDOC Qualifier: Date (Shipment),3,3,-,O
E2EDT10,,1,no,no,VSTZW,Deadline function,4,4,-,O
E2EDT10,,1,no,no,VSTZW_BEZ,Description,20,20,-,O
E2EDT10,,1,no,no,NTANF,Constraint for activity start (Basic),8,8,-,O
E2EDT10,,1,no,no,NTANZ,Constraint for activity start time (Basic),6,6,-,O
E2EDT10,,1,no,no,NTEND,Constraint for finish of activity (Basic),8,8,-,O
E2EDT10,,1,no,no,NTENZ,Basic finish time of the activity,6,6,-,O
E2EDT10,,1,no,no,TZONE_BEG,Time Zone,6,6,-,O
E2EDT10,,1,no,no,ISDD,Actual start: Execution (date),8,8,-,O
E2EDT10,,1,no,no,ISDZ,Actual start: Execution/setup (time),6,6,-,O
E2EDT10,,1,no,no,IEDD,Actual finish: Execution (date),8,8,-,O
E2EDT10,,1,no,no,IEDZ,Actual finish: Execution (time),6,6,-,O
E2EDT10,,1,no,no,TZONE_END,Time Zone,6,6,-,O
E2EDT10,,1,no,no,VORNR,Operation/Activity Number,4,4,-,O
E2EDT10,,1,no,no,VSTGA,Deadline deviation reason,4,4,-,O
E2EDT10,,1,no,no,VSTGA_BEZ,Description,20,20,-,O
E2EDT10,,1,no,no,EVENT,Event type,10,10,-,O
E2EDT10,,1,no,no,EVENT_ALI,Alias for the transaction (language-independent),20,20,-,O
E2EDT32,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT32,,1,no,no,segnam,Segment,23,23,-,O
E2EDT32,,1,no,no,mandt,Client,3,3,-,O
E2EDT32,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT32,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT32,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT32,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT32,,1,no,no,KNOTE,Transportation Connection Points,10,10,-,O
E2EDT32,,1,no,no,Node,Node name,30,30,-,O
E2ADRM5,,1,no,yes,landmark,landmark,7,7,-,O
E2ADRM5,,1,no,no,segnam,Segment,23,23,-,O
E2ADRM5,,1,no,no,mandt,Client,3,3,-,O
E2ADRM5,,1,no,no,docnum,IDOC Number,16,16,-,O
E2ADRM5,,1,no,no,segnum,Segment Number,6,6,-,O
E2ADRM5,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2ADRM5,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2ADRM5,,1,no,no,PARTNER_Q,Qualifier for partner function,3,3,-,O
E2ADRM5,,1,no,no,ADDRESS_T,Addr. type,1,1,-,O
E2ADRM5,,1,no,no,PARTNER_ID,Partner no. (SAP),17,17,-,O
E2ADRM5,,1,no,no,JURISDIC,Location for tax calculation - Tax Jurisdiction Code,17,17,-,O
E2ADRM5,,1,no,no,LANGUAGE,Language key,2,2,-,O
E2ADRM5,,1,no,no,FORMOFADDR,Form of address,15,15,-,O
E2ADRM5,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM5,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM5,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM5,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM5,,1,no,no,Name,Name or address line (formatted),50,50,-,O
E2ADRM5,,1,no,no,Subsequent,Subsequent line for name or address (c/o),40,40,-,O
E2ADRM5,,1,no,no,LOCATION,Location description of location,40,40,-,O
E2ADRM5,,1,no,no,BUILDING,Location description: Building,10,10,-,O
E2ADRM5,,1,no,no,FLOOR,Location description: Floor,10,10,-,O
E2ADRM5,,1,no,no,ROOM,Location description: Room,10,10,-,O
E2ADRM5,,1,no,no,STREET1,House number and street,40,40,-,O
E2ADRM5,,1,no,no,STREET2,House number and street,40,40,-,O
E2ADRM5,,1,no,no,STREET3,House number and street,40,40,-,O
E2ADRM5,,1,no,no,HOUSE_SUPL,House number,4,4,-,O
E2ADRM5,,1,no,no,HOUSE_RANG,House no. (interval),10,10,-,O
E2ADRM5,,1,no,no,POSTL_COD1,Postal code,10,10,-,O
E2ADRM5,,1,no,no,POSTL_COD3,Postal code,10,10,-,O
E2ADRM5,,1,no,no,POST_AREA,Post delivery district,15,15,-,O
E2ADRM5,,1,no,no,CITY1,Town or city,40,40,-,O
E2ADRM5,,1,no,no,CITY2,Town or city,40,40,-,O
E2ADRM5,,1,no,no,POSTL_PBOX,PO Box,10,10,-,O
E2ADRM5,,1,no,no,POSTL_COD2,Postal code,10,10,-,O
E2ADRM5,,1,no,no,POSTL_CITY,Town or city,40,40,-,O
E2ADRM5,,1,no,no,TELEPHONE1,Telephone number,30,30,-,O
E2ADRM5,,1,no,no,TELEPHONE2,Telephone number,30,30,-,O
E2ADRM5,,1,no,no,TELEFAX,Fax number,30,30,-,O
E2ADRM5,,1,no,no,TELEX,Telex number,30,30,-,O
E2ADRM5,,1,no,no,E_MAIL,E-Mail Address,70,70,-,O
E2ADRM5,,1,no,no,COUNTRY1,Country indicator (ISO alphanumeric),3,3,-,O
E2ADRM5,,1,no,no,COUNTRY2,Country indicator (ISO numeric),3,3,-,O
E2ADRM5,,1,no,no,REGION,Region state,3,3,-,O
E2ADRM5,,1,no,no,COUNTY_COD,County Code (e.g. in USA),3,3,-,O
E2ADRM5,,1,no,no,County,County name (for example in USA),25,25,-,O
E2ADRM5,,1,no,no,TZCODE,Location for time zone (SAP code),6,6,-,O
E2ADRM5,,1,no,no,TZDESC,Location for time zone (external code),35,35,-,O
E2TXTH7,,1,no,yes,landmark,landmark,7,7,-,O
E2TXTH7,,1,no,no,segnam,Segment,23,23,-,O
E2TXTH7,,1,no,no,mandt,Client,3,3,-,O
E2TXTH7,,1,no,no,docnum,IDOC Number,16,16,-,O
E2TXTH7,,1,no,no,segnum,Segment Number,6,6,-,O
E2TXTH7,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2TXTH7,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2TXTH7,,1,no,no,FUNCTION,Function (for transferred text),3,3,-,O
E2TXTH7,,1,no,no,TDOBJECT,Texts: Application Object,10,10,-,O
E2TXTH7,,1,no,no,Name,Name,70,70,-,O
E2TXTH7,,1,no,no,TDID,Text ID,4,4,-,O
E2TXTH7,,1,no,no,TDSPRAS,Language,1,1,-,O
E2TXTH7,,1,no,no,TDTEXTTYPE,TDTEXTTYPE SAPscript: Format of Text,6,6,-,O
E2TXTH7,,1,no,no,LANGUA_ISO,Language key,2,2,-,O
E2TXTP7,,1,no,yes,landmark,landmark,7,7,-,O
E2TXTP7,,1,no,no,segnam,Segment,23,23,-,O
E2TXTP7,,1,no,no,mandt,Client,3,3,-,O
E2TXTP7,,1,no,no,docnum,IDOC Number,16,16,-,O
E2TXTP7,,1,no,no,segnum,Segment Number,6,6,-,O
E2TXTP7,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2TXTP7,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2TXTP7,,1,no,no,TDFORMAT,Tag column,2,2,-,O
E2TXTP7,,1,no,no,TDLINE,Text Line,132,132,-,O
E2TXTH6,,1,no,yes,landmark,landmark,7,7,-,O
E2TXTH6,,1,no,no,segnam,Segment,23,23,-,O
E2TXTH6,,1,no,no,mandt,Client,3,3,-,O
E2TXTH6,,1,no,no,docnum,IDOC Number,16,16,-,O
E2TXTH6,,1,no,no,segnum,Segment Number,6,6,-,O
E2TXTH6,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2TXTH6,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2TXTH6,,1,no,no,FUNCTION,Function (for transferred text),3,3,-,O
E2TXTH6,,1,no,no,TDOBJECT,Texts: Application Object,10,10,-,O
E2TXTH6,,1,no,no,Name,Name,70,70,-,O
E2TXTH6,,1,no,no,TDID,Text ID,4,4,-,O
E2TXTH6,,1,no,no,TDSPRAS,Language,1,1,-,O
E2TXTH6,,1,no,no,TDTEXTTYPE,TDTEXTTYPE SAPscript: Format of Text,6,6,-,O
E2TXTH6,,1,no,no,LANGUA_ISO,Language key,2,2,-,O
E2TXTP6,,1,no,yes,landmark,landmark,7,7,-,O
E2TXTP6,,1,no,no,segnam,Segment,23,23,-,O
E2TXTP6,,1,no,no,mandt,Client,3,3,-,O
E2TXTP6,,1,no,no,docnum,IDOC Number,16,16,-,O
E2TXTP6,,1,no,no,segnum,Segment Number,6,6,-,O
E2TXTP6,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2TXTP6,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2TXTP6,,1,no,no,TDFORMAT,Tag column,2,2,-,O
E2TXTP6,,1,no,no,TDLINE,Text Line,132,132,-,O
E2EDT37,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT37,,1,no,no,segnam,Segment,23,23,-,O
E2EDT37,,1,no,no,mandt,Client,3,3,-,O
E2EDT37,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT37,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT37,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT37,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT37,,1,no,no,EXIDV,External Handling Unit Identification,20,20,-,O
E2EDT37,,1,no,no,TARAG,Tare weight of handling unit,17,17,-,O
E2EDT37,,1,no,no,GWEIT,Weight Unit Tare,3,3,-,O
E2EDT37,,1,no,no,BRGEW,Total Weight of Handling Unit,17,17,-,O
E2EDT37,,1,no,no,NTGEW,Loading Weight of Handling Unit,17,17,-,O
E2EDT37,,1,no,no,MAGEW,Allowed Loading Weight of a Handling Unit,17,17,-,O
E2EDT37,,1,no,no,GWEIM,Weight Unit,3,3,-,O
E2EDT37,,1,no,no,BTVOL,Total Volume of Handling Unit,17,17,-,O
E2EDT37,,1,no,no,NTVOL,Loading Volume of Handling Unit,17,17,-,O
E2EDT37,,1,no,no,MAVOL,Allowed Loading Volume for Handling Unit,17,17,-,O
E2EDT37,,1,no,no,VOLEM,Volume unit,3,3,-,O
E2EDT37,,1,no,no,TAVOL,Tare volume of handling unit,17,17,-,O
E2EDT37,,1,no,no,VOLET,Volume Unit Tare,3,3,-,O
E2EDT37,,1,no,no,VEGR2,XDock test,5,5,-,O
E2EDT37,,1,no,no,VEGR1,XDock indicator,5,5,-,O
E2EDT37,,1,no,no,VEGR3,HU duplication transportation chain,5,5,-,O
E2EDT37,,1,no,no,VHILM,Packaging Materials,18,18,-,O
E2EDT37,,1,no,no,VEGR4,Handling Unit Group 4 (Freely Definable),5,5,-,O
E2EDT37,,1,no,no,LAENG,Length,15,15,-,O
E2EDT37,,1,no,no,VEGR5,Handling Unit Group 5 (Freely Definable),5,5,-,O
E2EDT37,,1,no,no,BREIT,Width,15,15,-,O
E2EDT37,,1,no,no,HOEHE,Height,15,15,-,O
E2EDT37,,1,no,no,MEABM,Unit of Dimension for Length/Width/Height,3,3,-,O
E2EDT37,,1,no,no,INHALT,Description of Handling Unit Content,40,40,-,O
E2EDT37,,1,no,no,VHART,Packaging Material Type,4,4,-,O
E2EDT37,,1,no,no,MAGRV,Material Group: Packaging Materials,4,4,-,O
E2EDT37,,1,no,no,LADLG,Lgth of loading platform in lgth of LdPlat measurement units,8,8,-,O
E2EDT37,,1,no,no,LADEH,Unit of measure to measure the length of loading platform,3,3,-,O
E2EDT37,,1,no,no,FARZT,Travel Time,4,4,-,O
E2EDT37,,1,no,no,FAREH,Unit of travel time,3,3,-,O
E2EDT37,,1,no,no,ENTFE,Distance Travelled,8,8,-,O
E2EDT37,,1,no,no,EHENT,Unit of distance,3,3,-,O
E2EDT37,,1,no,no,VELTP,Packaging Material Category,1,1,-,O
E2EDT37,,1,no,no,EXIDV2,Handling Unit's 2nd External Identification,20,20,-,O
E2EDT37,,1,no,no,LANDT,Country providing means of transport,3,3,-,O
E2EDT37,,1,no,no,LANDF,Driver's Nationality,3,3,-,O
E2EDT37,,1,no,no,Driver,Driver name,35,35,-,O
E2EDT37,,1,no,no,Alternate,Alternate Driver's Name,35,35,-,O
E2EDT37,,1,no,no,VHILM_KU,Material belonging to the customer,22,22,-,O
E2EDT37,,1,no,no,VEBEZ,Description of Packaging Material,40,40,-,O
E2EDT37,,1,no,no,KDMAT35,Partner's (Customer's or Vendor's) Packaging Material,35,35,-,O
E2EDT37,,1,no,no,SMGKN,SMG identification for material tag,1,1,-,O
E2EDT37,,1,no,no,SORTL,Sort field,10,10,-,O
E2EDT37,,1,no,no,Name,Name of Person who Created the Object,12,12,-,O
E2EDT37,,1,no,no,GEWFX,Weight and Volume Fixed,1,1,-,O
E2EDT37,,1,no,no,ERLKZ,Status (at this time without functionality),1,1,-,O
E2EDT37,,1,no,no,EXIDA,Type of External Handling Unit Identifier,1,1,-,O
E2EDT37,,1,no,no,MOVE_STATUS,Handling unit status,4,4,-,O
E2EDT37,,1,no,no,PACKVORSCHR,Text string 22 characters,22,22,-,O
E2EDT37,,1,no,no,PACKVORSCHR_ST,Single-Character Indicator,1,1,-,O
E2EDT37,,1,no,no,LABELTYP,Indicator: do not print external shipping label,1,1,-,O
E2EDT37,,1,no,no,ZUL_AUFL,17-Char. Field,17,17,-,O
E2EDT37,,1,no,no,VHILM_EXTERNAL,Shipping Material,40,40,-,O
E2EDT37,,1,no,no,VHILM_VERSION,Version Number for Field VHILM,10,10,-,O
E2EDT37,,1,no,no,VHILM_GUID,External GUID for Field VHILM,32,32,-,O
E2EDT37,,1,no,no,KDMAT35_EXTERNAL,Long Material Number (Future Development) for KDMAT Field,40,40,-,O
E2EDT37,,1,no,no,KDMAT35_VERSION,Version Number (Future Development) for KDMAT35 Field,10,10,-,O
E2EDT37,,1,no,no,KDMAT35_GUID,External GUID (Future Development) for KDMAT35 Field,32,32,-,O
E2EDT37,,1,no,no,VHILM_KU_EXTERNAL,Long Material Number (Future Development) for Field VHILM,40,40,-,O
E2EDT37,,1,no,no,VHILM_KU_VERSION,Version Number (Future Development) for Field VHILM_KU,10,10,-,O
E2EDT37,,1,no,no,VHILM_KU_GUID,External GUID (Future Development) for Field VHILM_KU,32,32,-,O
E2EDT39,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT39,,1,no,no,segnam,Segment,23,23,-,O
E2EDT39,,1,no,no,mandt,Client,3,3,-,O
E2EDT39,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT39,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT39,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT39,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT39,,1,no,no,QUALF,Qualifier: Control (shipping unit),3,3,-,O
E2EDT39,,1,no,no,PARAM,IDOC: Control Parameters,20,20,-,O
E2EDT38,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT38,,1,no,no,segnam,Segment,23,23,-,O
E2EDT38,,1,no,no,mandt,Client,3,3,-,O
