#<h1>304 - Shipping Instructions</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
YNQ,,1,no,no,e07,Free-form Message Text,1,264,-,O,F
YNQ,,1,no,no,e08,Code List Qualifier Code,1,3,-,X,F
YNQ,,1,no,no,e09,Industry Code,1,30,-,X,F
YNQ,,1,no,no,e10,Free-form Message Text,1,264,-,X/Z,F
V1,,2,no,yes,landmark,Vessel Identification,2,2,-,O,F
V1,,1,no,no,e01,Vessel Code,1,8,-,X,F
V1,,1,no,no,e02,Vessel Name,2,28,-,X,F
V1,,1,no,no,e03,Country Code,2,3,-,O/Z,F
V1,,1,no,no,e04,Flight/Voyage Number,2,10,-,O,F
V1,,1,no,no,e05,Standard Carrier Alpha Code,2,4,-,O/Z,F
V1,,1,no,no,e06,Vessel Requirement Code,1,1,-,O,F
V1,,1,no,no,e07,Vessel Type Code,2,2,-,O,F
V1,,1,no,no,e08,Vessel Code Qualifier,1,1,-,O,F
V1,,1,no,no,e09,Transportation Method/Type Code,1,2,-,O,F
V3,,1,no,yes,landmark,Vessel Schedule,2,2,-,O,F
V3,,1,no,no,e01,Current Port of Loading,2,24,-,M,F
V3,,1,no,no,e02,Date,8,8,-,M/Z,F
V3,,1,no,no,e03,Next Port of Discharge,2,24,-,O,F
V3,,1,no,no,e04,Date,8,8,-,O/Z,F
M0,,1,no,yes,landmark,Letter of Credit Reference,2,2,-,O,F
M0,,1,no,no,e01,Letter of Credit Number,2,40,-,M,F
M0,,1,no,no,e02,Date,8,8,-,O/Z,F
M0,,1,no,no,e03,Date,8,8,-,O/Z,F
M0,,1,no,no,e04,Date,8,8,-,O/Z,F
CUR,,1,no,yes,landmark,Currency,3,3,-,O,F
CUR,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
CUR,,1,no,no,e02,Currency Code,3,3,-,M,F
CUR,,1,no,no,e03,Exchange Rate,4,10,-,O,F
CUR,,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
CUR,,1,no,no,e05,Currency Code,3,3,-,O,F
CUR,,1,no,no,e06,Currency Market/Exchange Code,3,3,-,O,F
CUR,,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e08,Date,8,8,-,O,F
CUR,,1,no,no,e09,Time,4,8,-,O,F
CUR,,1,no,no,e10,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e11,Date,8,8,-,X,F
CUR,,1,no,no,e12,Time,4,8,-,X,F
CUR,,1,no,no,e13,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e14,Date,8,8,-,X,F
CUR,,1,no,no,e15,Time,4,8,-,X,F
CUR,,1,no,no,e16,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e17,Date,8,8,-,X,F
CUR,,1,no,no,e18,Time,4,8,-,X,F
CUR,,1,no,no,e19,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e20,Date,8,8,-,X,F
CUR,,1,no,no,e21,Time,4,8,-,X,F
M1,,5,yes,yes,landmark,Insurance,2,2,-,O,F
M1,,1,no,no,e01,Country Code,2,3,-,M/Z,F
M1,,1,no,no,e02,Carriage Value,2,8,-,O,F
M1,,1,no,no,e03,Declared Value,2,12,-,O,F
M1,,1,no,no,e04,Rate/Value Qualifier,2,2,-,O,F
M1,,1,no,no,e05,Entity Identifier Code,2,3,-,O/Z,F
M1,,1,no,no,e06,Free-form Information,1,30,-,O/Z,F
M1,,1,no,no,e07,Rate/Value Qualifier,2,2,-,X,F
M1,,1,no,no,e08,Monetary Amount,1,18,-,X,F
M1,,1,no,no,e09,Percent Qualifier,1,2,-,X,F
M1,,1,no,no,e10,Percentage as Decimal,1,10,-,X,F
M1,,1,no,no,e11,Percent Qualifier,1,2,-,X,F
M1,,1,no,no,e12,Percentage as Decimal,1,10,-,X,F
CUR,M1,1,no,yes,landmark,Currency,3,3,-,O,F
CUR,M1,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
CUR,M1,1,no,no,e02,Currency Code,3,3,-,M,F
CUR,M1,1,no,no,e03,Exchange Rate,4,10,-,O,F
CUR,M1,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
CUR,M1,1,no,no,e05,Currency Code,3,3,-,O,F
CUR,M1,1,no,no,e06,Currency Market/Exchange Code,3,3,-,O,F
CUR,M1,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
CUR,M1,1,no,no,e08,Date,8,8,-,O,F
CUR,M1,1,no,no,e09,Time,4,8,-,O,F
CUR,M1,1,no,no,e10,Date/Time Qualifier,3,3,-,X,F
CUR,M1,1,no,no,e11,Date,8,8,-,X,F
CUR,M1,1,no,no,e12,Time,4,8,-,X,F
CUR,M1,1,no,no,e13,Date/Time Qualifier,3,3,-,X,F
CUR,M1,1,no,no,e14,Date,8,8,-,X,F
CUR,M1,1,no,no,e15,Time,4,8,-,X,F
CUR,M1,1,no,no,e16,Date/Time Qualifier,3,3,-,X,F
CUR,M1,1,no,no,e17,Date,8,8,-,X,F
CUR,M1,1,no,no,e18,Time,4,8,-,X,F
CUR,M1,1,no,no,e19,Date/Time Qualifier,3,3,-,X,F
CUR,M1,1,no,no,e20,Date,8,8,-,X,F
CUR,M1,1,no,no,e21,Time,4,8,-,X,F
M2,,1,no,yes,landmark,Sales/Delivery Terms,2,2,-,O,F
M2,,1,no,no,e01,Sales Terms Code,2,2,-,M,F
M2,,1,no,no,e02,Sales Reference Number,4,6,-,O,F
M2,,1,no,no,e03,Sales Reference Date,8,8,-,O,F
M2,,1,no,no,e04,Transportation Terms Code,3,3,-,O,F
M2,,1,no,no,e05,Sales Comment,2,30,-,O,F
M2,,1,no,no,e06,Delivery Date,8,8,-,O,F
M2,,1,no,no,e07,Location Qualifier,1,2,-,X/Z,F
M2,,1,no,no,e08,Location Identifier,1,30,-,X,F
C2,,1,no,yes,landmark,Bank ID,2,2,-,O,F
C2,,1,no,no,e01,Bank Client Code,1,1,-,M,F
C2,,1,no,no,e02,Identification Code Qualifier,1,2,-,M,F
C2,,1,no,no,e03,Identification Code,2,80,-,M,F
C2,,1,no,no,e04,Client Bank Number,3,9,-,O,F
C2,,1,no,no,e05,Bank Account Number,6,17,-,O,F
C2,,1,no,no,e06,Payment Method Type Code,1,2,-,O,F
C2,,1,no,no,e07,Date,8,8,-,O,F
ITD,,1,no,yes,landmark,Terms of Sale/Deferred Terms of Sale,3,3,-,O,F
ITD,,1,no,no,e01,Terms Type Code,2,2,-,O,F
ITD,,1,no,no,e02,Terms Basis Date Code,1,2,-,O,F
ITD,,1,no,no,e03,Terms Discount Percent,1,6,-,O,F
ITD,,1,no,no,e04,Terms Discount Due Date,8,8,-,X,F
ITD,,1,no,no,e05,Terms Discount Days Due,1,3,-,X,F
ITD,,1,no,no,e06,Terms Net Due Date,8,8,-,O,F
ITD,,1,no,no,e07,Terms Net Days,1,3,-,O,F
ITD,,1,no,no,e08,Terms Discount Amount,1,10,-,O,F
ITD,,1,no,no,e09,Terms Deferred Due Date,8,8,-,O,F
ITD,,1,no,no,e10,Deferred Amount Due,1,10,-,X,F
ITD,,1,no,no,e11,Percent of Invoice Payable,1,5,-,X,F
ITD,,1,no,no,e12,Description,1,80,-,O,F
ITD,,1,no,no,e13,Day of Month,1,2,-,X,F
ITD,,1,no,no,e14,Payment Method Type Code,1,2,-,O,F
ITD,,1,no,no,e15,Percentage as Decimal,1,10,-,O/Z,F
DTM,,20,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,,1,no,no,e02,Date,8,8,-,X,F
DTM,,1,no,no,e03,Time,4,8,-,X,F
DTM,,1,no,no,e04,Time Code,2,2,-,O,F
DTM,,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,,1,no,no,e06,Date Time Period,1,35,-,X,F
N1,,100,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,N1,2,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,N1,1,no,no,e01,Name,1,60,-,M,F
N2,N1,1,no,no,e02,Name,1,60,-,O,F
N3,N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1,1,no,no,e01,City Name,2,30,-,O,F
N4,N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
G61,N1,3,no,yes,landmark,Contact,3,3,-,O,F
G61,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
G61,N1,1,no,no,e02,Name,1,60,-,M,F
G61,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
G61,N1,1,no,no,e04,Communication Number,1,256,-,X,F
G61,N1,1,no,no,e05,Contact Inquiry Reference,1,20,-,O,F
R4,,20,yes,yes,landmark,Port or Terminal,2,2,-,O,F
R4,,1,no,no,e01,Port or Terminal Function Code,1,1,-,M,F
R4,,1,no,no,e02,Location Qualifier,1,2,-,X,F
R4,,1,no,no,e03,Location Identifier,1,30,-,X,F
R4,,1,no,no,e04,Port Name,2,24,-,O,F
R4,,1,no,no,e05,Country Code,2,3,-,O,F
R4,,1,no,no,e06,Terminal Name,2,30,-,O,F
R4,,1,no,no,e07,Pier Number,1,4,-,O,F
R4,,1,no,no,e08,State or Province Code,2,2,-,O,F
DTM,R4,15,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,R4,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,R4,1,no,no,e02,Date,8,8,-,X,F
DTM,R4,1,no,no,e03,Time,4,8,-,X,F
DTM,R4,1,no,no,e04,Time Code,2,2,-,O,F
DTM,R4,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,R4,1,no,no,e06,Date Time Period,1,35,-,X,F
R2A,,25,no,yes,landmark,Route Information with Preference,3,3,-,O,F
R2A,,1,no,no,e01,Routing Sequence Code,1,2,-,M,F
R2A,,1,no,no,e02,Preference,1,1,-,M,F
R2A,,1,no,no,e03,Transportation Method/Type Code,1,2,-,O,F
R2A,,1,no,no,e04,Standard Carrier Alpha Code,2,4,-,O,F
R2A,,1,no,no,e05,Location Qualifier,1,2,-,O/Z,F
R2A,,1,no,no,e06,Location Identifier,1,30,-,X,F
R2A,,1,no,no,e07,Type of Service Code,2,2,-,O,F
R2A,,1,no,no,e08,Route Code,1,13,-,O,F
R2A,,1,no,no,e09,Route Description,1,35,-,O,F
R2A,,1,no,no,e10,Entity Identifier Code,2,3,-,O/Z,F
R2,,13,no,yes,landmark,Route Information,2,2,-,O,F
R2,,1,no,no,e01,Standard Carrier Alpha Code,2,4,-,M,F
R2,,1,no,no,e02,Routing Sequence Code,1,2,-,M,F
R2,,1,no,no,e03,City Name,2,30,-,O/Z,F
R2,,1,no,no,e04,Standard Point Location Code,6,9,-,O,F
R2,,1,no,no,e05,Intermodal Service Code,1,2,-,O,F
R2,,1,no,no,e06,Transportation Method/Type Code,1,2,-,O,F
R2,,1,no,no,e07,Intermediate Switch Carrier,2,4,-,X,F
R2,,1,no,no,e08,Intermediate Switch Carrier,2,4,-,O,F
R2,,1,no,no,e09,Invoice Number,1,22,-,O,F
R2,,1,no,no,e10,Date,8,8,-,O/Z,F
R2,,1,no,no,e11,Free-form Description,1,45,-,O,F
R2,,1,no,no,e12,Type of Service Code,2,2,-,O,F
R2,,1,no,no,e13,Route Description,1,35,-,O,F
K1,,12,no,yes,landmark,Remarks,2,2,-,O,F
K1,,1,no,no,e01,Free-form Information,1,30,-,M,F
K1,,1,no,no,e02,Free-form Information,1,30,-,O,F
L11,,99,no,yes,landmark,Business Instructions and Reference Number,3,3,-,O,F
L11,,1,no,no,e01,Reference Identification,1,50,-,X,F
L11,,1,no,no,e02,Reference Identification Qualifier,2,3,-,X,F
L11,,1,no,no,e03,Description,1,80,-,X,F
L11,,1,no,no,e04,Date,8,8,-,O/Z,F
L11,,1,no,no,e05,Yes/No Condition or Response Code,1,1,-,O/Z,F
H3,,6,no,yes,landmark,Special Handling Instructions,2,2,-,O,F
H3,,1,no,no,e01,Special Handling Code,2,3,-,X,F
H3,,1,no,no,e02,Special Handling Description,2,30,-,X,F
H3,,1,no,no,e03,Protective Service Code,1,4,-,O,F
H3,,1,no,no,e04,Vent Instruction Code,1,7,-,O,F
H3,,1,no,no,e05,Tariff Application Code,1,1,-,O,F
L5,,999,no,yes,landmark,Description, Marks and Numbers,2,2,-,O,F
L5,,1,no,no,e01,Lading Line Item Number,1,3,-,O,F
L5,,1,no,no,e02,Lading Description,1,50,-,O,F
L5,,1,no,no,e03,Commodity Code,1,30,-,X,F
L5,,1,no,no,e04,Commodity Code Qualifier,1,1,-,X,F
L5,,1,no,no,e05,Packaging Code,3,5,-,O,F
L5,,1,no,no,e06,Marks and Numbers,1,48,-,X,F
L5,,1,no,no,e07,Marks and Numbers Qualifier,1,2,-,O,F
L5,,1,no,no,e08,Commodity Code Qualifier,1,1,-,X,F
L5,,1,no,no,e09,Commodity Code,1,30,-,X,F
L5,,1,no,no,e10,Compartment ID Code,1,1,-,O,F
X1,,25,no,yes,landmark,Export License,2,2,-,O,F
X1,,1,no,no,e01,Code For Licensing, Certification, Registration, or Accreditation Agency,1,2,-,O,F
X1,,1,no,no,e02,Export License Number,6,35,-,O,F
X1,,1,no,no,e03,Export License Status Code,1,1,-,O,F
X1,,1,no,no,e04,Date,8,8,-,O/Z,F
X1,,1,no,no,e05,Export License Symbol Code,1,2,-,O,F
X1,,1,no,no,e06,Export License Control Code,1,1,-,O,F
X1,,1,no,no,e07,Country Code,2,3,-,O,F
X1,,1,no,no,e08,Schedule B Code,7,10,-,O,F
X1,,1,no,no,e09,International/Domestic Code,1,1,-,O,F
X1,,1,no,no,e10,Lading Quantity,1,7,-,O,F
X1,,1,no,no,e11,Lading Value,2,9,-,O,F
X1,,1,no,no,e12,Export Filing Key Code,1,1,-,O,F
X1,,1,no,no,e13,Unit or Basis for Measurement Code,2,2,-,O,F
X1,,1,no,no,e14,Unit Price,1,17,-,O,F
X1,,1,no,no,e15,U.S. Government License Type,1,1,-,O,F
X1,,1,no,no,e16,Identification Code,2,80,-,O/Z,F
X1,,1,no,no,e17,Location Identifier,1,30,-,O/Z,F
X2,,5,no,yes,landmark,Import License,2,2,-,O,F
X2,,1,no,no,e01,Import License Number,6,30,-,M,F
X2,,1,no,no,e02,Date,8,8,-,O/Z,F
X2,,1,no,no,e03,Date,8,8,-,O/Z,F
X2,,1,no,no,e04,Import License Number,6,30,-,X,F
X2,,1,no,no,e05,Date,8,8,-,O/Z,F
X2,,1,no,no,e06,Date,8,8,-,O/Z,F
C8,,20,yes,yes,landmark,Certifications and Clauses,2,2,-,O,F
C8,,1,no,no,e01,Lading Line Item Number,1,3,-,O,F
C8,,1,no,no,e02,Certification/Clause Code,2,4,-,X,F
C8,,1,no,no,e03,Certification/Clause Text,2,60,-,X,F
C8,,1,no,no,e04,Shipper's Export Declaration Requirements,1,2,-,O,F
C8C,C8,5,no,yes,landmark,Certifications Clauses Continuation,3,3,-,O,F
C8C,C8,1,no,no,e01,Certification/Clause Text,2,60,-,M,F
C8C,C8,1,no,no,e02,Certification/Clause Text,2,60,-,O,F
C8C,C8,1,no,no,e03,Certification/Clause Text,2,60,-,O,F
SUP,C8,10,no,yes,landmark,Supplementary Information,3,3,-,O,F
SUP,C8,1,no,no,e01,Supplementary Information Qualifier,3,3,-,M,F
SUP,C8,1,no,no,e02,Certification/Clause Code,2,4,-,O,F
SUP,C8,1,no,no,e03,Free-form Message,1,60,-,O,F
SUP,C8,1,no,no,e04,Print Option Code,2,2,-,O,F
LX,,999,yes,yes,landmark,Transaction Set Line Number,2,2,-,O,F
LX,,1,no,no,e01,Assigned Number,1,6,-,M,F
Y2,LX,10,no,yes,landmark,Container Details,2,2,-,O,F
Y2,LX,1,no,no,e01,Number of Containers,1,4,-,M,F
Y2,LX,1,no,no,e02,Container Type Request Code,1,1,-,O,F
Y2,LX,1,no,no,e03,Type of Service Code,2,2,-,O,F
Y2,LX,1,no,no,e04,Equipment Type,4,4,-,M,F
Y2,LX,1,no,no,e05,Transportation Method/Type Code,1,2,-,O,F
Y2,LX,1,no,no,e06,Intermodal Service Code,1,2,-,O,F
Y2,LX,1,no,no,e07,Standard Carrier Alpha Code,2,4,-,O,F
Y2,LX,1,no,no,e08,Container Terms Code,3,3,-,O,F
Y2,LX,1,no,no,e09,Container Terms Code Qualifier,1,1,-,O,F
Y2,LX,1,no,no,e10,Total Stop-offs,1,2,-,O,F
N7,,999,yes,yes,landmark,Equipment Details,2,2,-,O,F
N7,,1,no,no,e01,Equipment Initial,1,4,-,O,F
N7,,1,no,no,e02,Equipment Number,1,15,-,M,F
N7,,1,no,no,e03,Weight,1,10,-,X,F
N7,,1,no,no,e04,Weight Qualifier,1,2,-,X,F
N7,,1,no,no,e05,Tare Weight,3,8,-,X,F
N7,,1,no,no,e06,Weight Allowance,2,6,-,O,F
N7,,1,no,no,e07,Dunnage,1,6,-,O,F
N7,,1,no,no,e08,Volume,1,8,-,X,F
N7,,1,no,no,e09,Volume Unit Qualifier,1,1,-,X,F
N7,,1,no,no,e10,Ownership Code,1,1,-,O,F
N7,,1,no,no,e11,Equipment Description Code,2,2,-,O,F
N7,,1,no,no,e12,Standard Carrier Alpha Code,2,4,-,O/Z,F
N7,,1,no,no,e13,Temperature Control,3,6,-,O,F
N7,,1,no,no,e14,Position,1,3,-,O,F
N7,,1,no,no,e15,Equipment Length,4,5,-,O,F
N7,,1,no,no,e16,Tare Qualifier Code,1,1,-,X,F
N7,,1,no,no,e17,Weight Unit Code,1,1,-,O,F
N7,,1,no,no,e18,Equipment Number Check Digit,1,1,-,O,F
N7,,1,no,no,e19,Type of Service Code,2,2,-,O,F
N7,,1,no,no,e20,Height,1,8,-,O,F
N7,,1,no,no,e21,Width,1,8,-,O,F
N7,,1,no,no,e22,Equipment Type,4,4,-,O,F
N7,,1,no,no,e23,Standard Carrier Alpha Code,2,4,-,O/Z,F
N7,,1,no,no,e24,Car Type Code,1,4,-,O,F
QTY,LX:N7,1,no,yes,landmark,Quantity Information,3,3,-,O,F
QTY,LX:N7,1,no,no,e01,Quantity Qualifier,2,2,-,M,F
QTY,LX:N7,1,no,no,e02,Quantity,1,15,-,X,F
QTY,LX:N7,1,no,no,e04,Free-form Information,1,30,-,X/Z,F
L4,LX:N7,1,no,yes,landmark,Measurement,2,2,-,O,F
L4,LX:N7,1,no,no,e01,Length,1,8,-,M,F
L4,LX:N7,1,no,no,e02,Width,1,8,-,M,F
L4,LX:N7,1,no,no,e03,Height,1,8,-,M,F
L4,LX:N7,1,no,no,e04,Measurement Unit Qualifier,1,1,-,M,F
L4,LX:N7,1,no,no,e05,Quantity,1,15,-,O,F
L4,LX:N7,1,no,no,e06,Industry Code,1,30,-,O/Z,F
N12,LX:N7,1,no,yes,landmark,Equipment Environment,3,3,-,O,F
N12,LX:N7,1,no,no,e01,Fuel Type,1,1,-,M,F
M7,LX:N7,5,no,yes,landmark,Seal Numbers,2,2,-,O,F
M7,LX:N7,1,no,no,e01,Seal Number,2,15,-,M,F
M7,LX:N7,1,no,no,e02,Seal Number,2,15,-,O,F
M7,LX:N7,1,no,no,e03,Seal Number,2,15,-,O,F
M7,LX:N7,1,no,no,e04,Seal Number,2,15,-,O,F
M7,LX:N7,1,no,no,e05,Entity Identifier Code,2,3,-,O,F
M7A,LX:N7,100,no,yes,landmark,Seal Number Replacement,3,3,-,O,F
M7A,LX:N7,1,no,no,e01,Seal Number,2,15,-,M/Z,F
M7A,LX:N7,1,no,no,e02,Seal Number,2,15,-,M/Z,F
M7A,LX:N7,1,no,no,e03,Date,8,8,-,O/Z,F
M7A,LX:N7,1,no,no,e04,Entity Identifier Code,2,3,-,X/Z,F
M7A,LX:N7,1,no,no,e05,Name,1,60,-,X,F
M7A,LX:N7,1,no,no,e06,Description,1,80,-,O/Z,F
W09,LX:N7,1,no,yes,landmark,Equipment and Temperature,3,3,-,O,F
W09,LX:N7,1,no,no,e01,Equipment Description Code,2,2,-,M,F
W09,LX:N7,1,no,no,e02,Temperature,1,4,-,X/Z,F
W09,LX:N7,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
W09,LX:N7,1,no,no,e04,Temperature,1,4,-,X/Z,F
W09,LX:N7,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X,F
W09,LX:N7,1,no,no,e06,Free-form Message,1,60,-,O/Z,F
W09,LX:N7,1,no,no,e07,Vent Setting Code,1,1,-,O,F
W09,LX:N7,1,no,no,e08,Percent, Integer Format,1,3,-,O/Z,F
W09,LX:N7,1,no,no,e09,Quantity,1,15,-,O/Z,F
LH6,LX:N7,6,no,yes,landmark,Hazardous Certification,3,3,-,O,F
LH6,LX:N7,1,no,no,e01,Name,1,60,-,O,F
LH6,LX:N7,1,no,no,e02,Hazardous Certification Code,1,1,-,X,F
LH6,LX:N7,1,no,no,e03,Hazardous Certification Declaration,1,25,-,X,F
LH6,LX:N7,1,no,no,e04,Hazardous Certification Declaration,1,25,-,O,F
L1,,20,yes,yes,landmark,Rate and Charges,2,2,-,O,F
L1,,1,no,no,e01,Lading Line Item Number,1,3,-,O,F
L1,,1,no,no,e02,Freight Rate,1,9,-,X,F
L1,,1,no,no,e03,Rate/Value Qualifier,2,2,-,X,F
L1,,1,no,no,e04,Amount Charged,1,15,-,X,F
L1,,1,no,no,e05,Advances,1,9,-,X,F
L1,,1,no,no,e06,Prepaid Amount,1,15,-,X,F
L1,,1,no,no,e07,Rate Combination Point Code,3,9,-,O,F
L1,,1,no,no,e08,Special Charge or Allowance Code,3,3,-,O,F
L1,,1,no,no,e09,Rate Class Code,1,3,-,O,F
L1,,1,no,no,e10,Entitlement Code,1,1,-,O,F
L1,,1,no,no,e11,Charge Method of Payment,1,1,-,O,F
L1,,1,no,no,e12,Special Charge Description,2,25,-,O,F
L1,,1,no,no,e13,Tariff Application Code,1,1,-,O,F
L1,,1,no,no,e14,Declared Value,2,12,-,X,F
L1,,1,no,no,e15,Rate/Value Qualifier,2,2,-,X,F
L1,,1,no,no,e16,Lading Liability Code,1,1,-,O,F
L1,,1,no,no,e17,Billed/Rated-as Quantity,1,11,-,X,F
L1,,1,no,no,e18,Billed/Rated-as Qualifier,2,2,-,X,F
L1,,1,no,no,e19,Percentage as Decimal,1,10,-,O/Z,F
L1,,1,no,no,e20,Currency Code,3,3,-,O/Z,F
L1,,1,no,no,e21,Amount,1,15,-,O/Z,F
L1,,1,no,no,e22,Lading Value,2,9,-,O,F
CUR,LX:N7:L1,1,no,yes,landmark,Currency,3,3,-,O,F
CUR,LX:N7:L1,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
CUR,LX:N7:L1,1,no,no,e02,Currency Code,3,3,-,M,F
CUR,LX:N7:L1,1,no,no,e03,Exchange Rate,4,10,-,O,F
CUR,LX:N7:L1,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
CUR,LX:N7:L1,1,no,no,e05,Currency Code,3,3,-,O,F
CUR,LX:N7:L1,1,no,no,e06,Currency Market/Exchange Code,3,3,-,O,F
CUR,LX:N7:L1,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
CUR,LX:N7:L1,1,no,no,e08,Date,8,8,-,O,F
CUR,LX:N7:L1,1,no,no,e09,Time,4,8,-,O,F
CUR,LX:N7:L1,1,no,no,e10,Date/Time Qualifier,3,3,-,X,F
