#864 - Text Message
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,type
MIT,,1,no,no,e02,Description,1,80,-,O/Z,F
MIT,,1,no,no,e03,Page Width,1,3,-,O,F
MIT,,1,no,no,e04,Page Length Lines,1,3,-,O,F
N1,MIT,200,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,MIT,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,MIT,1,no,no,e02,Name,1,60,-,X,F
N1,MIT,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,MIT,1,no,no,e04,Identification Code,2,80,-,X,F
N1,MIT,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,MIT,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,MIT:N1,2,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,MIT:N1,1,no,no,e01,Name,1,60,-,M,F
N2,MIT:N1,1,no,no,e02,Name,1,60,-,O,F
N3,MIT:N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,MIT:N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,MIT:N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,MIT:N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,MIT:N1,1,no,no,e01,City Name,2,30,-,O,F
N4,MIT:N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,MIT:N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,MIT:N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,MIT:N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,MIT:N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,MIT:N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
REF,MIT:N1,12,no,yes,landmark,Reference Information,3,3,-,O,F
REF,MIT:N1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,MIT:N1,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,MIT:N1,1,no,no,e03,Description,1,80,-,X,F
PER,MIT:N1,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,MIT:N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,MIT:N1,1,no,no,e02,Name,1,60,-,O,F
PER,MIT:N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,MIT:N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,MIT:N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,MIT:N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,MIT:N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,MIT:N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,MIT:N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
N1,,,,,groupend,,,,,,F
MSG,MIT,99999,no,yes,landmark,Message Text,3,3,-,M,F
MSG,MIT,1,no,no,e01,Free-form Message Text,1,264,-,M,F
MSG,MIT,1,no,no,e02,Printer Carriage Control Code,2,2,-,X,F
MSG,MIT,1,no,no,e03,Number,1,9,-,O/Z,F
MIT,,,,,groupend,,,,,,F
SE,,1,no,yes,landmark,Transaction Set Trailer,2,2,-,M,F
SE,,1,no,no,e01,Number of Included Segments,1,10,-,M,F
SE,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
