#810 - Invoice
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,type
YNQ,,1,no,no,e08,Code List Qualifier Code,1,3,-,X,F
YNQ,,1,no,no,e09,Industry Code,1,30,-,X,F
YNQ,,1,no,no,e10,Free-form Message Text,1,264,-,X/Z,F
PER,,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,,1,no,no,e02,Name,1,60,-,O,F
PER,,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,,1,no,no,e04,Communication Number,1,256,-,X,F
PER,,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,,1,no,no,e06,Communication Number,1,256,-,X,F
PER,,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,,1,no,no,e08,Communication Number,1,256,-,X,F
PER,,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
N1,,200,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,N1,2,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,N1,1,no,no,e01,Name,1,60,-,M,F
N2,N1,1,no,no,e02,Name,1,60,-,O,F
N3,N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1,1,no,no,e01,City Name,2,30,-,O,F
N4,N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
REF,N1,12,no,yes,landmark,Reference Information,3,3,-,O,F
REF,N1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,N1,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,N1,1,no,no,e03,Description,1,80,-,X,F
PER,N1,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,N1,1,no,no,e02,Name,1,60,-,O,F
PER,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
DMG,N1,1,no,yes,landmark,Demographic Information,3,3,-,O,F
DMG,N1,1,no,no,e01,Date Time Period Format Qualifier,2,3,-,X,F
DMG,N1,1,no,no,e02,Date Time Period,1,35,-,X/Z,F
DMG,N1,1,no,no,e03,Gender Code,1,1,-,O,F
DMG,N1,1,no,no,e04,Marital Status Code,1,1,-,O,F
DMG,N1,1,no,no,e06,Citizenship Status Code,1,2,-,O,F
DMG,N1,1,no,no,e07,Country Code,2,3,-,O/Z,F
DMG,N1,1,no,no,e08,Basis of Verification Code,1,2,-,O,F
DMG,N1,1,no,no,e09,Quantity,1,15,-,O/Z,F
DMG,N1,1,no,no,e10,Code List Qualifier Code,1,3,-,X,F
DMG,N1,1,no,no,e11,Industry Code,1,30,-,X/Z,F
N1,,,0,0,groupend,,,,,,F
ITD,,99999,no,yes,landmark,Terms of Sale/Deferred Terms of Sale,3,3,-,O,F
ITD,,1,no,no,e01,Terms Type Code,2,2,-,O,F
ITD,,1,no,no,e02,Terms Basis Date Code,1,2,-,O,F
ITD,,1,no,no,e03,Terms Discount Percent,1,6,-,O,F
ITD,,1,no,no,e04,Terms Discount Due Date,8,8,-,X,F
ITD,,1,no,no,e05,Terms Discount Days Due,1,3,-,X,F
ITD,,1,no,no,e06,Terms Net Due Date,8,8,-,O,F
ITD,,1,no,no,e07,Terms Net Days,1,3,-,O,F
ITD,,1,no,no,e08,Terms Discount Amount,1,10,-,O,F
ITD,,1,no,no,e09,Terms Deferred Due Date,8,8,-,O,F
ITD,,1,no,no,e10,Deferred Amount Due,1,10,-,X,F
ITD,,1,no,no,e11,Percent of Invoice Payable,1,5,-,X,F
ITD,,1,no,no,e12,Description,1,80,-,O,F
ITD,,1,no,no,e13,Day of Month,1,2,-,X,F
ITD,,1,no,no,e14,Payment Method Type Code,1,2,-,O,F
ITD,,1,no,no,e15,Percentage as Decimal,1,10,-,O/Z,F
DTM,,10,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,,1,no,no,e02,Date,8,8,-,X,F
DTM,,1,no,no,e03,Time,4,8,-,X,F
DTM,,1,no,no,e04,Time Code,2,2,-,O,F
DTM,,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,,1,no,no,e06,Date Time Period,1,35,-,X,F
FOB,,1,no,yes,landmark,F.O.B. Related Instructions,3,3,-,O,F
FOB,,1,no,no,e01,Shipment Method of Payment,2,2,-,M/Z,F
FOB,,1,no,no,e02,Location Qualifier,1,2,-,X/Z,F
FOB,,1,no,no,e03,Description,1,80,-,O,F
FOB,,1,no,no,e04,Transportation Terms Qualifier Code,2,2,-,O,F
FOB,,1,no,no,e05,Transportation Terms Code,3,3,-,X,F
FOB,,1,no,no,e06,Location Qualifier,1,2,-,X/Z,F
FOB,,1,no,no,e07,Description,1,80,-,O,F
FOB,,1,no,no,e08,Risk of Loss Code,2,2,-,O/Z,F
FOB,,1,no,no,e09,Description,1,80,-,X,F
PID,,200,no,yes,landmark,Product/Item Description,3,3,-,O,F
PID,,1,no,no,e01,Item Description Type,1,1,-,M,F
PID,,1,no,no,e02,Product/Process Characteristic Code,2,3,-,O,F
PID,,1,no,no,e03,Agency Qualifier Code,2,2,-,X/Z,F
PID,,1,no,no,e04,Product Description Code,1,12,-,X/Z,F
PID,,1,no,no,e05,Description,1,80,-,X,F
PID,,1,no,no,e06,Surface/Layer/Position Code,2,2,-,O,F
PID,,1,no,no,e07,Source Subqualifier,1,15,-,O,F
PID,,1,no,no,e08,Yes/No Condition or Response Code,1,1,-,O/Z,F
PID,,1,no,no,e09,Language Code,2,3,-,O/Z,F
MEA,,40,no,yes,landmark,Measurements,3,3,-,O,F
MEA,,1,no,no,e01,Measurement Reference ID Code,2,2,-,O,F
MEA,,1,no,no,e02,Measurement Qualifier,1,3,-,O,F
MEA,,1,no,no,e03,Measurement Value,1,20,-,X,F
MEA,,1,no,no,e05,Range Minimum,1,20,-,X,F
MEA,,1,no,no,e06,Range Maximum,1,20,-,X,F
MEA,,1,no,no,e07,Measurement Significance Code,2,2,-,O,F
MEA,,1,no,no,e08,Measurement Attribute Code,2,2,-,X,F
MEA,,1,no,no,e09,Surface/Layer/Position Code,2,2,-,O,F
MEA,,1,no,no,e10,Measurement Method or Device,2,4,-,O,F
MEA,,1,no,no,e11,Code List Qualifier Code,1,3,-,X/Z,F
MEA,,1,no,no,e12,Industry Code,1,30,-,X/Z,F
PWK,,25,no,yes,landmark,Paperwork,3,3,-,O,F
PWK,,1,no,no,e01,Report Type Code,2,2,-,M,F
PWK,,1,no,no,e02,Report Transmission Code,1,2,-,O,F
PWK,,1,no,no,e03,Report Copies Needed,1,2,-,O,F
PWK,,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
PWK,,1,no,no,e05,Identification Code Qualifier,1,2,-,X,F
PWK,,1,no,no,e06,Identification Code,2,80,-,X,F
PWK,,1,no,no,e07,Description,1,80,-,O,F
PWK,,1,no,no,e09,Request Category Code,1,2,-,O,F
PKG,,25,no,yes,landmark,Marking Packaging Loading,3,3,-,O,F
PKG,,1,no,no,e01,Item Description Type,1,1,-,X,F
PKG,,1,no,no,e02,Packaging Characteristic Code,1,5,-,O,F
PKG,,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
PKG,,1,no,no,e04,Packaging Description Code,1,7,-,X/Z,F
PKG,,1,no,no,e05,Description,1,80,-,X,F
PKG,,1,no,no,e06,Unit Load Option Code,2,2,-,X,F
L7,,1,no,yes,landmark,Tariff Reference,2,2,-,O,F
L7,,1,no,no,e01,Lading Line Item Number,1,3,-,O,F
L7,,1,no,no,e02,Tariff Agency Code,1,4,-,O,F
L7,,1,no,no,e03,Tariff Number,1,7,-,O,F
L7,,1,no,no,e04,Tariff Section Number,1,2,-,O,F
L7,,1,no,no,e05,Tariff Item Number,1,16,-,O,F
L7,,1,no,no,e06,Tariff Item Part,1,2,-,O,F
L7,,1,no,no,e07,Freight Class Code,2,5,-,O,F
L7,,1,no,no,e08,Tariff Supplement Identifier,1,4,-,O,F
L7,,1,no,no,e09,Ex Parte,4,4,-,O,F
L7,,1,no,no,e10,Date,8,8,-,O/Z,F
L7,,1,no,no,e11,Rate Basis Number,1,6,-,O,F
L7,,1,no,no,e12,Tariff Column,1,2,-,O,F
L7,,1,no,no,e13,Tariff Distance,1,5,-,O,F
L7,,1,no,no,e14,Distance Qualifier,1,1,-,O,F
L7,,1,no,no,e15,City Name,2,30,-,O/Z,F
L7,,1,no,no,e16,State or Province Code,2,2,-,O,F
BAL,,99999,no,yes,landmark,Balance Detail,3,3,-,O,F
BAL,,1,no,no,e01,Balance Type Code,1,2,-,M,F
BAL,,1,no,no,e02,Amount Qualifier Code,1,3,-,M,F
BAL,,1,no,no,e03,Monetary Amount,1,18,-,M,F
INC,,1,no,yes,landmark,Installment Information,3,3,-,O,F
INC,,1,no,no,e01,Terms Type Code,2,2,-,M,F
INC,,1,no,no,e03,Quantity,1,15,-,M/Z,F
INC,,1,no,no,e04,Quantity,1,15,-,O/Z,F
INC,,1,no,no,e05,Monetary Amount,1,18,-,X,F
INC,,1,no,no,e06,Amount Qualifier Code,1,3,-,X,F
PAM,,99999,no,yes,landmark,Period Amount,3,3,-,O,F
PAM,,1,no,no,e01,Quantity Qualifier,2,2,-,X,F
PAM,,1,no,no,e02,Quantity,1,15,-,X,F
PAM,,1,no,no,e04,Amount Qualifier Code,1,3,-,X,F
PAM,,1,no,no,e05,Monetary Amount,1,18,-,X,F
PAM,,1,no,no,e06,Unit of Time Period or Interval,2,2,-,X,F
PAM,,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
PAM,,1,no,no,e08,Date,8,8,-,X,F
PAM,,1,no,no,e09,Time,4,8,-,X,F
PAM,,1,no,no,e10,Date/Time Qualifier,3,3,-,X/Z,F
PAM,,1,no,no,e11,Date,8,8,-,X,F
PAM,,1,no,no,e12,Time,4,8,-,X,F
PAM,,1,no,no,e13,Percent Qualifier,1,2,-,X,F
PAM,,1,no,no,e14,Percentage as Decimal,1,10,-,X,F
PAM,,1,no,no,e15,Yes/No Condition or Response Code,1,1,-,O/Z,F
CRC,,1,no,yes,landmark,Conditions Indicator,3,3,-,O,F
CRC,,1,no,no,e01,Code Category,2,2,-,M/Z,F
CRC,,1,no,no,e02,Yes/No Condition or Response Code,1,1,-,M/Z,F
CRC,,1,no,no,e03,Condition Indicator,2,3,-,M,F
CRC,,1,no,no,e04,Condition Indicator,2,3,-,O,F
CRC,,1,no,no,e05,Condition Indicator,2,3,-,O,F
CRC,,1,no,no,e06,Condition Indicator,2,3,-,O,F
CRC,,1,no,no,e07,Condition Indicator,2,3,-,O,F
LM,,10,yes,yes,landmark,Code Source Information,2,2,-,O,F
LM,,1,no,no,e01,Agency Qualifier Code,2,2,-,M,F
LM,,1,no,no,e02,Source Subqualifier,1,15,-,O,F
LQ,LM,100,no,yes,landmark,Industry Code Identification,2,2,-,M,F
LQ,LM,1,no,no,e01,Code List Qualifier Code,1,3,-,O,F
LQ,LM,1,no,no,e02,Industry Code,1,30,-,X,F
LM,,,0,0,groupend,,,,,,F
N9,,1,yes,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,,1,no,no,e04,Date,8,8,-,O,F
N9,,1,no,no,e05,Time,4,8,-,X,F
N9,,1,no,no,e06,Time Code,2,2,-,O/Z,F
MSG,N9,10,no,yes,landmark,Message Text,3,3,-,M,F
MSG,N9,1,no,no,e01,Free-form Message Text,1,264,-,M,F
MSG,N9,1,no,no,e02,Printer Carriage Control Code,2,2,-,X,F
MSG,N9,1,no,no,e03,Number,1,9,-,O/Z,F
N9,,,0,0,groupend,,,,,,F
V1,,99999,yes,yes,landmark,Vessel Identification,2,2,-,O,F
V1,,1,no,no,e01,Vessel Code,1,8,-,X,F
V1,,1,no,no,e02,Vessel Name,2,28,-,X,F
V1,,1,no,no,e03,Country Code,2,3,-,O/Z,F
V1,,1,no,no,e04,Flight/Voyage Number,2,10,-,O,F
V1,,1,no,no,e05,Standard Carrier Alpha Code,2,4,-,O/Z,F
V1,,1,no,no,e06,Vessel Requirement Code,1,1,-,O,F
V1,,1,no,no,e07,Vessel Type Code,2,2,-,O,F
V1,,1,no,no,e08,Vessel Code Qualifier,1,1,-,O,F
V1,,1,no,no,e09,Transportation Method/Type Code,1,2,-,O,F
R4,V1,99999,no,yes,landmark,Port or Terminal,2,2,-,O,F
R4,V1,1,no,no,e01,Port or Terminal Function Code,1,1,-,M,F
R4,V1,1,no,no,e02,Location Qualifier,1,2,-,X,F
R4,V1,1,no,no,e03,Location Identifier,1,30,-,X,F
R4,V1,1,no,no,e04,Port Name,2,24,-,O,F
R4,V1,1,no,no,e05,Country Code,2,3,-,O,F
R4,V1,1,no,no,e06,Terminal Name,2,30,-,O,F
R4,V1,1,no,no,e07,Pier Number,1,4,-,O,F
R4,V1,1,no,no,e08,State or Province Code,2,2,-,O,F
DTM,V1,99999,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,V1,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,V1,1,no,no,e02,Date,8,8,-,X,F
DTM,V1,1,no,no,e03,Time,4,8,-,X,F
DTM,V1,1,no,no,e04,Time Code,2,2,-,O,F
DTM,V1,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,V1,1,no,no,e06,Date Time Period,1,35,-,X,F
V1,,,0,0,groupend,,,,,,F
FA1,,99999,yes,yes,landmark,Type of Financial Accounting Data,3,3,-,O,F
FA1,,1,no,no,e01,Agency Qualifier Code,2,2,-,M/Z,F
FA1,,1,no,no,e02,Service Promotion Allowance or Charge Code,4,4,-,O/Z,F
FA1,,1,no,no,e03,Allowance or Charge Indicator,1,1,-,O,F
FA2,FA1,99999,no,yes,landmark,Accounting Data,3,3,-,M,F
FA2,FA1,1,no,no,e01,Breakdown Structure Detail Code,2,2,-,M,F
FA2,FA1,1,no,no,e02,Financial Information Code,1,80,-,M,F
FA1,,,0,0,groupend,,,,,,F
IT1,,200000,yes,yes,landmark,Baseline Item Data (Invoice),3,3,-,O,F
IT1,,1,no,no,e01,Assigned Identification,1,20,-,O/Z,F
IT1,,1,no,no,e02,Quantity Invoiced,1,15,-,X,F
IT1,,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
IT1,,1,no,no,e04,Unit Price,1,17,-,X,F
IT1,,1,no,no,e05,Basis of Unit Price Code,2,2,-,O,F
IT1,,1,no,no,e06,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e07,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e08,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e09,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e10,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e11,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e12,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e13,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e14,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e15,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e16,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e17,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e18,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e19,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e20,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e21,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e22,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e23,Product/Service ID,1,48,-,X,F
IT1,,1,no,no,e24,Product/Service ID Qualifier,2,2,-,X,F
IT1,,1,no,no,e25,Product/Service ID,1,48,-,X,F
CRC,IT1,1,no,yes,landmark,Conditions Indicator,3,3,-,O,F
CRC,IT1,1,no,no,e01,Code Category,2,2,-,M/Z,F
CRC,IT1,1,no,no,e02,Yes/No Condition or Response Code,1,1,-,M/Z,F
CRC,IT1,1,no,no,e03,Condition Indicator,2,3,-,M,F
CRC,IT1,1,no,no,e04,Condition Indicator,2,3,-,O,F
CRC,IT1,1,no,no,e05,Condition Indicator,2,3,-,O,F
CRC,IT1,1,no,no,e06,Condition Indicator,2,3,-,O,F
CRC,IT1,1,no,no,e07,Condition Indicator,2,3,-,O,F
QTY,IT1,5,no,yes,landmark,Quantity Information,3,3,-,O,F
QTY,IT1,1,no,no,e01,Quantity Qualifier,2,2,-,M,F
QTY,IT1,1,no,no,e02,Quantity,1,15,-,X,F
QTY,IT1,1,no,no,e04,Free-form Information,1,30,-,X/Z,F
CUR,IT1,1,no,yes,landmark,Currency,3,3,-,O,F
CUR,IT1,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
CUR,IT1,1,no,no,e02,Currency Code,3,3,-,M,F
CUR,IT1,1,no,no,e03,Exchange Rate,4,10,-,O,F
CUR,IT1,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
CUR,IT1,1,no,no,e05,Currency Code,3,3,-,O,F
CUR,IT1,1,no,no,e06,Currency Market/Exchange Code,3,3,-,O,F
CUR,IT1,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
CUR,IT1,1,no,no,e08,Date,8,8,-,O,F
CUR,IT1,1,no,no,e09,Time,4,8,-,O,F
CUR,IT1,1,no,no,e10,Date/Time Qualifier,3,3,-,X,F
CUR,IT1,1,no,no,e11,Date,8,8,-,X,F
CUR,IT1,1,no,no,e12,Time,4,8,-,X,F
CUR,IT1,1,no,no,e13,Date/Time Qualifier,3,3,-,X,F
CUR,IT1,1,no,no,e14,Date,8,8,-,X,F
CUR,IT1,1,no,no,e15,Time,4,8,-,X,F
CUR,IT1,1,no,no,e16,Date/Time Qualifier,3,3,-,X,F
CUR,IT1,1,no,no,e17,Date,8,8,-,X,F
CUR,IT1,1,no,no,e18,Time,4,8,-,X,F
CUR,IT1,1,no,no,e19,Date/Time Qualifier,3,3,-,X,F
CUR,IT1,1,no,no,e20,Date,8,8,-,X,F
CUR,IT1,1,no,no,e21,Time,4,8,-,X,F
IT3,IT1,5,no,yes,landmark,Additional Item Data,3,3,-,O,F
IT3,IT1,1,no,no,e01,Number of Units Shipped,1,10,-,X,F
IT3,IT1,1,no,no,e02,Unit or Basis for Measurement Code,2,2,-,X,F
IT3,IT1,1,no,no,e03,Shipment/Order Status Code,2,2,-,X,F
IT3,IT1,1,no,no,e04,Quantity Difference,1,9,-,X,F
IT3,IT1,1,no,no,e05,Change Reason Code,2,2,-,X,F
TXI,IT1,99999,no,yes,landmark,Tax Information,3,3,-,O,F
TXI,IT1,1,no,no,e01,Tax Type Code,2,2,-,M,F
TXI,IT1,1,no,no,e02,Monetary Amount,1,18,-,X/Z,F
TXI,IT1,1,no,no,e03,Percentage as Decimal,1,10,-,X/Z,F
TXI,IT1,1,no,no,e04,Tax Jurisdiction Code Qualifier,2,2,-,X,F
TXI,IT1,1,no,no,e05,Tax Jurisdiction Code,1,10,-,X,F
TXI,IT1,1,no,no,e06,Tax Exempt Code,1,1,-,X,F
TXI,IT1,1,no,no,e07,Relationship Code,1,1,-,O/Z,F
TXI,IT1,1,no,no,e08,Dollar Basis For Percent,1,9,-,O,F
TXI,IT1,1,no,no,e09,Tax Identification Number,1,20,-,O,F
TXI,IT1,1,no,no,e10,Assigned Identification,1,20,-,O,F
CTP,IT1,25,no,yes,landmark,Pricing Information,3,3,-,O,F
CTP,IT1,1,no,no,e01,Class of Trade Code,2,2,-,O,F
CTP,IT1,1,no,no,e02,Price Identifier Code,3,3,-,X,F
CTP,IT1,1,no,no,e03,Unit Price,1,17,-,X,F
CTP,IT1,1,no,no,e04,Quantity,1,15,-,X,F
CTP,IT1,1,no,no,e05,UOM Composite,1,15,-,O,F
CTP,IT1,1,no,no,e06,Price Multiplier Qualifier,3,3,-,O,F
CTP,IT1,1,no,no,e07,Multiplier,1,10,-,X/Z,F
CTP,IT1,1,no,no,e08,Monetary Amount,1,18,-,O/Z,F
CTP,IT1,1,no,no,e09,Basis of Unit Price Code,2,2,-,O,F
CTP,IT1,1,no,no,e10,Condition Value,1,10,-,O,F
CTP,IT1,1,no,no,e11,Multiple Price Quantity,1,2,-,O,F
PAM,IT1,10,no,yes,landmark,Period Amount,3,3,-,O,F
PAM,IT1,1,no,no,e01,Quantity Qualifier,2,2,-,X,F
PAM,IT1,1,no,no,e02,Quantity,1,15,-,X,F
PAM,IT1,1,no,no,e04,Amount Qualifier Code,1,3,-,X,F
PAM,IT1,1,no,no,e05,Monetary Amount,1,18,-,X,F
PAM,IT1,1,no,no,e06,Unit of Time Period or Interval,2,2,-,X,F
PAM,IT1,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
PAM,IT1,1,no,no,e08,Date,8,8,-,X,F
PAM,IT1,1,no,no,e09,Time,4,8,-,X,F
PAM,IT1,1,no,no,e10,Date/Time Qualifier,3,3,-,X/Z,F
PAM,IT1,1,no,no,e11,Date,8,8,-,X,F
PAM,IT1,1,no,no,e12,Time,4,8,-,X,F
PAM,IT1,1,no,no,e13,Percent Qualifier,1,2,-,X,F
PAM,IT1,1,no,no,e14,Percentage as Decimal,1,10,-,X,F
PAM,IT1,1,no,no,e15,Yes/No Condition or Response Code,1,1,-,O/Z,F
MEA,IT1,40,no,yes,landmark,Measurements,3,3,-,O,F
MEA,IT1,1,no,no,e01,Measurement Reference ID Code,2,2,-,O,F
MEA,IT1,1,no,no,e02,Measurement Qualifier,1,3,-,O,F
MEA,IT1,1,no,no,e03,Measurement Value,1,20,-,X,F
MEA,IT1,1,no,no,e05,Range Minimum,1,20,-,X,F
MEA,IT1,1,no,no,e06,Range Maximum,1,20,-,X,F
MEA,IT1,1,no,no,e07,Measurement Significance Code,2,2,-,O,F
MEA,IT1,1,no,no,e08,Measurement Attribute Code,2,2,-,X,F
MEA,IT1,1,no,no,e09,Surface/Layer/Position Code,2,2,-,O,F
MEA,IT1,1,no,no,e10,Measurement Method or Device,2,4,-,O,F
MEA,IT1,1,no,no,e11,Code List Qualifier Code,1,3,-,X/Z,F
MEA,IT1,1,no,no,e12,Industry Code,1,30,-,X/Z,F
PID,IT1,1000,yes,yes,landmark,Product/Item Description,3,3,-,O,F
PID,IT1,1,no,no,e01,Item Description Type,1,1,-,M,F
PID,IT1,1,no,no,e02,Product/Process Characteristic Code,2,3,-,O,F
PID,IT1,1,no,no,e03,Agency Qualifier Code,2,2,-,X/Z,F
PID,IT1,1,no,no,e04,Product Description Code,1,12,-,X/Z,F
PID,IT1,1,no,no,e05,Description,1,80,-,X,F
PID,IT1,1,no,no,e06,Surface/Layer/Position Code,2,2,-,O,F
PID,IT1,1,no,no,e07,Source Subqualifier,1,15,-,O,F
PID,IT1,1,no,no,e08,Yes/No Condition or Response Code,1,1,-,O/Z,F
