#<h1>300 - Reservation (Booking Request) (Ocean)</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
W09,Y2,1,no,no,e02,Temperature,1,4,-,X/Z,F
W09,Y2,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
W09,Y2,1,no,no,e04,Temperature,1,4,-,X/Z,F
W09,Y2,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X,F
W09,Y2,1,no,no,e06,Free-form Message,1,60,-,O/Z,F
W09,Y2,1,no,no,e07,Vent Setting Code,1,1,-,O,F
W09,Y2,1,no,no,e08,Percent, Integer Format,1,3,-,O/Z,F
W09,Y2,1,no,no,e09,Quantity,1,15,-,O/Z,F
N9,,100,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,,1,no,no,e04,Date,8,8,-,O,F
N9,,1,no,no,e05,Time,4,8,-,X,F
N9,,1,no,no,e06,Time Code,2,2,-,O/Z,F
R2A,,25,no,yes,landmark,Route Information with Preference,3,3,-,O,F
R2A,,1,no,no,e01,Routing Sequence Code,1,2,-,M,F
R2A,,1,no,no,e02,Preference,1,1,-,M,F
R2A,,1,no,no,e03,Transportation Method/Type Code,1,2,-,O,F
R2A,,1,no,no,e04,Standard Carrier Alpha Code,2,4,-,O,F
R2A,,1,no,no,e05,Location Qualifier,1,2,-,O/Z,F
R2A,,1,no,no,e06,Location Identifier,1,30,-,X,F
R2A,,1,no,no,e07,Type of Service Code,2,2,-,O,F
R2A,,1,no,no,e08,Route Code,1,13,-,O,F
R2A,,1,no,no,e09,Route Description,1,35,-,O,F
R2A,,1,no,no,e10,Entity Identifier Code,2,3,-,O/Z,F
N1,,10,yes,yes,landmark,Party Identification,2,2,-,M,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,N1,1,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,N1,1,no,no,e01,Name,1,60,-,M,F
N2,N1,1,no,no,e02,Name,1,60,-,O,F
N3,N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1,1,no,no,e01,City Name,2,30,-,O,F
N4,N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
G61,N1,3,no,yes,landmark,Contact,3,3,-,O,F
G61,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
G61,N1,1,no,no,e02,Name,1,60,-,M,F
G61,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
G61,N1,1,no,no,e04,Communication Number,1,256,-,X,F
G61,N1,1,no,no,e05,Contact Inquiry Reference,1,20,-,O,F
R4,,20,yes,yes,landmark,Port or Terminal,2,2,-,M,F
R4,,1,no,no,e01,Port or Terminal Function Code,1,1,-,M,F
R4,,1,no,no,e02,Location Qualifier,1,2,-,X,F
R4,,1,no,no,e03,Location Identifier,1,30,-,X,F
R4,,1,no,no,e04,Port Name,2,24,-,O,F
R4,,1,no,no,e05,Country Code,2,3,-,O,F
R4,,1,no,no,e06,Terminal Name,2,30,-,O,F
R4,,1,no,no,e07,Pier Number,1,4,-,O,F
R4,,1,no,no,e08,State or Province Code,2,2,-,O,F
DTM,R4,15,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,R4,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,R4,1,no,no,e02,Date,8,8,-,X,F
DTM,R4,1,no,no,e03,Time,4,8,-,X,F
DTM,R4,1,no,no,e04,Time Code,2,2,-,O,F
DTM,R4,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,R4,1,no,no,e06,Date Time Period,1,35,-,X,F
W09,,1,no,yes,landmark,Equipment and Temperature,3,3,-,O,F
W09,,1,no,no,e01,Equipment Description Code,2,2,-,M,F
W09,,1,no,no,e02,Temperature,1,4,-,X/Z,F
W09,,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
W09,,1,no,no,e04,Temperature,1,4,-,X/Z,F
W09,,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X,F
W09,,1,no,no,e06,Free-form Message,1,60,-,O/Z,F
W09,,1,no,no,e07,Vent Setting Code,1,1,-,O,F
W09,,1,no,no,e08,Percent, Integer Format,1,3,-,O/Z,F
W09,,1,no,no,e09,Quantity,1,15,-,O/Z,F
H3,,6,no,yes,landmark,Special Handling Instructions,2,2,-,O,F
H3,,1,no,no,e01,Special Handling Code,2,3,-,X,F
H3,,1,no,no,e02,Special Handling Description,2,30,-,X,F
H3,,1,no,no,e03,Protective Service Code,1,4,-,O,F
H3,,1,no,no,e04,Vent Instruction Code,1,7,-,O,F
H3,,1,no,no,e05,Tariff Application Code,1,1,-,O,F
EA,,5,no,yes,landmark,Equipment Attributes,2,2,-,O,F
EA,,1,no,no,e01,Equipment Attribute Code,2,3,-,M,F
EA,,1,no,no,e03,Quantity,1,15,-,X,F
LX,,999,yes,yes,landmark,Transaction Set Line Number,2,2,-,M,F
LX,,1,no,no,e01,Assigned Number,1,6,-,M,F
N7,LX,1,no,yes,landmark,Equipment Details,2,2,-,O,F
N7,LX,1,no,no,e01,Equipment Initial,1,4,-,O,F
N7,LX,1,no,no,e02,Equipment Number,1,15,-,M,F
N7,LX,1,no,no,e03,Weight,1,10,-,X,F
N7,LX,1,no,no,e04,Weight Qualifier,1,2,-,X,F
N7,LX,1,no,no,e05,Tare Weight,3,8,-,X,F
N7,LX,1,no,no,e06,Weight Allowance,2,6,-,O,F
N7,LX,1,no,no,e07,Dunnage,1,6,-,O,F
N7,LX,1,no,no,e08,Volume,1,8,-,X,F
N7,LX,1,no,no,e09,Volume Unit Qualifier,1,1,-,X,F
N7,LX,1,no,no,e10,Ownership Code,1,1,-,O,F
N7,LX,1,no,no,e11,Equipment Description Code,2,2,-,O,F
N7,LX,1,no,no,e12,Standard Carrier Alpha Code,2,4,-,O/Z,F
N7,LX,1,no,no,e13,Temperature Control,3,6,-,O,F
N7,LX,1,no,no,e14,Position,1,3,-,O,F
N7,LX,1,no,no,e15,Equipment Length,4,5,-,O,F
N7,LX,1,no,no,e16,Tare Qualifier Code,1,1,-,X,F
N7,LX,1,no,no,e17,Weight Unit Code,1,1,-,O,F
N7,LX,1,no,no,e18,Equipment Number Check Digit,1,1,-,O,F
N7,LX,1,no,no,e19,Type of Service Code,2,2,-,O,F
N7,LX,1,no,no,e20,Height,1,8,-,O,F
N7,LX,1,no,no,e21,Width,1,8,-,O,F
N7,LX,1,no,no,e22,Equipment Type,4,4,-,O,F
N7,LX,1,no,no,e23,Standard Carrier Alpha Code,2,4,-,O/Z,F
N7,LX,1,no,no,e24,Car Type Code,1,4,-,O,F
W09,LX,1,no,yes,landmark,Equipment and Temperature,3,3,-,O,F
W09,LX,1,no,no,e01,Equipment Description Code,2,2,-,M,F
W09,LX,1,no,no,e02,Temperature,1,4,-,X/Z,F
W09,LX,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
W09,LX,1,no,no,e04,Temperature,1,4,-,X/Z,F
W09,LX,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X,F
W09,LX,1,no,no,e06,Free-form Message,1,60,-,O/Z,F
W09,LX,1,no,no,e07,Vent Setting Code,1,1,-,O,F
W09,LX,1,no,no,e08,Percent, Integer Format,1,3,-,O/Z,F
W09,LX,1,no,no,e09,Quantity,1,15,-,O/Z,F
DTM,LX,1,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,LX,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,LX,1,no,no,e02,Date,8,8,-,X,F
DTM,LX,1,no,no,e03,Time,4,8,-,X,F
DTM,LX,1,no,no,e04,Time Code,2,2,-,O,F
DTM,LX,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,LX,1,no,no,e06,Date Time Period,1,35,-,X,F
L0,LX,1,no,yes,landmark,Line Item - Quantity and Weight,2,2,-,O,F
L0,LX,1,no,no,e01,Lading Line Item Number,1,3,-,O,F
L0,LX,1,no,no,e02,Billed/Rated-as Quantity,1,11,-,X,F
L0,LX,1,no,no,e03,Billed/Rated-as Qualifier,2,2,-,X,F
L0,LX,1,no,no,e04,Weight,1,10,-,X,F
L0,LX,1,no,no,e05,Weight Qualifier,1,2,-,X,F
L0,LX,1,no,no,e06,Volume,1,8,-,X,F
L0,LX,1,no,no,e07,Volume Unit Qualifier,1,1,-,X,F
L0,LX,1,no,no,e08,Lading Quantity,1,7,-,X/Z,F
L0,LX,1,no,no,e09,Packaging Form Code,3,3,-,X,F
L0,LX,1,no,no,e10,Dunnage Description,2,25,-,O,F
L0,LX,1,no,no,e11,Weight Unit Code,1,1,-,O,F
L0,LX,1,no,no,e12,Type of Service Code,2,2,-,O,F
L0,LX,1,no,no,e13,Quantity,1,15,-,X/Z,F
L0,LX,1,no,no,e14,Packaging Form Code,3,3,-,O,F
L0,LX,1,no,no,e15,Yes/No Condition or Response Code,1,1,-,X/Z,F
L5,LX,1,no,yes,landmark,Description, Marks and Numbers,2,2,-,O,F
L5,LX,1,no,no,e01,Lading Line Item Number,1,3,-,O,F
L5,LX,1,no,no,e02,Lading Description,1,50,-,O,F
L5,LX,1,no,no,e03,Commodity Code,1,30,-,X,F
L5,LX,1,no,no,e04,Commodity Code Qualifier,1,1,-,X,F
L5,LX,1,no,no,e05,Packaging Code,3,5,-,O,F
L5,LX,1,no,no,e06,Marks and Numbers,1,48,-,X,F
L5,LX,1,no,no,e07,Marks and Numbers Qualifier,1,2,-,O,F
L5,LX,1,no,no,e08,Commodity Code Qualifier,1,1,-,X,F
L5,LX,1,no,no,e09,Commodity Code,1,30,-,X,F
L5,LX,1,no,no,e10,Compartment ID Code,1,1,-,O,F
L4,LX,1,no,yes,landmark,Measurement,2,2,-,O,F
L4,LX,1,no,no,e01,Length,1,8,-,M,F
L4,LX,1,no,no,e02,Width,1,8,-,M,F
L4,LX,1,no,no,e03,Height,1,8,-,M,F
L4,LX,1,no,no,e04,Measurement Unit Qualifier,1,1,-,M,F
L4,LX,1,no,no,e05,Quantity,1,15,-,O,F
L4,LX,1,no,no,e06,Industry Code,1,30,-,O/Z,F
L1,LX,1,no,yes,landmark,Rate and Charges,2,2,-,O,F
L1,LX,1,no,no,e01,Lading Line Item Number,1,3,-,O,F
L1,LX,1,no,no,e02,Freight Rate,1,9,-,X,F
L1,LX,1,no,no,e03,Rate/Value Qualifier,2,2,-,X,F
L1,LX,1,no,no,e04,Amount Charged,1,15,-,X,F
L1,LX,1,no,no,e05,Advances,1,9,-,X,F
L1,LX,1,no,no,e06,Prepaid Amount,1,15,-,X,F
L1,LX,1,no,no,e07,Rate Combination Point Code,3,9,-,O,F
L1,LX,1,no,no,e08,Special Charge or Allowance Code,3,3,-,O,F
L1,LX,1,no,no,e09,Rate Class Code,1,3,-,O,F
L1,LX,1,no,no,e10,Entitlement Code,1,1,-,O,F
L1,LX,1,no,no,e11,Charge Method of Payment,1,1,-,O,F
L1,LX,1,no,no,e12,Special Charge Description,2,25,-,O,F
L1,LX,1,no,no,e13,Tariff Application Code,1,1,-,O,F
L1,LX,1,no,no,e14,Declared Value,2,12,-,X,F
L1,LX,1,no,no,e15,Rate/Value Qualifier,2,2,-,X,F
L1,LX,1,no,no,e16,Lading Liability Code,1,1,-,O,F
L1,LX,1,no,no,e17,Billed/Rated-as Quantity,1,11,-,X,F
L1,LX,1,no,no,e18,Billed/Rated-as Qualifier,2,2,-,X,F
L1,LX,1,no,no,e19,Percentage as Decimal,1,10,-,O/Z,F
L1,LX,1,no,no,e20,Currency Code,3,3,-,O/Z,F
L1,LX,1,no,no,e21,Amount,1,15,-,O/Z,F
L1,LX,1,no,no,e22,Lading Value,2,9,-,O,F
H1,,10,yes,yes,landmark,Hazardous Material,2,2,-,O,F
H1,,1,no,no,e01,Hazardous Material Code,4,10,-,M,F
H1,,1,no,no,e02,Hazardous Material Class Code,1,4,-,O,F
H1,,1,no,no,e03,Hazardous Material Code Qualifier,1,1,-,O,F
H1,,1,no,no,e04,Hazardous Material Description,2,30,-,O,F
H1,,1,no,no,e05,Hazardous Material Contact,1,24,-,O,F
H1,,1,no,no,e06,Hazardous Materials Page,1,6,-,O,F
H1,,1,no,no,e07,Flashpoint Temperature,1,3,-,X,F
H1,,1,no,no,e08,Unit or Basis for Measurement Code,2,2,-,X,F
H1,,1,no,no,e09,Packing Group Code,1,3,-,O,F
H2,LX:H1,10,no,yes,landmark,Additional Hazardous Material Description,2,2,-,O,F
H2,LX:H1,1,no,no,e01,Hazardous Material Description,2,30,-,M,F
H2,LX:H1,1,no,no,e02,Hazardous Material Classification,1,30,-,O,F
LH1,,100,yes,yes,landmark,Hazardous Identification Information,3,3,-,O,F
LH1,,1,no,no,e01,Unit or Basis for Measurement Code,2,2,-,M,F
LH1,,1,no,no,e02,Lading Quantity,1,7,-,M,F
LH1,,1,no,no,e03,UN/NA Identification Code,6,6,-,O,F
LH1,,1,no,no,e04,Hazardous Materials Page,1,6,-,O,F
LH1,,1,no,no,e05,Commodity Code,1,30,-,O,F
LH1,,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,O,F
LH1,,1,no,no,e07,Quantity,1,15,-,O,F
LH1,,1,no,no,e08,Compartment ID Code,1,1,-,O,F
LH1,,1,no,no,e09,Residue Indicator Code,1,1,-,O,F
LH1,,1,no,no,e10,Packing Group Code,1,3,-,O,F
LH1,,1,no,no,e11,Interim Hazardous Material Regulatory Number,1,5,-,O,F
LH2,LH1,4,no,yes,landmark,Hazardous Classification Information,3,3,-,O,F
LH2,LH1,1,no,no,e01,Hazardous Classification,1,30,-,O,F
LH2,LH1,1,no,no,e02,Hazardous Class Qualifier,1,1,-,O,F
LH2,LH1,1,no,no,e03,Hazardous Placard Notation,14,40,-,O,F
LH2,LH1,1,no,no,e04,Hazardous Endorsement,4,25,-,O,F
LH2,LH1,1,no,no,e05,Reportable Quantity Code,2,2,-,O,F
LH2,LH1,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X/Z,F
LH2,LH1,1,no,no,e07,Temperature,1,4,-,X,F
LH2,LH1,1,no,no,e08,Unit or Basis for Measurement Code,2,2,-,X/Z,F
LH2,LH1,1,no,no,e09,Temperature,1,4,-,X,F
LH2,LH1,1,no,no,e10,Unit or Basis for Measurement Code,2,2,-,X/Z,F
LH2,LH1,1,no,no,e11,Temperature,1,4,-,X,F
LH2,LH1,1,no,no,e12,Weight Unit Code,1,1,-,X/Z,F
LH2,LH1,1,no,no,e13,Net Explosive Quantity,1,10,-,X,F
LH3,LH1,10,no,yes,landmark,Hazardous Material Shipping Name Information,3,3,-,O,F
LH3,LH1,1,no,no,e01,Hazardous Material Shipping Name,1,25,-,X,F
LH3,LH1,1,no,no,e02,Hazardous Material Shipping Name Qualifier,1,1,-,X,F
LH3,LH1,1,no,no,e03,N.O.S. Indicator Code,3,3,-,O,F
LH3,LH1,1,no,no,e04,Yes/No Condition or Response Code,1,1,-,O/Z,F
LFH,LH1,25,no,yes,landmark,Free-form Hazardous Material Information,3,3,-,O,F
LFH,LH1,1,no,no,e01,Hazardous Material Shipment Information Qualifier,3,3,-,M,F
LFH,LH1,1,no,no,e02,Hazardous Material Shipment Information,1,25,-,M,F
LFH,LH1,1,no,no,e03,Hazardous Material Shipment Information,1,25,-,O,F
LFH,LH1,1,no,no,e04,Hazard Zone Code,1,1,-,O,F
LFH,LH1,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X,F
LFH,LH1,1,no,no,e06,Quantity,1,15,-,X/Z,F
LFH,LH1,1,no,no,e07,Quantity,1,15,-,O/Z,F
LFH,LH1,1,no,no,e08,Date,8,8,-,O/Z,F
LEP,LH1,3,no,yes,landmark,EPA Required Data,3,3,-,O,F
LEP,LH1,1,no,no,e01,EPA Waste Stream Number Code,4,6,-,O,F
LEP,LH1,1,no,no,e02,Waste Characteristics Code,12,16,-,O,F
LEP,LH1,1,no,no,e03,State or Province Code,2,2,-,X/Z,F
LEP,LH1,1,no,no,e04,Reference Identification,1,50,-,X/Z,F
LH4,LH1,1,no,yes,landmark,Canadian Dangerous Requirements,3,3,-,O,F
LH4,LH1,1,no,no,e01,Emergency Response Plan Number,1,12,-,X,F
LH4,LH1,1,no,no,e02,Communication Number,1,256,-,X,F
LH4,LH1,1,no,no,e03,Packing Group Code,1,3,-,O,F
LH4,LH1,1,no,no,e04,Subsidiary Classification,1,3,-,O,F
LH4,LH1,1,no,no,e05,Subsidiary Classification,1,3,-,O,F
LH4,LH1,1,no,no,e06,Subsidiary Classification,1,3,-,O,F
LH4,LH1,1,no,no,e07,Subsidiary Risk Indicator,1,2,-,O,F
LH4,LH1,1,no,no,e08,Net Explosive Quantity,1,10,-,X,F
LH4,LH1,1,no,no,e09,Canadian Hazardous Notation,1,25,-,O,F
LH4,LH1,1,no,no,e10,Special Commodity Indicator Code,1,1,-,O,F
LH4,LH1,1,no,no,e11,Communication Number,1,256,-,O/Z,F
LH4,LH1,1,no,no,e12,Unit or Basis for Measurement Code,2,2,-,X,F
LHT,LH1,3,no,yes,landmark,Transborder Hazardous Requirements,3,3,-,O,F
LHT,LH1,1,no,no,e01,Hazardous Classification,1,30,-,O,F
LHT,LH1,1,no,no,e02,Hazardous Placard Notation,14,40,-,O,F
LHT,LH1,1,no,no,e03,Hazardous Endorsement,4,25,-,O,F
LHR,LH1,5,no,yes,landmark,Hazardous Material Identifying Reference Numbers,3,3,-,O,F
LHR,LH1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
LHR,LH1,1,no,no,e02,Reference Identification,1,50,-,M,F
LHR,LH1,1,no,no,e03,Date,8,8,-,O,F
PER,LH1,5,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,LH1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,LH1,1,no,no,e02,Name,1,60,-,O,F
PER,LH1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,LH1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,LH1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,LH1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,LH1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,LH1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,LH1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
V1,,2,no,yes,landmark,Vessel Identification,2,2,-,O,F
V1,,1,no,no,e01,Vessel Code,1,8,-,X,F
V1,,1,no,no,e02,Vessel Name,2,28,-,X,F
V1,,1,no,no,e03,Country Code,2,3,-,O/Z,F
V1,,1,no,no,e04,Flight/Voyage Number,2,10,-,O,F
V1,,1,no,no,e05,Standard Carrier Alpha Code,2,4,-,O/Z,F
V1,,1,no,no,e06,Vessel Requirement Code,1,1,-,O,F
V1,,1,no,no,e07,Vessel Type Code,2,2,-,O,F
V1,,1,no,no,e08,Vessel Code Qualifier,1,1,-,O,F
V1,,1,no,no,e09,Transportation Method/Type Code,1,2,-,O,F
V9,,10,no,yes,landmark,Event Detail,2,2,-,O,F
V9,,1,no,no,e01,Event Code,3,3,-,M,F
V9,,1,no,no,e02,Event,1,25,-,O,F
V9,,1,no,no,e03,Date,8,8,-,O/Z,F
V9,,1,no,no,e04,Time,4,8,-,X/Z,F
V9,,1,no,no,e05,City Name,2,30,-,X,F
V9,,1,no,no,e06,State or Province Code,2,2,-,O,F
V9,,1,no,no,e07,Country Code,2,3,-,O,F
V9,,1,no,no,e08,Status Reason Code,3,3,-,O,F
V9,,1,no,no,e09,Standard Point Location Code,6,9,-,X/Z,F
V9,,1,no,no,e10,Quantity,1,15,-,X/Z,F
V9,,1,no,no,e11,Train Delay Reason Code,2,3,-,X,F
V9,,1,no,no,e12,Free-form Information,1,30,-,O,F
V9,,1,no,no,e13,Time Code,2,2,-,O/Z,F
V9,,1,no,no,e14,Quantity,1,15,-,O/Z,F
V9,,1,no,no,e15,Standard Point Location Code,6,9,-,O/Z,F
V9,,1,no,no,e16,Total Equipment,1,3,-,O/Z,F
V9,,1,no,no,e17,Total Equipment,1,3,-,O/Z,F
V9,,1,no,no,e18,Total Equipment,1,3,-,O/Z,F
V9,,1,no,no,e19,Weight,1,10,-,O/Z,F
V9,,1,no,no,e20,Length,1,8,-,O/Z,F
K1,,2,no,yes,landmark,Remarks,2,2,-,O,F
K1,,1,no,no,e01,Free-form Information,1,30,-,M,F
K1,,1,no,no,e02,Free-form Information,1,30,-,O,F
SE,,1,no,yes,landmark,Transaction Set Trailer,2,2,-,M,F
SE,,1,no,no,e01,Number of Included Segments,1,10,-,M,F
SE,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
