#<h1>847 - Material Claim</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
CUR,,1,no,no,e18,Time,4,8,-,X,F
CUR,,1,no,no,e19,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e20,Date,8,8,-,X,F
CUR,,1,no,no,e21,Time,4,8,-,X,F
N1,,10,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,N1,2,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,N1,1,no,no,e01,Name,1,60,-,M,F
N2,N1,1,no,no,e02,Name,1,60,-,O,F
N3,N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1,1,no,no,e01,City Name,2,30,-,O,F
N4,N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
REF,N1,12,no,yes,landmark,Reference Information,3,3,-,O,F
REF,N1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,N1,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,N1,1,no,no,e03,Description,1,80,-,X,F
PER,N1,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,N1,1,no,no,e02,Name,1,60,-,O,F
PER,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
HL,,99999,yes,yes,landmark,Hierarchical Level,2,2,-,M,F
HL,,1,no,no,e01,Hierarchical ID Number,1,12,-,M,F
HL,,1,no,no,e02,Hierarchical Parent ID Number,1,12,-,O,F
HL,,1,no,no,e03,Hierarchical Level Code,1,2,-,M,F
HL,,1,no,no,e04,Hierarchical Child Code,1,1,-,O,F
LIN,HL,1,no,yes,landmark,Item Identification,3,3,-,M,F
LIN,HL,1,no,no,e01,Assigned Identification,1,20,-,O/Z,F
LIN,HL,1,no,no,e02,Product/Service ID Qualifier,2,2,-,M,F
LIN,HL,1,no,no,e03,Product/Service ID,1,48,-,M,F
LIN,HL,1,no,no,e04,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e05,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e06,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e07,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e08,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e09,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e10,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e11,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e12,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e13,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e14,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e15,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e16,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e17,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e18,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e19,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e20,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e21,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e22,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e23,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e24,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e25,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e26,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e27,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e28,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e29,Product/Service ID,1,48,-,X,F
LIN,HL,1,no,no,e30,Product/Service ID Qualifier,2,2,-,X,F
LIN,HL,1,no,no,e31,Product/Service ID,1,48,-,X,F
NTE,HL,100,no,yes,landmark,Note/Special Instruction,3,3,-,O,F
NTE,HL,1,no,no,e01,Note Reference Code,3,3,-,O,F
NTE,HL,1,no,no,e02,Description,1,80,-,M,F
PID,HL,5,no,yes,landmark,Product/Item Description,3,3,-,O,F
PID,HL,1,no,no,e01,Item Description Type,1,1,-,M,F
PID,HL,1,no,no,e02,Product/Process Characteristic Code,2,3,-,O,F
PID,HL,1,no,no,e03,Agency Qualifier Code,2,2,-,X/Z,F
PID,HL,1,no,no,e04,Product Description Code,1,12,-,X/Z,F
PID,HL,1,no,no,e05,Description,1,80,-,X,F
PID,HL,1,no,no,e06,Surface/Layer/Position Code,2,2,-,O,F
PID,HL,1,no,no,e07,Source Subqualifier,1,15,-,O,F
PID,HL,1,no,no,e08,Yes/No Condition or Response Code,1,1,-,O/Z,F
PID,HL,1,no,no,e09,Language Code,2,3,-,O/Z,F
QTY,HL,10,no,yes,landmark,Quantity Information,3,3,-,O,F
QTY,HL,1,no,no,e01,Quantity Qualifier,2,2,-,M,F
QTY,HL,1,no,no,e02,Quantity,1,15,-,X,F
QTY,HL,1,no,no,e04,Free-form Information,1,30,-,X/Z,F
MEA,HL,10,no,yes,landmark,Measurements,3,3,-,O,F
MEA,HL,1,no,no,e01,Measurement Reference ID Code,2,2,-,O,F
MEA,HL,1,no,no,e02,Measurement Qualifier,1,3,-,O,F
MEA,HL,1,no,no,e03,Measurement Value,1,20,-,X,F
MEA,HL,1,no,no,e05,Range Minimum,1,20,-,X,F
MEA,HL,1,no,no,e06,Range Maximum,1,20,-,X,F
MEA,HL,1,no,no,e07,Measurement Significance Code,2,2,-,O,F
MEA,HL,1,no,no,e08,Measurement Attribute Code,2,2,-,X,F
MEA,HL,1,no,no,e09,Surface/Layer/Position Code,2,2,-,O,F
MEA,HL,1,no,no,e10,Measurement Method or Device,2,4,-,O,F
MEA,HL,1,no,no,e11,Code List Qualifier Code,1,3,-,X/Z,F
MEA,HL,1,no,no,e12,Industry Code,1,30,-,X/Z,F
SHP,HL,5,no,yes,landmark,Shipped/Received Information,3,3,-,O,F
SHP,HL,1,no,no,e01,Quantity Qualifier,2,2,-,O,F
SHP,HL,1,no,no,e02,Quantity,1,15,-,X,F
SHP,HL,1,no,no,e03,Date/Time Qualifier,3,3,-,X,F
SHP,HL,1,no,no,e04,Date,8,8,-,X/Z,F
SHP,HL,1,no,no,e05,Time,4,8,-,X,F
SHP,HL,1,no,no,e06,Date,8,8,-,O/Z,F
SHP,HL,1,no,no,e07,Time,4,8,-,O,F
REF,HL,12,no,yes,landmark,Reference Information,3,3,-,O,F
REF,HL,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,HL,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,HL,1,no,no,e03,Description,1,80,-,X,F
DTM,HL,10,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,HL,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,HL,1,no,no,e02,Date,8,8,-,X,F
DTM,HL,1,no,no,e03,Time,4,8,-,X,F
DTM,HL,1,no,no,e04,Time Code,2,2,-,O,F
DTM,HL,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,HL,1,no,no,e06,Date Time Period,1,35,-,X,F
PKG,HL,5,no,yes,landmark,Marking, Packaging, Loading,3,3,-,O,F
PKG,HL,1,no,no,e01,Item Description Type,1,1,-,X,F
PKG,HL,1,no,no,e02,Packaging Characteristic Code,1,5,-,O,F
PKG,HL,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
PKG,HL,1,no,no,e04,Packaging Description Code,1,7,-,X/Z,F
PKG,HL,1,no,no,e05,Description,1,80,-,X,F
PKG,HL,1,no,no,e06,Unit Load Option Code,2,2,-,X,F
CTP,HL,10,no,yes,landmark,Pricing Information,3,3,-,O,F
CTP,HL,1,no,no,e01,Class of Trade Code,2,2,-,O,F
CTP,HL,1,no,no,e02,Price Identifier Code,3,3,-,X,F
CTP,HL,1,no,no,e03,Unit Price,1,17,-,X,F
CTP,HL,1,no,no,e04,Quantity,1,15,-,X,F
CTP,HL,1,no,no,e06,Price Multiplier Qualifier,3,3,-,O,F
CTP,HL,1,no,no,e07,Multiplier,1,10,-,X/Z,F
CTP,HL,1,no,no,e08,Monetary Amount,1,18,-,O/Z,F
CTP,HL,1,no,no,e09,Basis of Unit Price Code,2,2,-,O,F
CTP,HL,1,no,no,e10,Condition Value,1,10,-,O,F
CTP,HL,1,no,no,e11,Multiple Price Quantity,1,2,-,O,F
SAC,HL,10,no,yes,landmark,Service, Promotion, Allowance, or Charge Information,3,3,-,O,F
SAC,HL,1,no,no,e01,Allowance or Charge Indicator,1,1,-,M/Z,F
SAC,HL,1,no,no,e02,Service, Promotion, Allowance, or Charge Code,4,4,-,X,F
SAC,HL,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
SAC,HL,1,no,no,e04,Agency Service, Promotion, Allowance, or Charge Code,1,10,-,X,F
SAC,HL,1,no,no,e05,Amount,1,15,-,O/Z,F
SAC,HL,1,no,no,e06,Allowance/Charge Percent Qualifier,1,1,-,X,F
SAC,HL,1,no,no,e07,Percent, Decimal Format,1,6,-,X,F
SAC,HL,1,no,no,e08,Rate,1,9,-,O/Z,F
SAC,HL,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
SAC,HL,1,no,no,e10,Quantity,1,15,-,X/Z,F
SAC,HL,1,no,no,e11,Quantity,1,15,-,O,F
SAC,HL,1,no,no,e12,Allowance or Charge Method of Handling Code,2,2,-,O,F
SAC,HL,1,no,no,e13,Reference Identification,1,50,-,X/Z,F
SAC,HL,1,no,no,e14,Option Number,1,20,-,O/Z,F
SAC,HL,1,no,no,e15,Description,1,80,-,X,F
SAC,HL,1,no,no,e16,Language Code,2,3,-,O/Z,F
N1,,10,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,HL:N1,2,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,HL:N1,1,no,no,e01,Name,1,60,-,M,F
N2,HL:N1,1,no,no,e02,Name,1,60,-,O,F
N3,HL:N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,HL:N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,HL:N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,HL:N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,HL:N1,1,no,no,e01,City Name,2,30,-,O,F
N4,HL:N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,HL:N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,HL:N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,HL:N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,HL:N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,HL:N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
REF,HL:N1,12,no,yes,landmark,Reference Information,3,3,-,O,F
REF,HL:N1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,HL:N1,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,HL:N1,1,no,no,e03,Description,1,80,-,X,F
PER,HL:N1,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,HL:N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,HL:N1,1,no,no,e02,Name,1,60,-,O,F
PER,HL:N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,HL:N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,HL:N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,HL:N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,HL:N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,HL:N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,HL:N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
DTM,HL:N1,10,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,HL:N1,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,HL:N1,1,no,no,e02,Date,8,8,-,X,F
DTM,HL:N1,1,no,no,e03,Time,4,8,-,X,F
DTM,HL:N1,1,no,no,e04,Time Code,2,2,-,O,F
DTM,HL:N1,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,HL:N1,1,no,no,e06,Date Time Period,1,35,-,X,F
CTT,,1,no,yes,landmark,Transaction Totals,3,3,-,O,F
CTT,,1,no,no,e01,Number of Line Items,1,6,-,M,F
CTT,,1,no,no,e02,Hash Total,1,10,-,O,F
CTT,,1,no,no,e03,Weight,1,10,-,X,F
CTT,,1,no,no,e04,Unit or Basis for Measurement Code,2,2,-,X,F
CTT,,1,no,no,e05,Volume,1,8,-,X,F
CTT,,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
CTT,,1,no,no,e07,Description,1,80,-,O,F
SE,,1,no,yes,landmark,Transaction Set Trailer,2,2,-,M,F
SE,,1,no,no,e01,Number of Included Segments,1,10,-,M,F
SE,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
