#<h1>315 - Status Details (Ocean)</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
R4,,1,no,no,e04,Port Name,2,24,-,O,F
R4,,1,no,no,e05,Country Code,2,3,-,O,F
R4,,1,no,no,e06,Terminal Name,2,30,-,O,F
R4,,1,no,no,e07,Pier Number,1,4,-,O,F
R4,,1,no,no,e08,State or Province Code,2,2,-,O,F
DTM,R4,15,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,R4,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,R4,1,no,no,e02,Date,8,8,-,X,F
DTM,R4,1,no,no,e03,Time,4,8,-,X,F
DTM,R4,1,no,no,e04,Time Code,2,2,-,O,F
DTM,R4,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,R4,1,no,no,e06,Date Time Period,1,35,-,X,F
V9,,10,no,yes,landmark,Event Detail,2,2,-,O,F
V9,,1,no,no,e01,Event Code,3,3,-,M,F
V9,,1,no,no,e02,Event,1,25,-,O,F
V9,,1,no,no,e03,Date,8,8,-,O/Z,F
V9,,1,no,no,e04,Time,4,8,-,X/Z,F
V9,,1,no,no,e05,City Name,2,30,-,X,F
V9,,1,no,no,e06,State or Province Code,2,2,-,O,F
V9,,1,no,no,e07,Country Code,2,3,-,O,F
V9,,1,no,no,e08,Status Reason Code,3,3,-,O,F
V9,,1,no,no,e09,Standard Point Location Code,6,9,-,X/Z,F
V9,,1,no,no,e10,Quantity,1,15,-,X/Z,F
V9,,1,no,no,e11,Train Delay Reason Code,2,3,-,X,F
V9,,1,no,no,e12,Free-form Information,1,30,-,O,F
V9,,1,no,no,e13,Time Code,2,2,-,O/Z,F
V9,,1,no,no,e14,Quantity,1,15,-,O/Z,F
V9,,1,no,no,e15,Standard Point Location Code,6,9,-,O/Z,F
V9,,1,no,no,e16,Total Equipment,1,3,-,O/Z,F
V9,,1,no,no,e17,Total Equipment,1,3,-,O/Z,F
V9,,1,no,no,e18,Total Equipment,1,3,-,O/Z,F
V9,,1,no,no,e19,Weight,1,10,-,O/Z,F
V9,,1,no,no,e20,Length,1,8,-,O/Z,F
SE,,1,no,yes,landmark,Transaction Set Trailer,2,2,-,M,F
SE,,1,no,no,e01,Number of Included Segments,1,10,-,M,F
SE,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
