#<h1>852 - Product Activity Data</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
FOB,N1,1,no,yes,landmark,F.O.B. Related Instructions,3,3,-,O,F
FOB,N1,1,no,no,e01,Shipment Method of Payment,2,2,-,M/Z,F
FOB,N1,1,no,no,e02,Location Qualifier,1,2,-,X/Z,F
FOB,N1,1,no,no,e03,Description,1,80,-,O,F
FOB,N1,1,no,no,e04,Transportation Terms Qualifier Code,2,2,-,O,F
FOB,N1,1,no,no,e05,Transportation Terms Code,3,3,-,X,F
FOB,N1,1,no,no,e06,Location Qualifier,1,2,-,X/Z,F
FOB,N1,1,no,no,e07,Description,1,80,-,O,F
FOB,N1,1,no,no,e08,Risk of Loss Code,2,2,-,O/Z,F
FOB,N1,1,no,no,e09,Description,1,80,-,X,F
TD5,N1,1,no,yes,landmark,Carrier Details (Routing Sequence/Transit Time),3,3,-,O,F
TD5,N1,1,no,no,e01,Routing Sequence Code,1,2,-,O,F
TD5,N1,1,no,no,e02,Identification Code Qualifier,1,2,-,X,F
TD5,N1,1,no,no,e03,Identification Code,2,80,-,X,F
TD5,N1,1,no,no,e04,Transportation Method/Type Code,1,2,-,X,F
TD5,N1,1,no,no,e05,Routing,1,35,-,X,F
TD5,N1,1,no,no,e06,Shipment/Order Status Code,2,2,-,X,F
TD5,N1,1,no,no,e07,Location Qualifier,1,2,-,O,F
TD5,N1,1,no,no,e08,Location Identifier,1,30,-,X,F
TD5,N1,1,no,no,e09,Transit Direction Code,2,2,-,O,F
TD5,N1,1,no,no,e10,Transit Time Direction Qualifier,2,2,-,O,F
TD5,N1,1,no,no,e11,Transit Time,1,4,-,X,F
TD5,N1,1,no,no,e12,Service Level Code,2,2,-,X,F
TD5,N1,1,no,no,e13,Service Level Code,2,2,-,X,F
TD5,N1,1,no,no,e14,Service Level Code,2,2,-,O,F
TD5,N1,1,no,no,e15,Country Code,2,3,-,O/Z,F
DTM,N1,99999,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,N1,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,N1,1,no,no,e02,Date,8,8,-,X,F
DTM,N1,1,no,no,e03,Time,4,8,-,X,F
DTM,N1,1,no,no,e04,Time Code,2,2,-,O,F
DTM,N1,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,N1,1,no,no,e06,Date Time Period,1,35,-,X,F
N9,N1,99999,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,N1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,N1,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,N1,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,N1,1,no,no,e04,Date,8,8,-,O,F
N9,N1,1,no,no,e05,Time,4,8,-,X,F
N9,N1,1,no,no,e06,Time Code,2,2,-,O/Z,F
PER,N1,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,N1,1,no,no,e02,Name,1,60,-,O,F
PER,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
LIN,,999999,yes,yes,landmark,Item Identification,3,3,-,O,F
LIN,,1,no,no,e01,Assigned Identification,1,20,-,O/Z,F
LIN,,1,no,no,e02,Product/Service ID Qualifier,2,2,-,M,F
LIN,,1,no,no,e03,Product/Service ID,1,48,-,M,F
LIN,,1,no,no,e04,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e05,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e06,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e07,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e08,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e09,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e10,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e11,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e12,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e13,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e14,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e15,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e16,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e17,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e18,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e19,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e20,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e21,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e22,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e23,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e24,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e25,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e26,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e27,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e28,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e29,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e30,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e31,Product/Service ID,1,48,-,X,F
CTP,LIN,25,no,yes,landmark,Pricing Information,3,3,-,O,F
CTP,LIN,1,no,no,e01,Class of Trade Code,2,2,-,O,F
CTP,LIN,1,no,no,e02,Price Identifier Code,3,3,-,X,F
CTP,LIN,1,no,no,e03,Unit Price,1,17,-,X,F
CTP,LIN,1,no,no,e04,Quantity,1,15,-,X,F
CTP,LIN,1,no,no,e06,Price Multiplier Qualifier,3,3,-,O,F
CTP,LIN,1,no,no,e07,Multiplier,1,10,-,X/Z,F
CTP,LIN,1,no,no,e08,Monetary Amount,1,18,-,O/Z,F
CTP,LIN,1,no,no,e09,Basis of Unit Price Code,2,2,-,O,F
CTP,LIN,1,no,no,e10,Condition Value,1,10,-,O,F
CTP,LIN,1,no,no,e11,Multiple Price Quantity,1,2,-,O,F
SAC,LIN,99999,no,yes,landmark,Service, Promotion, Allowance, or Charge Information,3,3,-,O,F
SAC,LIN,1,no,no,e01,Allowance or Charge Indicator,1,1,-,M/Z,F
SAC,LIN,1,no,no,e02,Service, Promotion, Allowance, or Charge Code,4,4,-,X,F
SAC,LIN,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
SAC,LIN,1,no,no,e04,Agency Service, Promotion, Allowance, or Charge Code,1,10,-,X,F
SAC,LIN,1,no,no,e05,Amount,1,15,-,O/Z,F
SAC,LIN,1,no,no,e06,Allowance/Charge Percent Qualifier,1,1,-,X,F
SAC,LIN,1,no,no,e07,Percent, Decimal Format,1,6,-,X,F
SAC,LIN,1,no,no,e08,Rate,1,9,-,O/Z,F
SAC,LIN,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
SAC,LIN,1,no,no,e10,Quantity,1,15,-,X/Z,F
SAC,LIN,1,no,no,e11,Quantity,1,15,-,O,F
SAC,LIN,1,no,no,e12,Allowance or Charge Method of Handling Code,2,2,-,O,F
SAC,LIN,1,no,no,e13,Reference Identification,1,50,-,X/Z,F
SAC,LIN,1,no,no,e14,Option Number,1,20,-,O/Z,F
SAC,LIN,1,no,no,e15,Description,1,80,-,X,F
SAC,LIN,1,no,no,e16,Language Code,2,3,-,O/Z,F
PO4,LIN,1,no,yes,landmark,Item Physical Details,3,3,-,O,F
PO4,LIN,1,no,no,e01,Pack,1,6,-,O,F
PO4,LIN,1,no,no,e02,Size,1,8,-,X,F
PO4,LIN,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,LIN,1,no,no,e04,Packaging Code,3,5,-,X,F
PO4,LIN,1,no,no,e05,Weight Qualifier,1,2,-,O,F
PO4,LIN,1,no,no,e06,Gross Weight per Pack,1,9,-,X,F
PO4,LIN,1,no,no,e07,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,LIN,1,no,no,e08,Gross Volume per Pack,1,9,-,X,F
PO4,LIN,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,LIN,1,no,no,e10,Length,1,8,-,X,F
PO4,LIN,1,no,no,e11,Width,1,8,-,X,F
PO4,LIN,1,no,no,e12,Height,1,8,-,X,F
PO4,LIN,1,no,no,e13,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,LIN,1,no,no,e14,Inner Pack,1,6,-,O,F
PO4,LIN,1,no,no,e15,Surface/Layer/Position Code,2,2,-,O/Z,F
PO4,LIN,1,no,no,e16,Assigned Identification,1,20,-,X/Z,F
PO4,LIN,1,no,no,e17,Assigned Identification,1,20,-,O/Z,F
PO4,LIN,1,no,no,e18,Number,1,9,-,O/Z,F
N9,LIN,99999,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,LIN,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,LIN,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,LIN,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,LIN,1,no,no,e04,Date,8,8,-,O,F
N9,LIN,1,no,no,e05,Time,4,8,-,X,F
N9,LIN,1,no,no,e06,Time Code,2,2,-,O/Z,F
AMT,LIN,10,no,yes,landmark,Monetary Amount Information,3,3,-,O,F
AMT,LIN,1,no,no,e01,Amount Qualifier Code,1,3,-,M,F
AMT,LIN,1,no,no,e02,Monetary Amount,1,18,-,M,F
AMT,LIN,1,no,no,e03,Credit/Debit Flag Code,1,1,-,O,F
PAL,LIN,1,no,yes,landmark,Pallet Type and Load Characteristics,3,3,-,O,F
PAL,LIN,1,no,no,e01,Pallet Type Code,1,2,-,O,F
PAL,LIN,1,no,no,e02,Pallet Tiers,1,3,-,O,F
PAL,LIN,1,no,no,e03,Pallet Blocks,1,3,-,O,F
PAL,LIN,1,no,no,e04,Pack,1,6,-,O/Z,F
PAL,LIN,1,no,no,e05,Unit Weight,1,8,-,X/Z,F
PAL,LIN,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
PAL,LIN,1,no,no,e07,Length,1,8,-,X/Z,F
PAL,LIN,1,no,no,e08,Width,1,8,-,X,F
PAL,LIN,1,no,no,e09,Height,1,8,-,X/Z,F
PAL,LIN,1,no,no,e10,Unit or Basis for Measurement Code,2,2,-,X,F
PAL,LIN,1,no,no,e11,Gross Weight per Pack,1,9,-,X/Z,F
PAL,LIN,1,no,no,e12,Unit or Basis for Measurement Code,2,2,-,X,F
PAL,LIN,1,no,no,e13,Gross Volume per Pack,1,9,-,X,F
PAL,LIN,1,no,no,e14,Unit or Basis for Measurement Code,2,2,-,X,F
PAL,LIN,1,no,no,e15,Pallet Exchange Code,1,1,-,O,F
PAL,LIN,1,no,no,e16,Inner Pack,1,6,-,O,F
PAL,LIN,1,no,no,e17,Pallet Structure Code,1,1,-,O,F
QTY,LIN,99999,no,yes,landmark,Quantity Information,3,3,-,O,F
QTY,LIN,1,no,no,e01,Quantity Qualifier,2,2,-,M,F
QTY,LIN,1,no,no,e02,Quantity,1,15,-,X,F
QTY,LIN,1,no,no,e04,Free-form Information,1,30,-,X/Z,F
ZA,,99999,yes,yes,landmark,Product Activity Reporting,2,2,-,M,F
ZA,,1,no,no,e01,Activity Code,2,2,-,M,F
ZA,,1,no,no,e02,Quantity,1,15,-,X,F
ZA,,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
ZA,,1,no,no,e04,Date/Time Qualifier,3,3,-,X,F
ZA,,1,no,no,e05,Date,8,8,-,X,F
ZA,,1,no,no,e06,Reference Identification Qualifier,2,3,-,X,F
ZA,,1,no,no,e07,Reference Identification,1,50,-,X,F
ZA,,1,no,no,e08,Yes/No Condition or Response Code,1,1,-,O/Z,F
QTY,LIN:ZA,99999,no,yes,landmark,Quantity Information,3,3,-,O,F
QTY,LIN:ZA,1,no,no,e01,Quantity Qualifier,2,2,-,M,F
QTY,LIN:ZA,1,no,no,e02,Quantity,1,15,-,X,F
QTY,LIN:ZA,1,no,no,e04,Free-form Information,1,30,-,X/Z,F
CTP,LIN:ZA,25,no,yes,landmark,Pricing Information,3,3,-,O,F
CTP,LIN:ZA,1,no,no,e01,Class of Trade Code,2,2,-,O,F
CTP,LIN:ZA,1,no,no,e02,Price Identifier Code,3,3,-,X,F
CTP,LIN:ZA,1,no,no,e03,Unit Price,1,17,-,X,F
CTP,LIN:ZA,1,no,no,e04,Quantity,1,15,-,X,F
CTP,LIN:ZA,1,no,no,e06,Price Multiplier Qualifier,3,3,-,O,F
CTP,LIN:ZA,1,no,no,e07,Multiplier,1,10,-,X/Z,F
CTP,LIN:ZA,1,no,no,e08,Monetary Amount,1,18,-,O/Z,F
CTP,LIN:ZA,1,no,no,e09,Basis of Unit Price Code,2,2,-,O,F
CTP,LIN:ZA,1,no,no,e10,Condition Value,1,10,-,O,F
CTP,LIN:ZA,1,no,no,e11,Multiple Price Quantity,1,2,-,O,F
SDQ,LIN:ZA,99999,no,yes,landmark,Destination Quantity,3,3,-,O,F
SDQ,LIN:ZA,1,no,no,e01,Unit or Basis for Measurement Code,2,2,-,M,F
SDQ,LIN:ZA,1,no,no,e02,Identification Code Qualifier,1,2,-,O,F
SDQ,LIN:ZA,1,no,no,e03,Identification Code,2,80,-,M,F
SDQ,LIN:ZA,1,no,no,e04,Quantity,1,15,-,M,F
SDQ,LIN:ZA,1,no,no,e05,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e06,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e07,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e08,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e09,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e10,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e11,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e12,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e13,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e14,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e15,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e16,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e17,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e18,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e19,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e20,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e21,Identification Code,2,80,-,X,F
SDQ,LIN:ZA,1,no,no,e22,Quantity,1,15,-,X,F
SDQ,LIN:ZA,1,no,no,e23,Location Identifier,1,30,-,O/Z,F
G95,,1,yes,yes,landmark,Performance Requirements,3,3,-,O,F
G95,,1,no,no,e01,Promotion Condition Qualifier,2,2,-,O,F
G95,,1,no,no,e02,Promotion Condition Code,2,2,-,M,F
G95,,1,no,no,e03,Assigned Number,1,6,-,O,F
G95,,1,no,no,e04,Quantity,1,15,-,X,F
G95,,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X/Z,F
G95,,1,no,no,e06,Description,1,80,-,O,F
G95,,1,no,no,e07,Number,1,9,-,O/Z,F
DTM,LIN:ZA:G95,2,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,LIN:ZA:G95,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,LIN:ZA:G95,1,no,no,e02,Date,8,8,-,X,F
DTM,LIN:ZA:G95,1,no,no,e03,Time,4,8,-,X,F
DTM,LIN:ZA:G95,1,no,no,e04,Time Code,2,2,-,O,F
DTM,LIN:ZA:G95,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,LIN:ZA:G95,1,no,no,e06,Date Time Period,1,35,-,X,F
CTT,,1,no,yes,landmark,Transaction Totals,3,3,-,O,F
CTT,,1,no,no,e01,Number of Line Items,1,6,-,M,F
CTT,,1,no,no,e02,Hash Total,1,10,-,O,F
CTT,,1,no,no,e03,Weight,1,10,-,X,F
CTT,,1,no,no,e04,Unit or Basis for Measurement Code,2,2,-,X,F
CTT,,1,no,no,e05,Volume,1,8,-,X,F
CTT,,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
CTT,,1,no,no,e07,Description,1,80,-,O,F
SE,,1,no,yes,landmark,Transaction Set Trailer,2,2,-,M,F
SE,,1,no,no,e01,Number of Included Segments,1,10,-,M,F
SE,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
