#<h1>834 - Benefit Enrollment and Maintenance</h1><br>
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,type
PER,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,N1,1,no,no,e02,Name,1,60,-,O,F
PER,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
ACT,,10,yes,yes,landmark,Account Identification,3,3,-,O,F
ACT,,1,no,no,e01,Account Number,1,35,-,M,F
ACT,,1,no,no,e02,Name,1,60,-,O/Z,F
ACT,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
ACT,,1,no,no,e04,Identification Code,2,80,-,X,F
ACT,,1,no,no,e05,Account Number Qualifier,1,3,-,X,F
ACT,,1,no,no,e06,Account Number,1,35,-,X,F
ACT,,1,no,no,e07,Description,1,80,-,O/Z,F
ACT,,1,no,no,e08,Payment Method Type Code,1,2,-,O,F
ACT,,1,no,no,e09,Benefit Status Code,1,1,-,O,F
REF,N1:ACT,5,no,yes,landmark,Reference Information,3,3,-,O,F
REF,N1:ACT,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,N1:ACT,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,N1:ACT,1,no,no,e03,Description,1,80,-,X,F
N3,N1:ACT,1,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1:ACT,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1:ACT,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1:ACT,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1:ACT,1,no,no,e01,City Name,2,30,-,O,F
N4,N1:ACT,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1:ACT,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1:ACT,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1:ACT,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1:ACT,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1:ACT,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
PER,N1:ACT,5,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,N1:ACT,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,N1:ACT,1,no,no,e02,Name,1,60,-,O,F
PER,N1:ACT,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,N1:ACT,1,no,no,e04,Communication Number,1,256,-,X,F
PER,N1:ACT,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,N1:ACT,1,no,no,e06,Communication Number,1,256,-,X,F
PER,N1:ACT,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,N1:ACT,1,no,no,e08,Communication Number,1,256,-,X,F
PER,N1:ACT,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
DTP,N1:ACT,1,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,N1:ACT,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTP,N1:ACT,1,no,no,e02,Date Time Period Format Qualifier,2,3,-,M/Z,F
DTP,N1:ACT,1,no,no,e03,Date Time Period,1,35,-,M,F
AMT,N1:ACT,1,no,yes,landmark,Monetary Amount Information,3,3,-,O,F
AMT,N1:ACT,1,no,no,e01,Amount Qualifier Code,1,3,-,M,F
AMT,N1:ACT,1,no,no,e02,Monetary Amount,1,18,-,M,F
AMT,N1:ACT,1,no,no,e03,Credit/Debit Flag Code,1,1,-,O,F
INS,,99999,yes,yes,landmark,Insured Benefit,3,3,-,O,F
INS,,1,no,no,e01,Yes/No Condition or Response Code,1,1,-,M/Z,F
INS,,1,no,no,e02,Individual Relationship Code,2,2,-,M,F
INS,,1,no,no,e03,Maintenance Type Code,3,3,-,O,F
INS,,1,no,no,e04,Maintenance Reason Code,2,3,-,O,F
INS,,1,no,no,e05,Benefit Status Code,1,1,-,O,F
INS,,1,no,no,e07,Consolidated Omnibus Budget Reconciliation Act (COBRA) Qualifying Event Code,1,2,-,O,F
INS,,1,no,no,e08,Employment Status Code,2,2,-,O,F
INS,,1,no,no,e09,Student Status Code,1,1,-,O,F
INS,,1,no,no,e10,Yes/No Condition or Response Code,1,1,-,O/Z,F
INS,,1,no,no,e11,Date Time Period Format Qualifier,2,3,-,X,F
INS,,1,no,no,e12,Date Time Period,1,35,-,X/Z,F
INS,,1,no,no,e13,Confidentiality Code,1,1,-,O,F
INS,,1,no,no,e14,City Name,2,30,-,O/Z,F
INS,,1,no,no,e15,State or Province Code,2,2,-,O,F
INS,,1,no,no,e16,Country Code,2,3,-,O,F
INS,,1,no,no,e17,Number,1,9,-,O/Z,F
REF,INS,99999,no,yes,landmark,Reference Information,3,3,-,M,F
REF,INS,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,INS,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,INS,1,no,no,e03,Description,1,80,-,X,F
DTP,INS,99999,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,INS,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTP,INS,1,no,no,e02,Date Time Period Format Qualifier,2,3,-,M/Z,F
DTP,INS,1,no,no,e03,Date Time Period,1,35,-,M,F
NM1,,99999,yes,yes,landmark,Individual or Organizational Name,3,3,-,O,F
NM1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
NM1,,1,no,no,e02,Entity Type Qualifier,1,1,-,M/Z,F
NM1,,1,no,no,e03,Name Last or Organization Name,1,60,-,X,F
NM1,,1,no,no,e04,Name First,1,35,-,O,F
NM1,,1,no,no,e05,Name Middle,1,25,-,O,F
NM1,,1,no,no,e06,Name Prefix,1,10,-,O,F
NM1,,1,no,no,e07,Name Suffix,1,10,-,O,F
NM1,,1,no,no,e08,Identification Code Qualifier,1,2,-,X,F
NM1,,1,no,no,e09,Identification Code,2,80,-,X,F
NM1,,1,no,no,e10,Entity Relationship Code,2,2,-,X,F
NM1,,1,no,no,e11,Entity Identifier Code,2,3,-,O,F
NM1,,1,no,no,e12,Name Last or Organization Name,1,60,-,O,F
PER,INS:NM1,1,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,INS:NM1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,INS:NM1,1,no,no,e02,Name,1,60,-,O,F
PER,INS:NM1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,INS:NM1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,INS:NM1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,INS:NM1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,INS:NM1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,INS:NM1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,INS:NM1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
N3,INS:NM1,1,no,yes,landmark,Party Location,2,2,-,O,F
N3,INS:NM1,1,no,no,e01,Address Information,1,55,-,M,F
N3,INS:NM1,1,no,no,e02,Address Information,1,55,-,O,F
N4,INS:NM1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,INS:NM1,1,no,no,e01,City Name,2,30,-,O,F
N4,INS:NM1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,INS:NM1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,INS:NM1,1,no,no,e04,Country Code,2,3,-,X,F
N4,INS:NM1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,INS:NM1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,INS:NM1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
DMG,INS:NM1,1,no,yes,landmark,Demographic Information,3,3,-,O,F
DMG,INS:NM1,1,no,no,e01,Date Time Period Format Qualifier,2,3,-,X,F
DMG,INS:NM1,1,no,no,e02,Date Time Period,1,35,-,X/Z,F
DMG,INS:NM1,1,no,no,e03,Gender Code,1,1,-,O,F
DMG,INS:NM1,1,no,no,e04,Marital Status Code,1,1,-,O,F
DMG,INS:NM1,1,no,no,e06,Citizenship Status Code,1,2,-,O,F
DMG,INS:NM1,1,no,no,e07,Country Code,2,3,-,O/Z,F
DMG,INS:NM1,1,no,no,e08,Basis of Verification Code,1,2,-,O,F
DMG,INS:NM1,1,no,no,e09,Quantity,1,15,-,O/Z,F
DMG,INS:NM1,1,no,no,e10,Code List Qualifier Code,1,3,-,X,F
DMG,INS:NM1,1,no,no,e11,Industry Code,1,30,-,X/Z,F
PM,INS:NM1,1,no,yes,landmark,Electronic Funds Transfer Information,2,2,-,O,F
PM,INS:NM1,1,no,no,e01,(DFI) Identification Number,3,12,-,M/Z,F
PM,INS:NM1,1,no,no,e02,Account Number,1,35,-,M/Z,F
PM,INS:NM1,1,no,no,e03,Yes/No Condition or Response Code,1,1,-,M/Z,F
PM,INS:NM1,1,no,no,e04,Yes/No Condition or Response Code,1,1,-,M/Z,F
PM,INS:NM1,1,no,no,e05,Account Number Qualifier,1,3,-,O/Z,F
PM,INS:NM1,1,no,no,e06,(DFI) ID Number Qualifier,2,2,-,O/Z,F
EC,INS:NM1,99999,no,yes,landmark,Employment Class,2,2,-,O,F
EC,INS:NM1,1,no,no,e01,Employment Class Code,2,3,-,O,F
EC,INS:NM1,1,no,no,e02,Employment Class Code,2,3,-,O,F
EC,INS:NM1,1,no,no,e03,Employment Class Code,2,3,-,O,F
EC,INS:NM1,1,no,no,e04,Percentage as Decimal,1,10,-,O/Z,F
EC,INS:NM1,1,no,no,e05,Information Status Code,1,1,-,O/Z,F
EC,INS:NM1,1,no,no,e06,Occupation Code,4,6,-,O,F
ICM,INS:NM1,1,no,yes,landmark,Individual Income,3,3,-,O,F
ICM,INS:NM1,1,no,no,e01,Frequency Code,1,1,-,M/Z,F
ICM,INS:NM1,1,no,no,e02,Monetary Amount,1,18,-,M/Z,F
ICM,INS:NM1,1,no,no,e03,Quantity,1,15,-,O/Z,F
ICM,INS:NM1,1,no,no,e04,Location Identifier,1,30,-,O/Z,F
ICM,INS:NM1,1,no,no,e05,Salary Grade,1,5,-,O,F
ICM,INS:NM1,1,no,no,e06,Currency Code,3,3,-,O,F
AMT,INS:NM1,10,no,yes,landmark,Monetary Amount Information,3,3,-,O,F
AMT,INS:NM1,1,no,no,e01,Amount Qualifier Code,1,3,-,M,F
AMT,INS:NM1,1,no,no,e02,Monetary Amount,1,18,-,M,F
AMT,INS:NM1,1,no,no,e03,Credit/Debit Flag Code,1,1,-,O,F
HLH,INS:NM1,1,no,yes,landmark,Health Information,3,3,-,O,F
HLH,INS:NM1,1,no,no,e01,Health-Related Code,1,1,-,O,F
HLH,INS:NM1,1,no,no,e02,Height,1,8,-,O,F
HLH,INS:NM1,1,no,no,e03,Weight,1,10,-,O/Z,F
HLH,INS:NM1,1,no,no,e04,Weight,1,10,-,O/Z,F
HLH,INS:NM1,1,no,no,e05,Description,1,80,-,O/Z,F
HLH,INS:NM1,1,no,no,e06,Current Health Condition Code,1,1,-,O,F
HLH,INS:NM1,1,no,no,e07,Description,1,80,-,O/Z,F
HI,INS:NM1,10,no,yes,landmark,Health Care Information Codes,2,2,-,O,F
LUI,INS:NM1,99999,no,yes,landmark,Language Use,3,3,-,O,F
LUI,INS:NM1,1,no,no,e01,Identification Code Qualifier,1,2,-,X,F
LUI,INS:NM1,1,no,no,e02,Identification Code,2,80,-,X/Z,F
LUI,INS:NM1,1,no,no,e03,Description,1,80,-,X/Z,F
LUI,INS:NM1,1,no,no,e04,Use of Language Indicator,1,2,-,O,F
LUI,INS:NM1,1,no,no,e05,Language Proficiency Indicator,1,1,-,O,F
DSB,,4,yes,yes,landmark,Disability Information,3,3,-,O,F
DSB,,1,no,no,e01,Disability Type Code,1,1,-,M,F
DSB,,1,no,no,e02,Quantity,1,15,-,O/Z,F
DSB,,1,no,no,e03,Occupation Code,4,6,-,O,F
DSB,,1,no,no,e04,Work Intensity Code,1,1,-,O,F
DSB,,1,no,no,e05,Product Option Code,1,2,-,O,F
DSB,,1,no,no,e06,Monetary Amount,1,18,-,O/Z,F
DSB,,1,no,no,e07,Product/Service ID Qualifier,2,2,-,X,F
DSB,,1,no,no,e08,Medical Code Value,1,15,-,X/Z,F
DTP,DSB,10,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,DSB,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTP,DSB,1,no,no,e02,Date Time Period Format Qualifier,2,3,-,M/Z,F
DTP,DSB,1,no,no,e03,Date Time Period,1,35,-,M,F
AD1,DSB,10,no,yes,landmark,Adjustment Amount,3,3,-,O,F
AD1,DSB,1,no,no,e01,Adjustment Reason Code,2,2,-,M,F
AD1,DSB,1,no,no,e02,Monetary Amount,1,18,-,O/Z,F
AD1,DSB,1,no,no,e03,Adjustment Reason Code Characteristic,1,2,-,O,F
AD1,DSB,1,no,no,e04,Frequency Code,1,1,-,O/Z,F
AD1,DSB,1,no,no,e05,Late Reason Code,2,2,-,O,F
HD,,99,yes,yes,landmark,Health Coverage,2,2,-,O,F
HD,,1,no,no,e01,Maintenance Type Code,3,3,-,M,F
HD,,1,no,no,e02,Maintenance Reason Code,2,3,-,O,F
HD,,1,no,no,e03,Insurance Line Code,2,3,-,O,F
HD,,1,no,no,e04,Plan Coverage Description,1,50,-,O,F
HD,,1,no,no,e05,Coverage Level Code,3,3,-,O,F
HD,,1,no,no,e06,Count,1,9,-,O/Z,F
HD,,1,no,no,e07,Count,1,9,-,O/Z,F
HD,,1,no,no,e08,Underwriting Decision Code,1,1,-,O,F
HD,,1,no,no,e09,Yes/No Condition or Response Code,1,1,-,O/Z,F
HD,,1,no,no,e10,Drug House Code,2,3,-,O,F
HD,,1,no,no,e11,Yes/No Condition or Response Code,1,1,-,O/Z,F
DTP,HD,10,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,HD,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTP,HD,1,no,no,e02,Date Time Period Format Qualifier,2,3,-,M/Z,F
DTP,HD,1,no,no,e03,Date Time Period,1,35,-,M,F
AMT,HD,3,no,yes,landmark,Monetary Amount Information,3,3,-,O,F
AMT,HD,1,no,no,e01,Amount Qualifier Code,1,3,-,M,F
AMT,HD,1,no,no,e02,Monetary Amount,1,18,-,M,F
AMT,HD,1,no,no,e03,Credit/Debit Flag Code,1,1,-,O,F
REF,HD,5,no,yes,landmark,Reference Information,3,3,-,O,F
REF,HD,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,HD,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,HD,1,no,no,e03,Description,1,80,-,X,F
IDC,HD,99999,no,yes,landmark,Identification Card,3,3,-,O,F
IDC,HD,1,no,no,e01,Plan Coverage Description,1,50,-,M,F
IDC,HD,1,no,no,e02,Identification Card Type Code,1,1,-,M,F
IDC,HD,1,no,no,e03,Quantity,1,15,-,O/Z,F
IDC,HD,1,no,no,e04,Action Code,1,2,-,O/Z,F
LX,,30,yes,yes,landmark,Transaction Set Line Number,2,2,-,O,F
LX,,1,no,no,e01,Assigned Number,1,6,-,M,F
NM1,HD:LX,1,no,yes,landmark,Individual or Organizational Name,3,3,-,O,F
NM1,HD:LX,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
NM1,HD:LX,1,no,no,e02,Entity Type Qualifier,1,1,-,M/Z,F
NM1,HD:LX,1,no,no,e03,Name Last or Organization Name,1,60,-,X,F
NM1,HD:LX,1,no,no,e04,Name First,1,35,-,O,F
NM1,HD:LX,1,no,no,e05,Name Middle,1,25,-,O,F
NM1,HD:LX,1,no,no,e06,Name Prefix,1,10,-,O,F
NM1,HD:LX,1,no,no,e07,Name Suffix,1,10,-,O,F
NM1,HD:LX,1,no,no,e08,Identification Code Qualifier,1,2,-,X,F
NM1,HD:LX,1,no,no,e09,Identification Code,2,80,-,X,F
NM1,HD:LX,1,no,no,e10,Entity Relationship Code,2,2,-,X,F
NM1,HD:LX,1,no,no,e11,Entity Identifier Code,2,3,-,O,F
NM1,HD:LX,1,no,no,e12,Name Last or Organization Name,1,60,-,O,F
N1,HD:LX,3,no,yes,landmark,Party Identification,2,2,-,O,F
N1,HD:LX,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,HD:LX,1,no,no,e02,Name,1,60,-,X,F
N1,HD:LX,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,HD:LX,1,no,no,e04,Identification Code,2,80,-,X,F
N1,HD:LX,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,HD:LX,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,HD:LX,1,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,HD:LX,1,no,no,e01,Name,1,60,-,M,F
N2,HD:LX,1,no,no,e02,Name,1,60,-,O,F
N3,HD:LX,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,HD:LX,1,no,no,e01,Address Information,1,55,-,M,F
N3,HD:LX,1,no,no,e02,Address Information,1,55,-,O,F
N4,HD:LX,2,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,HD:LX,1,no,no,e01,City Name,2,30,-,O,F
N4,HD:LX,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,HD:LX,1,no,no,e03,Postal Code,3,15,-,O,F
N4,HD:LX,1,no,no,e04,Country Code,2,3,-,X,F
N4,HD:LX,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,HD:LX,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,HD:LX,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
PER,HD:LX,2,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,HD:LX,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,HD:LX,1,no,no,e02,Name,1,60,-,O,F
PER,HD:LX,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,HD:LX,1,no,no,e04,Communication Number,1,256,-,X,F
PER,HD:LX,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,HD:LX,1,no,no,e06,Communication Number,1,256,-,X,F
PER,HD:LX,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,HD:LX,1,no,no,e08,Communication Number,1,256,-,X,F
PER,HD:LX,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
PRV,HD:LX,1,no,yes,landmark,Provider Information,3,3,-,O,F
PRV,HD:LX,1,no,no,e01,Provider Code,1,3,-,M,F
PRV,HD:LX,1,no,no,e02,Reference Identification Qualifier,2,3,-,X,F
PRV,HD:LX,1,no,no,e03,Reference Identification,1,50,-,X,F
PRV,HD:LX,1,no,no,e04,State or Province Code,2,2,-,O,F
PRV,HD:LX,1,no,no,e06,Provider Organization Code,3,3,-,O,F
DTP,HD:LX,6,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,HD:LX,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTP,HD:LX,1,no,no,e02,Date Time Period Format Qualifier,2,3,-,M/Z,F
DTP,HD:LX,1,no,no,e03,Date Time Period,1,35,-,M,F
PLA,HD:LX,1,no,yes,landmark,Place or Location,3,3,-,O,F
PLA,HD:LX,1,no,no,e01,Action Code,1,2,-,M,F
PLA,HD:LX,1,no,no,e02,Entity Identifier Code,2,3,-,M,F
PLA,HD:LX,1,no,no,e03,Date,8,8,-,M/Z,F
PLA,HD:LX,1,no,no,e04,Time,4,8,-,O/Z,F
PLA,HD:LX,1,no,no,e05,Maintenance Reason Code,2,3,-,O,F
COB,,5,yes,yes,landmark,Coordination of Benefits,3,3,-,O,F
COB,,1,no,no,e01,Payer Responsibility Sequence Number Code,1,1,-,O,F
COB,,1,no,no,e02,Reference Identification,1,50,-,O/Z,F
COB,,1,no,no,e03,Coordination of Benefits Code,1,1,-,O,F
COB,,1,no,no,e04,Service Type Code,1,2,-,O,F
REF,COB,99999,no,yes,landmark,Reference Information,3,3,-,O,F
REF,COB,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,COB,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,COB,1,no,no,e03,Description,1,80,-,X,F
DTP,COB,2,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,COB,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTP,COB,1,no,no,e02,Date Time Period Format Qualifier,2,3,-,M/Z,F
DTP,COB,1,no,no,e03,Date Time Period,1,35,-,M,F
NM1,,3,yes,yes,landmark,Individual or Organizational Name,3,3,-,O,F
NM1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
NM1,,1,no,no,e02,Entity Type Qualifier,1,1,-,M/Z,F
NM1,,1,no,no,e03,Name Last or Organization Name,1,60,-,X,F
NM1,,1,no,no,e04,Name First,1,35,-,O,F
NM1,,1,no,no,e05,Name Middle,1,25,-,O,F
NM1,,1,no,no,e06,Name Prefix,1,10,-,O,F
NM1,,1,no,no,e07,Name Suffix,1,10,-,O,F
NM1,,1,no,no,e08,Identification Code Qualifier,1,2,-,X,F
NM1,,1,no,no,e09,Identification Code,2,80,-,X,F
NM1,,1,no,no,e10,Entity Relationship Code,2,2,-,X,F
NM1,,1,no,no,e11,Entity Identifier Code,2,3,-,O,F
NM1,,1,no,no,e12,Name Last or Organization Name,1,60,-,O,F
N2,COB:NM1,1,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,COB:NM1,1,no,no,e01,Name,1,60,-,M,F
N2,COB:NM1,1,no,no,e02,Name,1,60,-,O,F
N3,COB:NM1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,COB:NM1,1,no,no,e01,Address Information,1,55,-,M,F
N3,COB:NM1,1,no,no,e02,Address Information,1,55,-,O,F
N4,COB:NM1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,COB:NM1,1,no,no,e01,City Name,2,30,-,O,F
N4,COB:NM1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,COB:NM1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,COB:NM1,1,no,no,e04,Country Code,2,3,-,X,F
N4,COB:NM1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,COB:NM1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,COB:NM1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
PER,COB:NM1,1,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,COB:NM1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,COB:NM1,1,no,no,e02,Name,1,60,-,O,F
PER,COB:NM1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,COB:NM1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,COB:NM1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,COB:NM1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,COB:NM1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,COB:NM1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,COB:NM1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
LC,,10,yes,yes,landmark,Life Coverage,2,2,-,O,F
LC,,1,no,no,e01,Maintenance Type Code,3,3,-,M,F
LC,,1,no,no,e02,Maintenance Reason Code,2,3,-,O,F
LC,,1,no,no,e03,Insurance Line Code,2,3,-,O,F
LC,,1,no,no,e04,Plan Coverage Description,1,50,-,O,F
LC,,1,no,no,e05,Quantity,1,15,-,O/Z,F
LC,,1,no,no,e06,Product Option Code,1,2,-,O,F
LC,,1,no,no,e07,Yes/No Condition or Response Code,1,1,-,O/Z,F
AMT,LC,5,no,yes,landmark,Monetary Amount Information,3,3,-,O,F
AMT,LC,1,no,no,e01,Amount Qualifier Code,1,3,-,M,F
AMT,LC,1,no,no,e02,Monetary Amount,1,18,-,M,F
AMT,LC,1,no,no,e03,Credit/Debit Flag Code,1,1,-,O,F
DTP,LC,2,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,LC,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
