#<h1>832 - Price/Sales Catalog</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
DTM,,10,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,,1,no,no,e02,Date,8,8,-,X,F
DTM,,1,no,no,e03,Time,4,8,-,X,F
DTM,,1,no,no,e04,Time Code,2,2,-,O,F
DTM,,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,,1,no,no,e06,Date Time Period,1,35,-,X,F
CTB,,25,no,yes,landmark,Restrictions/Conditions,3,3,-,O,F
CTB,,1,no,no,e01,Restrictions/Conditions Qualifier,2,2,-,M,F
CTB,,1,no,no,e02,Description,1,80,-,X,F
CTB,,1,no,no,e03,Quantity Qualifier,2,2,-,X,F
CTB,,1,no,no,e04,Quantity,1,15,-,X,F
CTB,,1,no,no,e05,Amount Qualifier Code,1,3,-,X,F
CTB,,1,no,no,e06,Amount,1,15,-,X,F
CUR,,5,no,yes,landmark,Currency,3,3,-,O,F
CUR,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
CUR,,1,no,no,e02,Currency Code,3,3,-,M,F
CUR,,1,no,no,e03,Exchange Rate,4,10,-,O,F
CUR,,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
CUR,,1,no,no,e05,Currency Code,3,3,-,O,F
CUR,,1,no,no,e06,Currency Market/Exchange Code,3,3,-,O,F
CUR,,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e08,Date,8,8,-,O,F
CUR,,1,no,no,e09,Time,4,8,-,O,F
CUR,,1,no,no,e10,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e11,Date,8,8,-,X,F
CUR,,1,no,no,e12,Time,4,8,-,X,F
CUR,,1,no,no,e13,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e14,Date,8,8,-,X,F
CUR,,1,no,no,e15,Time,4,8,-,X,F
CUR,,1,no,no,e16,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e17,Date,8,8,-,X,F
CUR,,1,no,no,e18,Time,4,8,-,X,F
CUR,,1,no,no,e19,Date/Time Qualifier,3,3,-,X,F
CUR,,1,no,no,e20,Date,8,8,-,X,F
CUR,,1,no,no,e21,Time,4,8,-,X,F
ITD,,2,no,yes,landmark,Terms of Sale/Deferred Terms of Sale,3,3,-,O,F
ITD,,1,no,no,e01,Terms Type Code,2,2,-,O,F
ITD,,1,no,no,e02,Terms Basis Date Code,1,2,-,O,F
ITD,,1,no,no,e03,Terms Discount Percent,1,6,-,O,F
ITD,,1,no,no,e04,Terms Discount Due Date,8,8,-,X,F
ITD,,1,no,no,e05,Terms Discount Days Due,1,3,-,X,F
ITD,,1,no,no,e06,Terms Net Due Date,8,8,-,O,F
ITD,,1,no,no,e07,Terms Net Days,1,3,-,O,F
ITD,,1,no,no,e08,Terms Discount Amount,1,10,-,O,F
ITD,,1,no,no,e09,Terms Deferred Due Date,8,8,-,O,F
ITD,,1,no,no,e10,Deferred Amount Due,1,10,-,X,F
ITD,,1,no,no,e11,Percent of Invoice Payable,1,5,-,X,F
ITD,,1,no,no,e12,Description,1,80,-,O,F
ITD,,1,no,no,e13,Day of Month,1,2,-,X,F
ITD,,1,no,no,e14,Payment Method Type Code,1,2,-,O,F
ITD,,1,no,no,e15,Percentage as Decimal,1,10,-,O/Z,F
LDT,,99999,no,yes,landmark,Lead Time,3,3,-,O,F
LDT,,1,no,no,e01,Lead Time Code,2,2,-,M,F
LDT,,1,no,no,e02,Quantity,1,15,-,M,F
LDT,,1,no,no,e03,Unit of Time Period or Interval,2,2,-,M,F
LDT,,1,no,no,e04,Date,8,8,-,O/Z,F
SAC,,99999,no,yes,landmark,Service, Promotion, Allowance, or Charge Information,3,3,-,O,F
SAC,,1,no,no,e01,Allowance or Charge Indicator,1,1,-,M/Z,F
SAC,,1,no,no,e02,Service, Promotion, Allowance, or Charge Code,4,4,-,X,F
SAC,,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
SAC,,1,no,no,e04,Agency Service, Promotion, Allowance, or Charge Code,1,10,-,X,F
SAC,,1,no,no,e05,Amount,1,15,-,O/Z,F
SAC,,1,no,no,e06,Allowance/Charge Percent Qualifier,1,1,-,X,F
SAC,,1,no,no,e07,Percent, Decimal Format,1,6,-,X,F
SAC,,1,no,no,e08,Rate,1,9,-,O/Z,F
SAC,,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
SAC,,1,no,no,e10,Quantity,1,15,-,X/Z,F
SAC,,1,no,no,e11,Quantity,1,15,-,O,F
SAC,,1,no,no,e12,Allowance or Charge Method of Handling Code,2,2,-,O,F
SAC,,1,no,no,e13,Reference Identification,1,50,-,X/Z,F
SAC,,1,no,no,e14,Option Number,1,20,-,O/Z,F
SAC,,1,no,no,e15,Description,1,80,-,X,F
SAC,,1,no,no,e16,Language Code,2,3,-,O/Z,F
TD1,,99999,no,yes,landmark,Carrier Details (Quantity and Weight),3,3,-,O,F
TD1,,1,no,no,e01,Packaging Code,3,5,-,O,F
TD1,,1,no,no,e02,Lading Quantity,1,7,-,X,F
TD1,,1,no,no,e03,Commodity Code Qualifier,1,1,-,O,F
TD1,,1,no,no,e04,Commodity Code,1,30,-,X,F
TD1,,1,no,no,e05,Lading Description,1,50,-,O,F
TD1,,1,no,no,e06,Weight Qualifier,1,2,-,O,F
TD1,,1,no,no,e07,Weight,1,10,-,X,F
TD1,,1,no,no,e08,Unit or Basis for Measurement Code,2,2,-,X,F
TD1,,1,no,no,e09,Volume,1,8,-,X,F
TD1,,1,no,no,e10,Unit or Basis for Measurement Code,2,2,-,X,F
TD5,,99999,no,yes,landmark,Carrier Details (Routing Sequence/Transit Time),3,3,-,O,F
TD5,,1,no,no,e01,Routing Sequence Code,1,2,-,O,F
TD5,,1,no,no,e02,Identification Code Qualifier,1,2,-,X,F
TD5,,1,no,no,e03,Identification Code,2,80,-,X,F
TD5,,1,no,no,e04,Transportation Method/Type Code,1,2,-,X,F
TD5,,1,no,no,e05,Routing,1,35,-,X,F
TD5,,1,no,no,e06,Shipment/Order Status Code,2,2,-,X,F
TD5,,1,no,no,e07,Location Qualifier,1,2,-,O,F
TD5,,1,no,no,e08,Location Identifier,1,30,-,X,F
TD5,,1,no,no,e09,Transit Direction Code,2,2,-,O,F
TD5,,1,no,no,e10,Transit Time Direction Qualifier,2,2,-,O,F
TD5,,1,no,no,e11,Transit Time,1,4,-,X,F
TD5,,1,no,no,e12,Service Level Code,2,2,-,X,F
TD5,,1,no,no,e13,Service Level Code,2,2,-,X,F
TD5,,1,no,no,e14,Service Level Code,2,2,-,O,F
TD5,,1,no,no,e15,Country Code,2,3,-,O/Z,F
TD3,,99999,no,yes,landmark,Carrier Details (Equipment),3,3,-,O,F
TD3,,1,no,no,e01,Equipment Description Code,2,2,-,X,F
TD3,,1,no,no,e02,Equipment Initial,1,4,-,O,F
TD3,,1,no,no,e03,Equipment Number,1,15,-,X,F
TD3,,1,no,no,e04,Weight Qualifier,1,2,-,O,F
TD3,,1,no,no,e05,Weight,1,10,-,X,F
TD3,,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
TD3,,1,no,no,e07,Ownership Code,1,1,-,O,F
TD3,,1,no,no,e08,Seal Status Code,2,2,-,O,F
TD3,,1,no,no,e09,Seal Number,2,15,-,O,F
TD3,,1,no,no,e10,Equipment Type,4,4,-,X,F
TD4,,99999,no,yes,landmark,Carrier Details (Special Handling, or Hazardous Materials, or Both),3,3,-,O,F
TD4,,1,no,no,e01,Special Handling Code,2,3,-,X,F
TD4,,1,no,no,e02,Hazardous Material Code Qualifier,1,1,-,X,F
TD4,,1,no,no,e03,Hazardous Material Class Code,1,4,-,X,F
TD4,,1,no,no,e04,Description,1,80,-,X,F
TD4,,1,no,no,e05,Yes/No Condition or Response Code,1,1,-,O/Z,F
FOB,,1,no,yes,landmark,F.O.B. Related Instructions,3,3,-,O,F
FOB,,1,no,no,e01,Shipment Method of Payment,2,2,-,M/Z,F
FOB,,1,no,no,e02,Location Qualifier,1,2,-,X/Z,F
FOB,,1,no,no,e03,Description,1,80,-,O,F
FOB,,1,no,no,e04,Transportation Terms Qualifier Code,2,2,-,O,F
FOB,,1,no,no,e05,Transportation Terms Code,3,3,-,X,F
FOB,,1,no,no,e06,Location Qualifier,1,2,-,X/Z,F
FOB,,1,no,no,e07,Description,1,80,-,O,F
FOB,,1,no,no,e08,Risk of Loss Code,2,2,-,O/Z,F
FOB,,1,no,no,e09,Description,1,80,-,X,F
PKG,,99999,no,yes,landmark,Marking, Packaging, Loading,3,3,-,O,F
PKG,,1,no,no,e01,Item Description Type,1,1,-,X,F
PKG,,1,no,no,e02,Packaging Characteristic Code,1,5,-,O,F
PKG,,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
PKG,,1,no,no,e04,Packaging Description Code,1,7,-,X/Z,F
PKG,,1,no,no,e05,Description,1,80,-,X,F
PKG,,1,no,no,e06,Unit Load Option Code,2,2,-,X,F
TXI,,99999,no,yes,landmark,Tax Information,3,3,-,O,F
TXI,,1,no,no,e01,Tax Type Code,2,2,-,M,F
TXI,,1,no,no,e02,Monetary Amount,1,18,-,X/Z,F
TXI,,1,no,no,e03,Percentage as Decimal,1,10,-,X/Z,F
TXI,,1,no,no,e04,Tax Jurisdiction Code Qualifier,2,2,-,X,F
TXI,,1,no,no,e05,Tax Jurisdiction Code,1,10,-,X,F
TXI,,1,no,no,e06,Tax Exempt Code,1,1,-,X,F
TXI,,1,no,no,e07,Relationship Code,1,1,-,O/Z,F
TXI,,1,no,no,e08,Dollar Basis For Percent,1,9,-,O,F
TXI,,1,no,no,e09,Tax Identification Number,1,20,-,O,F
TXI,,1,no,no,e10,Assigned Identification,1,20,-,O,F
AAA,,1,no,yes,landmark,Request Validation,3,3,-,O,F
AAA,,1,no,no,e01,Yes/No Condition or Response Code,1,1,-,M/Z,F
AAA,,1,no,no,e02,Agency Qualifier Code,2,2,-,O,F
AAA,,1,no,no,e03,Reject Reason Code,2,2,-,O,F
AAA,,1,no,no,e04,Follow-up Action Code,1,1,-,O,F
MTX,,99999,no,yes,landmark,Text,3,3,-,O,F
MTX,,1,no,no,e01,Note Reference Code,3,3,-,O,F
MTX,,1,no,no,e02,Textual Data,1,4096,-,X,F
MTX,,1,no,no,e03,Textual Data,1,4096,-,O,F
MTX,,1,no,no,e04,Printer Carriage Control Code,2,2,-,X,F
MTX,,1,no,no,e05,Number,1,9,-,O/Z,F
MTX,,1,no,no,e06,Language Code,2,3,-,O,F
PWK,,25,no,yes,landmark,Paperwork,3,3,-,O,F
PWK,,1,no,no,e01,Report Type Code,2,2,-,M,F
PWK,,1,no,no,e02,Report Transmission Code,1,2,-,O,F
PWK,,1,no,no,e03,Report Copies Needed,1,2,-,O,F
PWK,,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
PWK,,1,no,no,e05,Identification Code Qualifier,1,2,-,X,F
PWK,,1,no,no,e06,Identification Code,2,80,-,X,F
PWK,,1,no,no,e07,Description,1,80,-,O,F
PWK,,1,no,no,e09,Request Category Code,1,2,-,O,F
N1,,99999,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,N1,2,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,N1,1,no,no,e01,Name,1,60,-,M,F
N2,N1,1,no,no,e02,Name,1,60,-,O,F
N3,N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1,99999,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1,1,no,no,e01,City Name,2,30,-,O,F
N4,N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
REF,N1,12,no,yes,landmark,Reference Information,3,3,-,O,F
REF,N1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,N1,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,N1,1,no,no,e03,Description,1,80,-,X,F
PKG,N1,99999,no,yes,landmark,Marking, Packaging, Loading,3,3,-,O,F
PKG,N1,1,no,no,e01,Item Description Type,1,1,-,X,F
PKG,N1,1,no,no,e02,Packaging Characteristic Code,1,5,-,O,F
PKG,N1,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
PKG,N1,1,no,no,e04,Packaging Description Code,1,7,-,X/Z,F
PKG,N1,1,no,no,e05,Description,1,80,-,X,F
PKG,N1,1,no,no,e06,Unit Load Option Code,2,2,-,X,F
PER,N1,99999,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,N1,1,no,no,e02,Name,1,60,-,O,F
PER,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
DTM,N1,10,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,N1,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,N1,1,no,no,e02,Date,8,8,-,X,F
DTM,N1,1,no,no,e03,Time,4,8,-,X,F
DTM,N1,1,no,no,e04,Time Code,2,2,-,O,F
DTM,N1,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,N1,1,no,no,e06,Date Time Period,1,35,-,X,F
MTX,N1,99999,no,yes,landmark,Text,3,3,-,O,F
MTX,N1,1,no,no,e01,Note Reference Code,3,3,-,O,F
MTX,N1,1,no,no,e02,Textual Data,1,4096,-,X,F
MTX,N1,1,no,no,e03,Textual Data,1,4096,-,O,F
MTX,N1,1,no,no,e04,Printer Carriage Control Code,2,2,-,X,F
MTX,N1,1,no,no,e05,Number,1,9,-,O/Z,F
MTX,N1,1,no,no,e06,Language Code,2,3,-,O,F
SPI,N1,1,no,yes,landmark,Specification Identifier,3,3,-,O,F
SPI,N1,1,no,no,e01,Security Level Code,2,2,-,M,F
SPI,N1,1,no,no,e02,Reference Identification Qualifier,2,3,-,X,F
SPI,N1,1,no,no,e03,Reference Identification,1,50,-,X,F
SPI,N1,1,no,no,e04,Entity Title,1,132,-,O,F
SPI,N1,1,no,no,e05,Entity Purpose,1,80,-,O,F
SPI,N1,1,no,no,e06,Entity Status Code,1,1,-,O,F
SPI,N1,1,no,no,e07,Transaction Set Purpose Code,2,2,-,O,F
SPI,N1,1,no,no,e08,Report Type Code,2,2,-,O,F
SPI,N1,1,no,no,e09,Security Level Code,2,2,-,O,F
SPI,N1,1,no,no,e10,Agency Qualifier Code,2,2,-,O,F
SPI,N1,1,no,no,e11,Source Subqualifier,1,15,-,O,F
SPI,N1,1,no,no,e12,Assigned Number,1,6,-,O,F
SPI,N1,1,no,no,e13,Certification Type Code,1,1,-,O,F
SPI,N1,1,no,no,e14,Proposal Data Detail Identifier Code,1,3,-,O,F
SPI,N1,1,no,no,e15,Hierarchical Structure Code,4,4,-,O,F
LM,,99999,yes,yes,landmark,Code Source Information,2,2,-,O,F
LM,,1,no,no,e01,Agency Qualifier Code,2,2,-,M,F
LM,,1,no,no,e02,Source Subqualifier,1,15,-,O,F
LQ,LM,99999,no,yes,landmark,Industry Code Identification,2,2,-,M,F
LQ,LM,1,no,no,e01,Code List Qualifier Code,1,3,-,O,F
LQ,LM,1,no,no,e02,Industry Code,1,30,-,X,F
N9,,99999,yes,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,,1,no,no,e04,Date,8,8,-,O,F
N9,,1,no,no,e05,Time,4,8,-,X,F
N9,,1,no,no,e06,Time Code,2,2,-,O/Z,F
DTM,N9,99999,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,N9,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,N9,1,no,no,e02,Date,8,8,-,X,F
DTM,N9,1,no,no,e03,Time,4,8,-,X,F
DTM,N9,1,no,no,e04,Time Code,2,2,-,O,F
DTM,N9,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,N9,1,no,no,e06,Date Time Period,1,35,-,X,F
MTX,N9,99999,no,yes,landmark,Text,3,3,-,O,F
MTX,N9,1,no,no,e01,Note Reference Code,3,3,-,O,F
MTX,N9,1,no,no,e02,Textual Data,1,4096,-,X,F
MTX,N9,1,no,no,e03,Textual Data,1,4096,-,O,F
MTX,N9,1,no,no,e04,Printer Carriage Control Code,2,2,-,X,F
MTX,N9,1,no,no,e05,Number,1,9,-,O/Z,F
MTX,N9,1,no,no,e06,Language Code,2,3,-,O,F
PWK,N9,99999,no,yes,landmark,Paperwork,3,3,-,O,F
PWK,N9,1,no,no,e01,Report Type Code,2,2,-,M,F
PWK,N9,1,no,no,e02,Report Transmission Code,1,2,-,O,F
PWK,N9,1,no,no,e03,Report Copies Needed,1,2,-,O,F
PWK,N9,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
PWK,N9,1,no,no,e05,Identification Code Qualifier,1,2,-,X,F
PWK,N9,1,no,no,e06,Identification Code,2,80,-,X,F
PWK,N9,1,no,no,e07,Description,1,80,-,O,F
PWK,N9,1,no,no,e09,Request Category Code,1,2,-,O,F
EFI,N9,99999,no,yes,landmark,Electronic Format Identification,3,3,-,O,F
EFI,N9,1,no,no,e01,Security Level Code,2,2,-,M,F
EFI,N9,1,no,no,e02,Free-form Message Text,1,264,-,O,F
EFI,N9,1,no,no,e03,Security Technique Code,2,2,-,O,F
EFI,N9,1,no,no,e04,Version Identifier,1,30,-,X,F
EFI,N9,1,no,no,e05,Program Identifier,1,30,-,O,F
EFI,N9,1,no,no,e06,Version Identifier,1,30,-,X,F
EFI,N9,1,no,no,e07,Interchange Format,1,30,-,O,F
EFI,N9,1,no,no,e08,Version Identifier,1,30,-,X,F
EFI,N9,1,no,no,e09,Compression Technique,1,30,-,O,F
EFI,N9,1,no,no,e10,Drawing Sheet Size Code,2,2,-,O,F
EFI,N9,1,no,no,e11,File Name,1,64,-,O,F
EFI,N9,1,no,no,e12,Block Type,1,4,-,O,F
EFI,N9,1,no,no,e13,Record Length,1,15,-,O,F
EFI,N9,1,no,no,e14,Block Length,1,5,-,O,F
EFI,N9,1,no,no,e15,Version Identifier,1,30,-,X,F
EFI,N9,1,no,no,e16,Filter ID Code,3,3,-,X,F
G93,,99999,yes,yes,landmark,Price Bracket Identification,3,3,-,O,F
G93,,1,no,no,e01,Price Bracket Identifier,1,3,-,O,F
G93,,1,no,no,e02,Quantity,1,15,-,X/Z,F
G93,,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
G93,,1,no,no,e04,Free-form Description,1,45,-,O,F
G93,,1,no,no,e05,Transportation Method/Type Code,1,2,-,O,F
G93,,1,no,no,e06,Price Identifier Code,3,3,-,O,F
G93,,1,no,no,e07,Action Code,1,2,-,O,F
G93,,1,no,no,e08,Yes/No Condition or Response Code,1,1,-,O/Z,F
SAC,G93,1,no,yes,landmark,Service, Promotion, Allowance, or Charge Information,3,3,-,O,F
SAC,G93,1,no,no,e01,Allowance or Charge Indicator,1,1,-,M/Z,F
SAC,G93,1,no,no,e02,Service, Promotion, Allowance, or Charge Code,4,4,-,X,F
SAC,G93,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
SAC,G93,1,no,no,e04,Agency Service, Promotion, Allowance, or Charge Code,1,10,-,X,F
SAC,G93,1,no,no,e05,Amount,1,15,-,O/Z,F
SAC,G93,1,no,no,e06,Allowance/Charge Percent Qualifier,1,1,-,X,F
SAC,G93,1,no,no,e07,Percent, Decimal Format,1,6,-,X,F
SAC,G93,1,no,no,e08,Rate,1,9,-,O/Z,F
SAC,G93,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
SAC,G93,1,no,no,e10,Quantity,1,15,-,X/Z,F
SAC,G93,1,no,no,e11,Quantity,1,15,-,O,F
SAC,G93,1,no,no,e12,Allowance or Charge Method of Handling Code,2,2,-,O,F
SAC,G93,1,no,no,e13,Reference Identification,1,50,-,X/Z,F
SAC,G93,1,no,no,e14,Option Number,1,20,-,O/Z,F
SAC,G93,1,no,no,e15,Description,1,80,-,X,F
SAC,G93,1,no,no,e16,Language Code,2,3,-,O/Z,F
N1,G93,1,no,yes,landmark,Party Identification,2,2,-,O,F
N1,G93,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,G93,1,no,no,e02,Name,1,60,-,X,F
N1,G93,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,G93,1,no,no,e04,Identification Code,2,80,-,X,F
N1,G93,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,G93,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
G26,G93,1,no,yes,landmark,Pricing Conditions,3,3,-,O,F
G26,G93,1,no,no,e01,Price Condition Code,2,2,-,M,F
G26,G93,1,no,no,e02,Date Qualifier,2,2,-,X,F
G26,G93,1,no,no,e03,Date,8,8,-,X,F
G26,G93,1,no,no,e04,Quantity Basis,3,3,-,X,F
G26,G93,1,no,no,e05,Quantity,1,15,-,X,F
G26,G93,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
LIN,,99999,yes,yes,landmark,Item Identification,3,3,-,O,F
LIN,,1,no,no,e01,Assigned Identification,1,20,-,O/Z,F
LIN,,1,no,no,e02,Product/Service ID Qualifier,2,2,-,M,F
LIN,,1,no,no,e03,Product/Service ID,1,48,-,M,F
LIN,,1,no,no,e04,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e05,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e06,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e07,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e08,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e09,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e10,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e11,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e12,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e13,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e14,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e15,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e16,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e17,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e18,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e19,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e20,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e21,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e22,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e23,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e24,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e25,Product/Service ID,1,48,-,X,F
LIN,,1,no,no,e26,Product/Service ID Qualifier,2,2,-,X,F
LIN,,1,no,no,e27,Product/Service ID,1,48,-,X,F
