#940 - Warehouse Shipping Order
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,type
G61,,1,no,no,e02,Name,1,60,-,M,F
G61,,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
G61,,1,no,no,e04,Communication Number,1,256,-,X,F
G61,,1,no,no,e05,Contact Inquiry Reference,1,20,-,O,F
G62,,10,no,yes,landmark,Date/Time,3,3,-,O,F
G62,,1,no,no,e01,Date Qualifier,2,2,-,X,F
G62,,1,no,no,e02,Date,8,8,-,X,F
G62,,1,no,no,e03,Time Qualifier,1,2,-,X,F
G62,,1,no,no,e04,Time,4,8,-,X,F
G62,,1,no,no,e05,Time Code,2,2,-,O,F
NTE,,99999,no,yes,landmark,Note/Special Instruction,3,3,-,O,F
NTE,,1,no,no,e01,Note Reference Code,3,3,-,O,F
NTE,,1,no,no,e02,Description,1,80,-,M,F
W09,,1,no,yes,landmark,Equipment and Temperature,3,3,-,O,F
W09,,1,no,no,e01,Equipment Description Code,2,2,-,M,F
W09,,1,no,no,e02,Temperature,1,4,-,X/Z,F
W09,,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
W09,,1,no,no,e04,Temperature,1,4,-,X/Z,F
W09,,1,no,no,e05,Unit or Basis for Measurement Code,2,2,-,X,F
W09,,1,no,no,e06,Free-form Message,1,60,-,O/Z,F
W09,,1,no,no,e07,Vent Setting Code,1,1,-,O,F
W09,,1,no,no,e08,Percent, Integer Format,1,3,-,O/Z,F
W09,,1,no,no,e09,Quantity,1,15,-,O/Z,F
W66,,1,no,yes,landmark,Warehouse Carrier Information,3,3,-,O,F
W66,,1,no,no,e01,Shipment Method of Payment,2,2,-,M,F
W66,,1,no,no,e02,Transportation Method/Type Code,1,2,-,M,F
W66,,1,no,no,e03,Pallet Exchange Code,1,1,-,O,F
W66,,1,no,no,e04,Unit Load Option Code,2,2,-,O,F
W66,,1,no,no,e05,Routing,1,35,-,O,F
W66,,1,no,no,e06,F.O.B. Point Code,2,2,-,O,F
W66,,1,no,no,e07,F.O.B. Point,1,30,-,O,F
W66,,1,no,no,e08,COD Method of Payment Code,1,1,-,X,F
W66,,1,no,no,e09,Amount,1,15,-,X/Z,F
W66,,1,no,no,e10,Standard Carrier Alpha Code,2,4,-,O,F
W6,,5,no,yes,landmark,Special Handling Information,2,2,-,O,F
W6,,1,no,no,e01,Special Handling Code,2,3,-,M,F
W6,,1,no,no,e02,Special Handling Code,2,3,-,O,F
W6,,1,no,no,e03,Special Handling Code,2,3,-,O,F
W6,,1,no,no,e04,Special Handling Code,2,3,-,O,F
R2,,13,no,yes,landmark,Route Information,2,2,-,O,F
R2,,1,no,no,e01,Standard Carrier Alpha Code,2,4,-,M,F
R2,,1,no,no,e02,Routing Sequence Code,1,2,-,M,F
R2,,1,no,no,e03,City Name,2,30,-,O/Z,F
R2,,1,no,no,e04,Standard Point Location Code,6,9,-,O,F
R2,,1,no,no,e05,Intermodal Service Code,1,2,-,O,F
R2,,1,no,no,e06,Transportation Method/Type Code,1,2,-,O,F
R2,,1,no,no,e07,Intermediate Switch Carrier,2,4,-,X,F
R2,,1,no,no,e08,Intermediate Switch Carrier,2,4,-,O,F
R2,,1,no,no,e09,Invoice Number,1,22,-,O,F
R2,,1,no,no,e10,Date,8,8,-,O/Z,F
R2,,1,no,no,e11,Free-form Description,1,45,-,O,F
R2,,1,no,no,e12,Type of Service Code,2,2,-,O,F
R2,,1,no,no,e13,Route Description,1,35,-,O,F
BNX,,1,no,yes,landmark,Rail Shipment Information,3,3,-,O,F
BNX,,1,no,no,e01,Shipment Weight Code,1,1,-,O,F
BNX,,1,no,no,e02,Referenced Pattern Identifier,1,13,-,O,F
BNX,,1,no,no,e03,Billing Code,1,1,-,O,F
BNX,,1,no,no,e04,Repetitive Pattern Number,5,5,-,O,F
TD3,,1,yes,yes,landmark,Carrier Details (Equipment),3,3,-,O,F
TD3,,1,no,no,e01,Equipment Description Code,2,2,-,X,F
TD3,,1,no,no,e02,Equipment Initial,1,4,-,O,F
TD3,,1,no,no,e03,Equipment Number,1,15,-,X,F
TD3,,1,no,no,e04,Weight Qualifier,1,2,-,O,F
TD3,,1,no,no,e05,Weight,1,10,-,X,F
TD3,,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
TD3,,1,no,no,e07,Ownership Code,1,1,-,O,F
TD3,,1,no,no,e08,Seal Status Code,2,2,-,O,F
TD3,,1,no,no,e09,Seal Number,2,15,-,O,F
TD3,,1,no,no,e10,Equipment Type,4,4,-,X,F
AT9,TD3,1,no,yes,landmark,Trailer or Container Dimension and Weight,3,3,-,O,F
AT9,TD3,1,no,no,e01,Equipment Length,4,5,-,O,F
AT9,TD3,1,no,no,e02,Height,1,8,-,O/Z,F
AT9,TD3,1,no,no,e03,Width,1,8,-,O/Z,F
AT9,TD3,1,no,no,e04,Weight Qualifier,1,2,-,X,F
AT9,TD3,1,no,no,e05,Weight Unit Code,1,1,-,X,F
AT9,TD3,1,no,no,e06,Weight,1,10,-,X/Z,F
AT9,TD3,1,no,no,e07,Volume Unit Qualifier,1,1,-,X,F
AT9,TD3,1,no,no,e08,Volume,1,8,-,X/Z,F
TD3,,,,,groupend,,,,,,F
LM,,10,yes,yes,landmark,Code Source Information,2,2,-,O,F
LM,,1,no,no,e01,Agency Qualifier Code,2,2,-,M,F
LM,,1,no,no,e02,Source Subqualifier,1,15,-,O,F
LQ,LM,100,no,yes,landmark,Industry Code Identification,2,2,-,M,F
LQ,LM,1,no,no,e01,Code List Qualifier Code,1,3,-,O,F
LQ,LM,1,no,no,e02,Industry Code,1,30,-,X,F
LM,,,,,groupend,,,,,,F
LX,,99999,yes,yes,landmark,Transaction Set Line Number,2,2,-,O,F
LX,,1,no,no,e01,Assigned Number,1,6,-,M,F
MAN,LX,99999,no,yes,landmark,Marks and Numbers Information,3,3,-,O,F
MAN,LX,1,no,no,e01,Marks and Numbers Qualifier,1,2,-,M/Z,F
MAN,LX,1,no,no,e02,Marks and Numbers,1,48,-,M/Z,F
MAN,LX,1,no,no,e03,Marks and Numbers,1,48,-,O,F
MAN,LX,1,no,no,e04,Marks and Numbers Qualifier,1,2,-,X,F
MAN,LX,1,no,no,e05,Marks and Numbers,1,48,-,X/Z,F
MAN,LX,1,no,no,e06,Marks and Numbers,1,48,-,O,F
SDQ,LX,99999,no,yes,landmark,Destination Quantity,3,3,-,O,F
SDQ,LX,1,no,no,e01,Unit or Basis for Measurement Code,2,2,-,M,F
SDQ,LX,1,no,no,e02,Identification Code Qualifier,1,2,-,O,F
SDQ,LX,1,no,no,e03,Identification Code,2,80,-,M,F
SDQ,LX,1,no,no,e04,Quantity,1,15,-,M,F
SDQ,LX,1,no,no,e05,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e06,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e07,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e08,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e09,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e10,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e11,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e12,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e13,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e14,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e15,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e16,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e17,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e18,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e19,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e20,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e21,Identification Code,2,80,-,X,F
SDQ,LX,1,no,no,e22,Quantity,1,15,-,X,F
SDQ,LX,1,no,no,e23,Location Identifier,1,30,-,O/Z,F
N1,LX,1,no,yes,landmark,Party Identification,2,2,-,O,F
N1,LX,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,LX,1,no,no,e02,Name,1,60,-,X,F
N1,LX,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,LX,1,no,no,e04,Identification Code,2,80,-,X,F
N1,LX,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,LX,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
G62,LX,10,no,yes,landmark,Date/Time,3,3,-,O,F
G62,LX,1,no,no,e01,Date Qualifier,2,2,-,X,F
G62,LX,1,no,no,e02,Date,8,8,-,X,F
G62,LX,1,no,no,e03,Time Qualifier,1,2,-,X,F
G62,LX,1,no,no,e04,Time,4,8,-,X,F
G62,LX,1,no,no,e05,Time Code,2,2,-,O,F
N9,LX,99999,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,LX,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,LX,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,LX,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,LX,1,no,no,e04,Date,8,8,-,O,F
N9,LX,1,no,no,e05,Time,4,8,-,X,F
N9,LX,1,no,no,e06,Time Code,2,2,-,O/Z,F
W01,LX,99999,yes,yes,landmark,Line Item Detail - Warehouse,3,3,-,O,F
W01,LX,1,no,no,e01,Quantity,1,15,-,M/Z,F
W01,LX,1,no,no,e02,Unit or Basis for Measurement Code,2,2,-,M,F
W01,LX,1,no,no,e03,U.P.C. Case Code,12,12,-,X,F
W01,LX,1,no,no,e04,Product/Service ID Qualifier,2,2,-,X,F
W01,LX,1,no,no,e05,Product/Service ID,1,48,-,X,F
W01,LX,1,no,no,e06,Product/Service ID Qualifier,2,2,-,X,F
W01,LX,1,no,no,e07,Product/Service ID,1,48,-,X,F
W01,LX,1,no,no,e08,Freight Class Code,2,5,-,O,F
W01,LX,1,no,no,e09,Rate Class Code,1,3,-,O,F
W01,LX,1,no,no,e10,Commodity Code Qualifier,1,1,-,X,F
W01,LX,1,no,no,e11,Commodity Code,1,30,-,X,F
W01,LX,1,no,no,e12,Pallet Block and Tiers,6,6,-,O,F
W01,LX,1,no,no,e13,Warehouse Lot Number,1,12,-,O,F
W01,LX,1,no,no,e14,Product/Service Condition Code,2,2,-,O,F
W01,LX,1,no,no,e15,Product/Service ID Qualifier,2,2,-,X,F
W01,LX,1,no,no,e16,Product/Service ID,1,48,-,X,F
G69,LX:W01,5,no,yes,landmark,Line Item Detail - Description,3,3,-,O,F
G69,LX:W01,1,no,no,e01,Free-form Description,1,45,-,M,F
N9,LX:W01,200,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,LX:W01,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,LX:W01,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,LX:W01,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,LX:W01,1,no,no,e04,Date,8,8,-,O,F
N9,LX:W01,1,no,no,e05,Time,4,8,-,X,F
N9,LX:W01,1,no,no,e06,Time Code,2,2,-,O/Z,F
NTE,LX:W01,99999,no,yes,landmark,Note/Special Instruction,3,3,-,O,F
NTE,LX:W01,1,no,no,e01,Note Reference Code,3,3,-,O,F
NTE,LX:W01,1,no,no,e02,Description,1,80,-,M,F
W20,LX:W01,3,no,yes,landmark,Line Item Detail - Packing,3,3,-,O,F
W20,LX:W01,1,no,no,e01,Pack,1,6,-,O,F
W20,LX:W01,1,no,no,e02,Size,1,8,-,X,F
W20,LX:W01,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
W20,LX:W01,1,no,no,e04,Weight,1,10,-,X,F
W20,LX:W01,1,no,no,e05,Weight Qualifier,1,2,-,X,F
W20,LX:W01,1,no,no,e06,Weight Unit Code,1,1,-,X,F
W20,LX:W01,1,no,no,e07,Unit Weight,1,8,-,O,F
W20,LX:W01,1,no,no,e08,Volume,1,8,-,X,F
W20,LX:W01,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
W20,LX:W01,1,no,no,e10,Color,1,10,-,O,F
QTY,LX:W01,10,no,yes,landmark,Quantity Information,3,3,-,O,F
QTY,LX:W01,1,no,no,e01,Quantity Qualifier,2,2,-,M,F
QTY,LX:W01,1,no,no,e02,Quantity,1,15,-,X,F
QTY,LX:W01,1,no,no,e04,Free-form Information,1,30,-,X/Z,F
AMT,LX:W01,99999,no,yes,landmark,Monetary Amount Information,3,3,-,O,F
AMT,LX:W01,1,no,no,e01,Amount Qualifier Code,1,3,-,M,F
AMT,LX:W01,1,no,no,e02,Monetary Amount,1,18,-,M,F
AMT,LX:W01,1,no,no,e03,Credit/Debit Flag Code,1,1,-,O,F
G62,LX:W01,10,no,yes,landmark,Date/Time,3,3,-,O,F
G62,LX:W01,1,no,no,e01,Date Qualifier,2,2,-,X,F
G62,LX:W01,1,no,no,e02,Date,8,8,-,X,F
G62,LX:W01,1,no,no,e03,Time Qualifier,1,2,-,X,F
G62,LX:W01,1,no,no,e04,Time,4,8,-,X,F
G62,LX:W01,1,no,no,e05,Time Code,2,2,-,O,F
G66,LX:W01,1,no,yes,landmark,Transportation Instructions,3,3,-,O,F
G66,LX:W01,1,no,no,e01,Shipment Method of Payment,2,2,-,O,F
G66,LX:W01,1,no,no,e02,Transportation Method/Type Code,1,2,-,O,F
G66,LX:W01,1,no,no,e03,Pallet Exchange Code,1,1,-,O,F
G66,LX:W01,1,no,no,e04,Unit Load Option Code,2,2,-,O,F
G66,LX:W01,1,no,no,e05,Routing,1,35,-,O,F
G66,LX:W01,1,no,no,e06,F.O.B. Point Code,2,2,-,O,F
G66,LX:W01,1,no,no,e07,F.O.B. Point,1,30,-,O,F
N1,LX:W01,99999,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,LX:W01,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,LX:W01,1,no,no,e02,Name,1,60,-,X,F
N1,LX:W01,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,LX:W01,1,no,no,e04,Identification Code,2,80,-,X,F
N1,LX:W01,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,LX:W01,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,LX:W01:N1,1,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,LX:W01:N1,1,no,no,e01,Name,1,60,-,M,F
N2,LX:W01:N1,1,no,no,e02,Name,1,60,-,O,F
N3,LX:W01:N1,1,no,yes,landmark,Party Location,2,2,-,O,F
N3,LX:W01:N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,LX:W01:N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,LX:W01:N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,LX:W01:N1,1,no,no,e01,City Name,2,30,-,O,F
N4,LX:W01:N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,LX:W01:N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,LX:W01:N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,LX:W01:N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,LX:W01:N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,LX:W01:N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
PER,LX:W01:N1,5,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,LX:W01:N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,LX:W01:N1,1,no,no,e02,Name,1,60,-,O,F
PER,LX:W01:N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,LX:W01:N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,LX:W01:N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,LX:W01:N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,LX:W01:N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,LX:W01:N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,LX:W01:N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
N1,,,,,groupend,,,,,,F
LH2,LX:W01,6,no,yes,landmark,Hazardous Classification Information,3,3,-,O,F
LH2,LX:W01,1,no,no,e01,Hazardous Classification,1,30,-,O,F
LH2,LX:W01,1,no,no,e02,Hazardous Class Qualifier,1,1,-,O,F
LH2,LX:W01,1,no,no,e03,Hazardous Placard Notation,14,40,-,O,F
LH2,LX:W01,1,no,no,e04,Hazardous Endorsement,4,25,-,O,F
LH2,LX:W01,1,no,no,e05,Reportable Quantity Code,2,2,-,O,F
LH2,LX:W01,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X/Z,F
LH2,LX:W01,1,no,no,e07,Temperature,1,4,-,X,F
LH2,LX:W01,1,no,no,e08,Unit or Basis for Measurement Code,2,2,-,X/Z,F
LH2,LX:W01,1,no,no,e09,Temperature,1,4,-,X,F
LH2,LX:W01,1,no,no,e10,Unit or Basis for Measurement Code,2,2,-,X/Z,F
LH2,LX:W01,1,no,no,e11,Temperature,1,4,-,X,F
LH2,LX:W01,1,no,no,e12,Weight Unit Code,1,1,-,X/Z,F
LH2,LX:W01,1,no,no,e13,Net Explosive Quantity,1,10,-,X,F
LHR,LX:W01,1,no,yes,landmark,Hazardous Material Identifying Reference Numbers,3,3,-,O,F
LHR,LX:W01,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
LHR,LX:W01,1,no,no,e02,Reference Identification,1,50,-,M,F
LHR,LX:W01,1,no,no,e03,Date,8,8,-,O,F
LH6,LX:W01,5,no,yes,landmark,Hazardous Certification,3,3,-,O,F
LH6,LX:W01,1,no,no,e01,Name,1,60,-,O,F
LH6,LX:W01,1,no,no,e02,Hazardous Certification Code,1,1,-,X,F
LH6,LX:W01,1,no,no,e03,Hazardous Certification Declaration,1,25,-,X,F
LH6,LX:W01,1,no,no,e04,Hazardous Certification Declaration,1,25,-,O,F
LM,LX:W01,10,yes,yes,landmark,Code Source Information,2,2,-,O,F
LM,LX:W01,1,no,no,e01,Agency Qualifier Code,2,2,-,M,F
LM,LX:W01,1,no,no,e02,Source Subqualifier,1,15,-,O,F
LQ,LX:W01:LM,100,no,yes,landmark,Industry Code Identification,2,2,-,M,F
LQ,LX:W01:LM,1,no,no,e01,Code List Qualifier Code,1,3,-,O,F
LQ,LX:W01:LM,1,no,no,e02,Industry Code,1,30,-,X,F
LM,,,,,groupend,,,,,,F
LS,LX:W01,1,no,yes,landmark,Loop Header,2,2,-,O,F
LS,LX:W01,1,no,no,e01,Loop Identifier Code,1,4,-,M,F
LX,LX:W01,99999,yes,yes,landmark,Transaction Set Line Number,2,2,-,O,F
LX,LX:W01,1,no,no,e01,Assigned Number,1,6,-,M,F
N9,LX:W01:LX,99999,no,yes,landmark,Extended Reference Information,2,2,-,O,F
N9,LX:W01:LX,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
N9,LX:W01:LX,1,no,no,e02,Reference Identification,1,50,-,X,F
N9,LX:W01:LX,1,no,no,e03,Free-form Description,1,45,-,X,F
N9,LX:W01:LX,1,no,no,e04,Date,8,8,-,O,F
N9,LX:W01:LX,1,no,no,e05,Time,4,8,-,X,F
N9,LX:W01:LX,1,no,no,e06,Time Code,2,2,-,O/Z,F
G62,LX:W01:LX,10,no,yes,landmark,Date/Time,3,3,-,O,F
G62,LX:W01:LX,1,no,no,e01,Date Qualifier,2,2,-,X,F
G62,LX:W01:LX,1,no,no,e02,Date,8,8,-,X,F
G62,LX:W01:LX,1,no,no,e03,Time Qualifier,1,2,-,X,F
G62,LX:W01:LX,1,no,no,e04,Time,4,8,-,X,F
G62,LX:W01:LX,1,no,no,e05,Time Code,2,2,-,O,F
N1,LX:W01:LX,1,no,yes,landmark,Party Identification,2,2,-,O,F
N1,LX:W01:LX,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,LX:W01:LX,1,no,no,e02,Name,1,60,-,X,F
N1,LX:W01:LX,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,LX:W01:LX,1,no,no,e04,Identification Code,2,80,-,X,F
N1,LX:W01:LX,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,LX:W01:LX,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
SDQ,LX:W01:LX,99999,no,yes,landmark,Destination Quantity,3,3,-,O,F
SDQ,LX:W01:LX,1,no,no,e01,Unit or Basis for Measurement Code,2,2,-,M,F
SDQ,LX:W01:LX,1,no,no,e02,Identification Code Qualifier,1,2,-,O,F
SDQ,LX:W01:LX,1,no,no,e03,Identification Code,2,80,-,M,F
SDQ,LX:W01:LX,1,no,no,e04,Quantity,1,15,-,M,F
SDQ,LX:W01:LX,1,no,no,e05,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e06,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e07,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e08,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e09,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e10,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e11,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e12,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e13,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e14,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e15,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e16,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e17,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e18,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e19,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e20,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e21,Identification Code,2,80,-,X,F
SDQ,LX:W01:LX,1,no,no,e22,Quantity,1,15,-,X,F
SDQ,LX:W01:LX,1,no,no,e23,Location Identifier,1,30,-,O/Z,F
LM,LX:W01:LX,10,yes,yes,landmark,Code Source Information,2,2,-,O,F
LM,LX:W01:LX,1,no,no,e01,Agency Qualifier Code,2,2,-,M,F
LM,LX:W01:LX,1,no,no,e02,Source Subqualifier,1,15,-,O,F
LQ,LX:W01:LX:LM,100,no,yes,landmark,Industry Code Identification,2,2,-,M,F
LQ,LX:W01:LX:LM,1,no,no,e01,Code List Qualifier Code,1,3,-,O,F
LQ,LX:W01:LX:LM,1,no,no,e02,Industry Code,1,30,-,X,F
LM,,,,,groupend,,,,,,F
LH1,LX:W01:LX,99999,yes,yes,landmark,Hazardous Identification Information,3,3,-,O,F
LH1,LX:W01:LX,1,no,no,e01,Unit or Basis for Measurement Code,2,2,-,M,F
LH1,LX:W01:LX,1,no,no,e02,Lading Quantity,1,7,-,M,F
LH1,LX:W01:LX,1,no,no,e03,UN/NA Identification Code,6,6,-,O,F
LH1,LX:W01:LX,1,no,no,e04,Hazardous Materials Page,1,6,-,O,F
LH1,LX:W01:LX,1,no,no,e05,Commodity Code,1,30,-,O,F
LH1,LX:W01:LX,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,O,F
LH1,LX:W01:LX,1,no,no,e07,Quantity,1,15,-,O,F
LH1,LX:W01:LX,1,no,no,e08,Compartment ID Code,1,1,-,O,F
LH1,LX:W01:LX,1,no,no,e09,Residue Indicator Code,1,1,-,O,F
LH1,LX:W01:LX,1,no,no,e10,Packing Group Code,1,3,-,O,F
LH1,LX:W01:LX,1,no,no,e11,Interim Hazardous Material Regulatory Number,1,5,-,O,F
LH2,LX:W01:LX:LH1,4,no,yes,landmark,Hazardous Classification Information,3,3,-,O,F
LH2,LX:W01:LX:LH1,1,no,no,e01,Hazardous Classification,1,30,-,O,F
LH2,LX:W01:LX:LH1,1,no,no,e02,Hazardous Class Qualifier,1,1,-,O,F
LH2,LX:W01:LX:LH1,1,no,no,e03,Hazardous Placard Notation,14,40,-,O,F
LH2,LX:W01:LX:LH1,1,no,no,e04,Hazardous Endorsement,4,25,-,O,F
LH2,LX:W01:LX:LH1,1,no,no,e05,Reportable Quantity Code,2,2,-,O,F
