#<h1>861 - Receiving Advice/Acceptance Certificate</h1><br>,F
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status,F
DTM,,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,,1,no,no,e06,Date Time Period,1,35,-,X,F
PRF,,25,no,yes,landmark,Purchase Order Reference,3,3,-,O,F
PRF,,1,no,no,e01,Purchase Order Number,1,22,-,M,F
PRF,,1,no,no,e02,Release Number,1,30,-,O,F
PRF,,1,no,no,e03,Change Order Sequence Number,1,8,-,O,F
PRF,,1,no,no,e04,Date,8,8,-,O/Z,F
PRF,,1,no,no,e05,Assigned Identification,1,20,-,O,F
PRF,,1,no,no,e06,Contract Number,1,30,-,O,F
PRF,,1,no,no,e07,Purchase Order Type Code,2,2,-,O,F
TD1,,2,no,yes,landmark,Carrier Details (Quantity and Weight),3,3,-,O,F
TD1,,1,no,no,e01,Packaging Code,3,5,-,O,F
TD1,,1,no,no,e02,Lading Quantity,1,7,-,X,F
TD1,,1,no,no,e03,Commodity Code Qualifier,1,1,-,O,F
TD1,,1,no,no,e04,Commodity Code,1,30,-,X,F
TD1,,1,no,no,e05,Lading Description,1,50,-,O,F
TD1,,1,no,no,e06,Weight Qualifier,1,2,-,O,F
TD1,,1,no,no,e07,Weight,1,10,-,X,F
TD1,,1,no,no,e08,Unit or Basis for Measurement Code,2,2,-,X,F
TD1,,1,no,no,e09,Volume,1,8,-,X,F
TD1,,1,no,no,e10,Unit or Basis for Measurement Code,2,2,-,X,F
TD5,,12,no,yes,landmark,Carrier Details (Routing Sequence/Transit Time),3,3,-,O,F
TD5,,1,no,no,e01,Routing Sequence Code,1,2,-,O,F
TD5,,1,no,no,e02,Identification Code Qualifier,1,2,-,X,F
TD5,,1,no,no,e03,Identification Code,2,80,-,X,F
TD5,,1,no,no,e04,Transportation Method/Type Code,1,2,-,X,F
TD5,,1,no,no,e05,Routing,1,35,-,X,F
TD5,,1,no,no,e06,Shipment/Order Status Code,2,2,-,X,F
TD5,,1,no,no,e07,Location Qualifier,1,2,-,O,F
TD5,,1,no,no,e08,Location Identifier,1,30,-,X,F
TD5,,1,no,no,e09,Transit Direction Code,2,2,-,O,F
TD5,,1,no,no,e10,Transit Time Direction Qualifier,2,2,-,O,F
TD5,,1,no,no,e11,Transit Time,1,4,-,X,F
TD5,,1,no,no,e12,Service Level Code,2,2,-,X,F
TD5,,1,no,no,e13,Service Level Code,2,2,-,X,F
TD5,,1,no,no,e14,Service Level Code,2,2,-,O,F
TD5,,1,no,no,e15,Country Code,2,3,-,O/Z,F
TD3,,12,no,yes,landmark,Carrier Details (Equipment),3,3,-,O,F
TD3,,1,no,no,e01,Equipment Description Code,2,2,-,X,F
TD3,,1,no,no,e02,Equipment Initial,1,4,-,O,F
TD3,,1,no,no,e03,Equipment Number,1,15,-,X,F
TD3,,1,no,no,e04,Weight Qualifier,1,2,-,O,F
TD3,,1,no,no,e05,Weight,1,10,-,X,F
TD3,,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
TD3,,1,no,no,e07,Ownership Code,1,1,-,O,F
TD3,,1,no,no,e08,Seal Status Code,2,2,-,O,F
TD3,,1,no,no,e09,Seal Number,2,15,-,O,F
TD3,,1,no,no,e10,Equipment Type,4,4,-,X,F
TD4,,5,no,yes,landmark,Carrier Details (Special Handling, or Hazardous Materials, or Both),3,3,-,O,F
TD4,,1,no,no,e01,Special Handling Code,2,3,-,X,F
TD4,,1,no,no,e02,Hazardous Material Code Qualifier,1,1,-,X,F
TD4,,1,no,no,e03,Hazardous Material Class Code,1,4,-,X,F
TD4,,1,no,no,e04,Description,1,80,-,X,F
TD4,,1,no,no,e05,Yes/No Condition or Response Code,1,1,-,O/Z,F
MEA,,40,no,yes,landmark,Measurements,3,3,-,O,F
MEA,,1,no,no,e01,Measurement Reference ID Code,2,2,-,O,F
MEA,,1,no,no,e02,Measurement Qualifier,1,3,-,O,F
MEA,,1,no,no,e03,Measurement Value,1,20,-,X,F
MEA,,1,no,no,e05,Range Minimum,1,20,-,X,F
MEA,,1,no,no,e06,Range Maximum,1,20,-,X,F
MEA,,1,no,no,e07,Measurement Significance Code,2,2,-,O,F
MEA,,1,no,no,e08,Measurement Attribute Code,2,2,-,X,F
MEA,,1,no,no,e09,Surface/Layer/Position Code,2,2,-,O,F
MEA,,1,no,no,e10,Measurement Method or Device,2,4,-,O,F
MEA,,1,no,no,e11,Code List Qualifier Code,1,3,-,X/Z,F
MEA,,1,no,no,e12,Industry Code,1,30,-,X/Z,F
N1,,200,yes,yes,landmark,Party Identification,2,2,-,O,F
N1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
N1,,1,no,no,e02,Name,1,60,-,X,F
N1,,1,no,no,e03,Identification Code Qualifier,1,2,-,X,F
N1,,1,no,no,e04,Identification Code,2,80,-,X,F
N1,,1,no,no,e05,Entity Relationship Code,2,2,-,O,F
N1,,1,no,no,e06,Entity Identifier Code,2,3,-,O,F
N2,N1,2,no,yes,landmark,Additional Name Information,2,2,-,O,F
N2,N1,1,no,no,e01,Name,1,60,-,M,F
N2,N1,1,no,no,e02,Name,1,60,-,O,F
N3,N1,2,no,yes,landmark,Party Location,2,2,-,O,F
N3,N1,1,no,no,e01,Address Information,1,55,-,M,F
N3,N1,1,no,no,e02,Address Information,1,55,-,O,F
N4,N1,1,no,yes,landmark,Geographic Location,2,2,-,O,F
N4,N1,1,no,no,e01,City Name,2,30,-,O,F
N4,N1,1,no,no,e02,State or Province Code,2,2,-,X,F
N4,N1,1,no,no,e03,Postal Code,3,15,-,O,F
N4,N1,1,no,no,e04,Country Code,2,3,-,X,F
N4,N1,1,no,no,e05,Location Qualifier,1,2,-,X,F
N4,N1,1,no,no,e06,Location Identifier,1,30,-,O,F
N4,N1,1,no,no,e07,Country Subdivision Code,1,3,-,X,F
REF,N1,100,no,yes,landmark,Reference Information,3,3,-,O,F
REF,N1,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,N1,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,N1,1,no,no,e03,Description,1,80,-,X,F
PER,N1,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,N1,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,N1,1,no,no,e02,Name,1,60,-,O,F
PER,N1,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e04,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e06,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,N1,1,no,no,e08,Communication Number,1,256,-,X,F
PER,N1,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
FOB,N1,1,no,yes,landmark,F.O.B. Related Instructions,3,3,-,O,F
FOB,N1,1,no,no,e01,Shipment Method of Payment,2,2,-,M/Z,F
FOB,N1,1,no,no,e02,Location Qualifier,1,2,-,X/Z,F
FOB,N1,1,no,no,e03,Description,1,80,-,O,F
FOB,N1,1,no,no,e04,Transportation Terms Qualifier Code,2,2,-,O,F
FOB,N1,1,no,no,e05,Transportation Terms Code,3,3,-,X,F
FOB,N1,1,no,no,e06,Location Qualifier,1,2,-,X/Z,F
FOB,N1,1,no,no,e07,Description,1,80,-,O,F
FOB,N1,1,no,no,e08,Risk of Loss Code,2,2,-,O/Z,F
FOB,N1,1,no,no,e09,Description,1,80,-,X,F
LM,,10,yes,yes,landmark,Code Source Information,2,2,-,O,F
LM,,1,no,no,e01,Agency Qualifier Code,2,2,-,M,F
LM,,1,no,no,e02,Source Subqualifier,1,15,-,O,F
LQ,LM,100,no,yes,landmark,Industry Code Identification,2,2,-,M,F
LQ,LM,1,no,no,e01,Code List Qualifier Code,1,3,-,O,F
LQ,LM,1,no,no,e02,Industry Code,1,30,-,X,F
FA1,,99999,yes,yes,landmark,Type of Financial Accounting Data,3,3,-,O,F
FA1,,1,no,no,e01,Agency Qualifier Code,2,2,-,M/Z,F
FA1,,1,no,no,e02,Service, Promotion, Allowance, or Charge Code,4,4,-,O/Z,F
FA1,,1,no,no,e03,Allowance or Charge Indicator,1,1,-,O,F
FA2,FA1,99999,no,yes,landmark,Accounting Data,3,3,-,M,F
FA2,FA1,1,no,no,e01,Breakdown Structure Detail Code,2,2,-,M,F
FA2,FA1,1,no,no,e02,Financial Information Code,1,80,-,M,F
RCD,,200000,yes,yes,landmark,Receiving Conditions,3,3,-,O,F
RCD,,1,no,no,e01,Assigned Identification,1,20,-,O/Z,F
RCD,,1,no,no,e02,Quantity Units Received or Accepted,1,9,-,X,F
RCD,,1,no,no,e04,Quantity Units Returned,1,9,-,X,F
RCD,,1,no,no,e06,Quantity in Question,1,9,-,X,F
RCD,,1,no,no,e08,Receiving Condition Code,2,2,-,X,F
RCD,,1,no,no,e09,Quantity in Question,1,9,-,X,F
RCD,,1,no,no,e11,Receiving Condition Code,2,2,-,X,F
RCD,,1,no,no,e12,Quantity in Question,1,9,-,X,F
RCD,,1,no,no,e14,Receiving Condition Code,2,2,-,X,F
RCD,,1,no,no,e15,Quantity in Question,1,9,-,X,F
RCD,,1,no,no,e17,Receiving Condition Code,2,2,-,X,F
RCD,,1,no,no,e18,Quantity in Question,1,9,-,X,F
RCD,,1,no,no,e20,Receiving Condition Code,2,2,-,X,F
RCD,,1,no,no,e21,Quantity,1,15,-,O/Z,F
SN1,RCD,1,no,yes,landmark,Item Detail (Shipment),3,3,-,O,F
SN1,RCD,1,no,no,e01,Assigned Identification,1,20,-,O/Z,F
SN1,RCD,1,no,no,e02,Number of Units Shipped,1,10,-,M,F
SN1,RCD,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,M,F
SN1,RCD,1,no,no,e04,Quantity Shipped to Date,1,15,-,O,F
SN1,RCD,1,no,no,e05,Quantity,1,15,-,X/Z,F
SN1,RCD,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
SN1,RCD,1,no,no,e07,Returnable Container Load Make-Up Code,1,2,-,O,F
SN1,RCD,1,no,no,e08,Line Item Status Code,2,2,-,O,F
CUR,RCD,1,no,yes,landmark,Currency,3,3,-,O,F
CUR,RCD,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
CUR,RCD,1,no,no,e02,Currency Code,3,3,-,M,F
CUR,RCD,1,no,no,e03,Exchange Rate,4,10,-,O,F
CUR,RCD,1,no,no,e04,Entity Identifier Code,2,3,-,O,F
CUR,RCD,1,no,no,e05,Currency Code,3,3,-,O,F
CUR,RCD,1,no,no,e06,Currency Market/Exchange Code,3,3,-,O,F
CUR,RCD,1,no,no,e07,Date/Time Qualifier,3,3,-,X,F
CUR,RCD,1,no,no,e08,Date,8,8,-,O,F
CUR,RCD,1,no,no,e09,Time,4,8,-,O,F
CUR,RCD,1,no,no,e10,Date/Time Qualifier,3,3,-,X,F
CUR,RCD,1,no,no,e11,Date,8,8,-,X,F
CUR,RCD,1,no,no,e12,Time,4,8,-,X,F
CUR,RCD,1,no,no,e13,Date/Time Qualifier,3,3,-,X,F
CUR,RCD,1,no,no,e14,Date,8,8,-,X,F
CUR,RCD,1,no,no,e15,Time,4,8,-,X,F
CUR,RCD,1,no,no,e16,Date/Time Qualifier,3,3,-,X,F
CUR,RCD,1,no,no,e17,Date,8,8,-,X,F
CUR,RCD,1,no,no,e18,Time,4,8,-,X,F
CUR,RCD,1,no,no,e19,Date/Time Qualifier,3,3,-,X,F
CUR,RCD,1,no,no,e20,Date,8,8,-,X,F
CUR,RCD,1,no,no,e21,Time,4,8,-,X,F
LIN,RCD,100,no,yes,landmark,Item Identification,3,3,-,O,F
LIN,RCD,1,no,no,e01,Assigned Identification,1,20,-,O/Z,F
LIN,RCD,1,no,no,e02,Product/Service ID Qualifier,2,2,-,M,F
LIN,RCD,1,no,no,e03,Product/Service ID,1,48,-,M,F
LIN,RCD,1,no,no,e04,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e05,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e06,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e07,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e08,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e09,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e10,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e11,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e12,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e13,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e14,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e15,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e16,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e17,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e18,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e19,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e20,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e21,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e22,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e23,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e24,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e25,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e26,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e27,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e28,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e29,Product/Service ID,1,48,-,X,F
LIN,RCD,1,no,no,e30,Product/Service ID Qualifier,2,2,-,X,F
LIN,RCD,1,no,no,e31,Product/Service ID,1,48,-,X,F
PID,RCD,1000,no,yes,landmark,Product/Item Description,3,3,-,O,F
PID,RCD,1,no,no,e01,Item Description Type,1,1,-,M,F
PID,RCD,1,no,no,e02,Product/Process Characteristic Code,2,3,-,O,F
PID,RCD,1,no,no,e03,Agency Qualifier Code,2,2,-,X/Z,F
PID,RCD,1,no,no,e04,Product Description Code,1,12,-,X/Z,F
PID,RCD,1,no,no,e05,Description,1,80,-,X,F
PID,RCD,1,no,no,e06,Surface/Layer/Position Code,2,2,-,O,F
PID,RCD,1,no,no,e07,Source Subqualifier,1,15,-,O,F
PID,RCD,1,no,no,e08,Yes/No Condition or Response Code,1,1,-,O/Z,F
PID,RCD,1,no,no,e09,Language Code,2,3,-,O/Z,F
PO4,RCD,100,no,yes,landmark,Item Physical Details,3,3,-,O,F
PO4,RCD,1,no,no,e01,Pack,1,6,-,O,F
PO4,RCD,1,no,no,e02,Size,1,8,-,X,F
PO4,RCD,1,no,no,e03,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,RCD,1,no,no,e04,Packaging Code,3,5,-,X,F
PO4,RCD,1,no,no,e05,Weight Qualifier,1,2,-,O,F
PO4,RCD,1,no,no,e06,Gross Weight per Pack,1,9,-,X,F
PO4,RCD,1,no,no,e07,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,RCD,1,no,no,e08,Gross Volume per Pack,1,9,-,X,F
PO4,RCD,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,RCD,1,no,no,e10,Length,1,8,-,X,F
PO4,RCD,1,no,no,e11,Width,1,8,-,X,F
PO4,RCD,1,no,no,e12,Height,1,8,-,X,F
PO4,RCD,1,no,no,e13,Unit or Basis for Measurement Code,2,2,-,X,F
PO4,RCD,1,no,no,e14,Inner Pack,1,6,-,O,F
PO4,RCD,1,no,no,e15,Surface/Layer/Position Code,2,2,-,O/Z,F
PO4,RCD,1,no,no,e16,Assigned Identification,1,20,-,X/Z,F
PO4,RCD,1,no,no,e17,Assigned Identification,1,20,-,O/Z,F
PO4,RCD,1,no,no,e18,Number,1,9,-,O/Z,F
REF,RCD,12,no,yes,landmark,Reference Information,3,3,-,O,F
REF,RCD,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,RCD,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,RCD,1,no,no,e03,Description,1,80,-,X,F
PER,RCD,3,no,yes,landmark,Administrative Communications Contact,3,3,-,O,F
PER,RCD,1,no,no,e01,Contact Function Code,2,2,-,M,F
PER,RCD,1,no,no,e02,Name,1,60,-,O,F
PER,RCD,1,no,no,e03,Communication Number Qualifier,2,2,-,X,F
PER,RCD,1,no,no,e04,Communication Number,1,256,-,X,F
PER,RCD,1,no,no,e05,Communication Number Qualifier,2,2,-,X,F
PER,RCD,1,no,no,e06,Communication Number,1,256,-,X,F
PER,RCD,1,no,no,e07,Communication Number Qualifier,2,2,-,X,F
PER,RCD,1,no,no,e08,Communication Number,1,256,-,X,F
PER,RCD,1,no,no,e09,Contact Inquiry Reference,1,20,-,O,F
DTM,RCD,10,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,RCD,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,RCD,1,no,no,e02,Date,8,8,-,X,F
DTM,RCD,1,no,no,e03,Time,4,8,-,X,F
DTM,RCD,1,no,no,e04,Time Code,2,2,-,O,F
DTM,RCD,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,RCD,1,no,no,e06,Date Time Period,1,35,-,X,F
PRF,RCD,25,no,yes,landmark,Purchase Order Reference,3,3,-,O,F
PRF,RCD,1,no,no,e01,Purchase Order Number,1,22,-,M,F
PRF,RCD,1,no,no,e02,Release Number,1,30,-,O,F
PRF,RCD,1,no,no,e03,Change Order Sequence Number,1,8,-,O,F
PRF,RCD,1,no,no,e04,Date,8,8,-,O/Z,F
PRF,RCD,1,no,no,e05,Assigned Identification,1,20,-,O,F
PRF,RCD,1,no,no,e06,Contract Number,1,30,-,O,F
PRF,RCD,1,no,no,e07,Purchase Order Type Code,2,2,-,O,F
MEA,RCD,99999,no,yes,landmark,Measurements,3,3,-,O,F
MEA,RCD,1,no,no,e01,Measurement Reference ID Code,2,2,-,O,F
MEA,RCD,1,no,no,e02,Measurement Qualifier,1,3,-,O,F
MEA,RCD,1,no,no,e03,Measurement Value,1,20,-,X,F
MEA,RCD,1,no,no,e05,Range Minimum,1,20,-,X,F
MEA,RCD,1,no,no,e06,Range Maximum,1,20,-,X,F
MEA,RCD,1,no,no,e07,Measurement Significance Code,2,2,-,O,F
MEA,RCD,1,no,no,e08,Measurement Attribute Code,2,2,-,X,F
MEA,RCD,1,no,no,e09,Surface/Layer/Position Code,2,2,-,O,F
MEA,RCD,1,no,no,e10,Measurement Method or Device,2,4,-,O,F
MEA,RCD,1,no,no,e11,Code List Qualifier Code,1,3,-,X/Z,F
MEA,RCD,1,no,no,e12,Industry Code,1,30,-,X/Z,F
FOB,RCD,1,no,yes,landmark,F.O.B. Related Instructions,3,3,-,O,F
FOB,RCD,1,no,no,e01,Shipment Method of Payment,2,2,-,M/Z,F
FOB,RCD,1,no,no,e02,Location Qualifier,1,2,-,X/Z,F
FOB,RCD,1,no,no,e03,Description,1,80,-,O,F
FOB,RCD,1,no,no,e04,Transportation Terms Qualifier Code,2,2,-,O,F
FOB,RCD,1,no,no,e05,Transportation Terms Code,3,3,-,X,F
FOB,RCD,1,no,no,e06,Location Qualifier,1,2,-,X/Z,F
FOB,RCD,1,no,no,e07,Description,1,80,-,O,F
FOB,RCD,1,no,no,e08,Risk of Loss Code,2,2,-,O/Z,F
FOB,RCD,1,no,no,e09,Description,1,80,-,X,F
TD1,RCD,20,no,yes,landmark,Carrier Details (Quantity and Weight),3,3,-,O,F
TD1,RCD,1,no,no,e01,Packaging Code,3,5,-,O,F
TD1,RCD,1,no,no,e02,Lading Quantity,1,7,-,X,F
TD1,RCD,1,no,no,e03,Commodity Code Qualifier,1,1,-,O,F
TD1,RCD,1,no,no,e04,Commodity Code,1,30,-,X,F
TD1,RCD,1,no,no,e05,Lading Description,1,50,-,O,F
TD1,RCD,1,no,no,e06,Weight Qualifier,1,2,-,O,F
TD1,RCD,1,no,no,e07,Weight,1,10,-,X,F
TD1,RCD,1,no,no,e08,Unit or Basis for Measurement Code,2,2,-,X,F
TD1,RCD,1,no,no,e09,Volume,1,8,-,X,F
TD1,RCD,1,no,no,e10,Unit or Basis for Measurement Code,2,2,-,X,F
TD5,RCD,12,no,yes,landmark,Carrier Details (Routing Sequence/Transit Time),3,3,-,O,F
TD5,RCD,1,no,no,e01,Routing Sequence Code,1,2,-,O,F
TD5,RCD,1,no,no,e02,Identification Code Qualifier,1,2,-,X,F
TD5,RCD,1,no,no,e03,Identification Code,2,80,-,X,F
TD5,RCD,1,no,no,e04,Transportation Method/Type Code,1,2,-,X,F
TD5,RCD,1,no,no,e05,Routing,1,35,-,X,F
TD5,RCD,1,no,no,e06,Shipment/Order Status Code,2,2,-,X,F
TD5,RCD,1,no,no,e07,Location Qualifier,1,2,-,O,F
TD5,RCD,1,no,no,e08,Location Identifier,1,30,-,X,F
TD5,RCD,1,no,no,e09,Transit Direction Code,2,2,-,O,F
TD5,RCD,1,no,no,e10,Transit Time Direction Qualifier,2,2,-,O,F
TD5,RCD,1,no,no,e11,Transit Time,1,4,-,X,F
TD5,RCD,1,no,no,e12,Service Level Code,2,2,-,X,F
TD5,RCD,1,no,no,e13,Service Level Code,2,2,-,X,F
TD5,RCD,1,no,no,e14,Service Level Code,2,2,-,O,F
TD5,RCD,1,no,no,e15,Country Code,2,3,-,O/Z,F
TD3,RCD,12,no,yes,landmark,Carrier Details (Equipment),3,3,-,O,F
TD3,RCD,1,no,no,e01,Equipment Description Code,2,2,-,X,F
TD3,RCD,1,no,no,e02,Equipment Initial,1,4,-,O,F
TD3,RCD,1,no,no,e03,Equipment Number,1,15,-,X,F
TD3,RCD,1,no,no,e04,Weight Qualifier,1,2,-,O,F
TD3,RCD,1,no,no,e05,Weight,1,10,-,X,F
TD3,RCD,1,no,no,e06,Unit or Basis for Measurement Code,2,2,-,X,F
TD3,RCD,1,no,no,e07,Ownership Code,1,1,-,O,F
TD3,RCD,1,no,no,e08,Seal Status Code,2,2,-,O,F
TD3,RCD,1,no,no,e09,Seal Number,2,15,-,O,F
TD3,RCD,1,no,no,e10,Equipment Type,4,4,-,X,F
TD4,RCD,5,no,yes,landmark,Carrier Details (Special Handling, or Hazardous Materials, or Both),3,3,-,O,F
TD4,RCD,1,no,no,e01,Special Handling Code,2,3,-,X,F
TD4,RCD,1,no,no,e02,Hazardous Material Code Qualifier,1,1,-,X,F
TD4,RCD,1,no,no,e03,Hazardous Material Class Code,1,4,-,X,F
TD4,RCD,1,no,no,e04,Description,1,80,-,X,F
TD4,RCD,1,no,no,e05,Yes/No Condition or Response Code,1,1,-,O/Z,F
SAC,RCD,10,no,yes,landmark,Service, Promotion, Allowance, or Charge Information,3,3,-,O,F
SAC,RCD,1,no,no,e01,Allowance or Charge Indicator,1,1,-,M/Z,F
SAC,RCD,1,no,no,e02,Service, Promotion, Allowance, or Charge Code,4,4,-,X,F
SAC,RCD,1,no,no,e03,Agency Qualifier Code,2,2,-,X,F
SAC,RCD,1,no,no,e04,Agency Service, Promotion, Allowance, or Charge Code,1,10,-,X,F
SAC,RCD,1,no,no,e05,Amount,1,15,-,O/Z,F
SAC,RCD,1,no,no,e06,Allowance/Charge Percent Qualifier,1,1,-,X,F
SAC,RCD,1,no,no,e07,Percent, Decimal Format,1,6,-,X,F
SAC,RCD,1,no,no,e08,Rate,1,9,-,O/Z,F
SAC,RCD,1,no,no,e09,Unit or Basis for Measurement Code,2,2,-,X,F
SAC,RCD,1,no,no,e10,Quantity,1,15,-,X/Z,F
SAC,RCD,1,no,no,e11,Quantity,1,15,-,O,F
SAC,RCD,1,no,no,e12,Allowance or Charge Method of Handling Code,2,2,-,O,F
SAC,RCD,1,no,no,e13,Reference Identification,1,50,-,X/Z,F
SAC,RCD,1,no,no,e14,Option Number,1,20,-,O/Z,F
SAC,RCD,1,no,no,e15,Description,1,80,-,X,F
SAC,RCD,1,no,no,e16,Language Code,2,3,-,O/Z,F
