admin;UserPermsMaint
admin;MenuUserBrowse
admin;PanelMaint
admin;PanelBrowse
admin;MenuMaint
admin;MenuBrowse
admin;GenericCodeMaint
admin;MenuGenCodeBrowse
admin;PrinterMaint
admin;PrinterBrowse
admin;MenuChangeUserid
admin;changeDB
admin;SystemControl
admin;MenuAbout
admin;MenuUpdate
admin;PlantDirectoryMenu
admin;NavCodeBrowse
admin;menuscreen
admin;Address
admin;Purchasing
admin;Order
admin;Shipping
admin;Finance
admin;Inventory
admin;Engineering
admin;Quality
admin;Custom
admin;HR
admin;Admin
admin;Help
admin;MenuTreeMaint
admin;POSMenu
admin;POSMaint
admin;POSControlMaint
admin;POSBrowse
admin;ReqControl
admin;ShipperBrowseDet
admin;ECNMaint
admin;ECNBrowse
admin;TaskMaint
admin;TaskBrowse
admin;TaxMaint
admin;TaxBrowse
admin;UOMMaint
admin;CurrencyMaint
admin;ExchangeMaint
admin;OrderControl
admin;CustControl
admin;VendControl
admin;OrderSource
admin;OrderSourceBrowse
admin;DOMaint
admin;DOBrowse
admin;DOMenu
admin;TransportationMenu
admin;FOMaint
admin;FTPMaint
admin;FOBrowse
admin;FOMenu
admin;WareHouseMaint
admin;WareHouseBrowse
admin;InventoryCtrl
admin;MassLoad
admin;CashTran
admin;CashTranBrowse
