Emir,ServiceOrderBrowse,4,JMenuItem,Servis Siparişi Gözat,,,,1,1
Emir,OrderSourceBrowse,5,JMenuItem,Kaynak Araştır,,1,,1,1
Emir,OrdLineBrowse,6,JMenuItem,Sipariş Hattına Gözat,,1,,1,1
Emir,SchedOrdBrowse,7,JMenuItem,Planlanmış Sipariş Gözat,,1,,1,1
Emir,FileOrderLoad,8,JMenuItem,CSV Dosyasına Göre Sipariş Yüklemesi,,,,1,1
Emir,OrdRptPicker,9,JMenuItem,Sipariş Raporu Seçici,,,,1,1
Emir,OrderReports,10,JMenu,Diğer Raporlar,,,,1,1
Emir,POSMenu,11,JMenu,POS Menüsü,,,,1,1
Emir,DOMenu,12,JMenu,Dağıtım Menüsü,,,,1,1
Emir,OrderSource,13,JMenuItem,Sipariş Kaynağı,,,,1,1
Emir,OrderControl,14,JMenuItem,Sipariş Kontrolü,,,,1,1
OrderReports,pcOpenOrdersByCust,1,JMenuItem,Vade Tarihine Göre Müşteriye Göre Açık Siparişler (PieChart),,1,,1,1
OrderReports,DiscreteOrderPerWeekUnits,2,JMenuItem,Haftaya Göre Sipariş Birimleri (BarChart),,1,,1,1
OrderReports,DiscreteOrderPerWeekDollars,3,JMenuItem,Haftaya Göre Sipariş Satışları (BarChart),,1,,1,1
Nakliye,ShipMaint,1,JMenuItem,Nakliyeci Bakımı,,,,1,1
Nakliye,ShipMaintSerial,1,JMenuItem,Nakliyeci Bakımı (Serileştirilmiş),,,,1,1
Nakliye,ShipperBrowse,2,JMenuItem,Gönderici Gözat,,1,,1,1
Nakliye,ShipperBrowseDet,3,JMenuItem,Gönderici Detay Gözat,,1,,1,1
Nakliye,ShipConfirm,4,JMenuItem,Gönderici Onayı,,,,1,1
Nakliye,ShipUnconfirm,5,JMenuItem,Gönderici Onayı İptal Et,,,,1,1
Nakliye,TransportationMenu,6,JMenu,Ulaşım Menüsü,,,,1,1
Nakliye,ShpRptPicker,7,JMenuItem,Gönderi Raporu Seçici,,,,1,1
Nakliye,ShipReports,8,JMenu,Diğer Raporlar,,,,1,1
Nakliye,ShipperControl,9,JMenuItem,Gönderici Kontrolü,,,,1,1
ShipReports,ShipPerWeekDollarsChart,1,JMenuItem,Haftalık Sevkiyat Doları (BarChart),,1,,1,1
Finans,LedgerSetupMenu,1,JMenu,Defter Kurulumu,,,,1,1
LedgerSetupMenu,AcctMaint,1,JMenuItem,Hesap Bakımı,,,,1,1
LedgerSetupMenu,AcctBrowse,2,JMenuItem,Hesap Tarama,,1,,1,1
LedgerSetupMenu,DeptMaint,3,JMenuItem,Departman/CC Bakım,,,,1,1
LedgerSetupMenu,DeptBrowse,4,JMenuItem,Bölüm/CC Gözat,,1,,1,1
LedgerSetupMenu,GLCalMaint,5,JMenuItem,Defter Takvimi,,,,1,1
LedgerSetupMenu,CalendarBrowse,6,JMenuItem,Defter Takvimine Göz Atın,,1,,1,1
LedgerSetupMenu,BankMaint,7,JMenuItem,Banka Bakımı,,,,1,1
LedgerSetupMenu,BankBrowse,8,JMenuItem,Banka Gözat,,1,,1,1
LedgerSetupMenu,CurrencyMaint,9,JMenuItem,Para Birimi Bakımı,,,,1,1
LedgerSetupMenu,ExchangeMaint,10,JMenuItem,Döviz Kuru Bakımı,,,,1,1
LedgerSetupMenu,GLControl,11,JMenuItem,GL Kontrolü,,,,1,1
LedgerSetupMenu,GLIncStmtDef,12,JMenuItem,Gelir Tablosu Tanımı,,,,1,1
Finans,LedgerReportsMenu,2,JMenu,Defter Raporları,,,,1,1
LedgerReportsMenu,GLAcctBalSummaryByPeriod,1,JMenuItem,Hesap Bakiyesi Raporu,,,,1,1
LedgerReportsMenu,TrialBalanceRpt,2,JMenuItem,Deneme Bakiyesi Raporu,,,,1,1
LedgerReportsMenu,GLAcctBalSummaryByYear,3,JMenuItem,Hesap Etkinliği (Yıl),,,,1,1
LedgerReportsMenu,AcctBalSumYTD,4,JMenuItem,Hesap Bakiyesi YTD,,,,1,1
LedgerReportsMenu,UnPostedTransRpt,5,JMenuItem,Gönderilmemiş İşlemler,,1,,1,1
LedgerReportsMenu,GLTranRpt1,6,JMenuItem,Defter İşlem Raporu,,1,,1,1
LedgerReportsMenu,LedgerBalanceExport,7,JMenuItem,Defter Bakiyesi Görünümü/Dışarı Aktarma,,,,1,1
LedgerReportsMenu,IncomeStatement1,8,JMenuItem,Gelir Tablosu,,1,,1,1
LedgerReportsMenu,IncomeStatementYear,9,JMenuItem,Gelir Tablosu(Yıl),,1,,1,1
LedgerReportsMenu,ReconAccount,10,JMenuItem,Hesap mutabakatı,,1,,1,1
Finans,PostGLTrans,3,JMenuItem,İşlem Sonrası,,,,1,1
Finans,GLTranMaint,4,JMenuItem,GL İşlem Bakımı,,,,1,1
Finans,ExpenseMaint,5,JMenuItem,Masraf Bakımı,,,,1,1
Finans,ExpenseBrowse,6,JMenuItem,Masraf Gözat,,,,1,1
Finans,IncomeMaint,7,JMenuItem,Gelir Bakımı,,,,1,1
Finans,ARMenu,8,JMenu,Alacak Hesapları Menüsü,,,,1,1
Finans,APMenu,9,JMenu,Borç Hesapları Menüsü,,,,1,1
Finans,CashTransactionMenu,10,JMenu,Hızlı Nakit Menüsü,,,,1,1
Finans,PayRollMenu,11,JMenu,Bordro Menüsü,,,,1,1
ARMenu,ARPaymentMaint,1,JMenuItem,Ödeme Bakımı,,,,1,1
ARMenu,ARPaymentBrowse,2,JMenuItem,Ödeme Gözat,,1,,1,1
ARMenu,ARMemoMaint,3,JMenuItem,Not Bakımı,,,,1,1
ARMenu,ARAgingView,4,JMenuItem,AR Yaşlanma Görünümü,,,,1,1
ARMenu,ARTranRpt1,5,JMenuItem,AR İşlem Raporu,,1,,1,1
ARMenu,InvoiceMaint,6,JMenuItem,Fatura Görünümü / Bakım,,,,1,1
ARMenu,InvoiceBrowse,7,JMenuItem,Faturaya Gözat,,1,,1,1
ARMenu,ARRptPicker,8,JMenuItem,AR Raporu Seçici,,1,,1,1
ARMenu,ARControl,9,JMenuItem,AR Kontrolü,,,,1,1
PayRollMenu,PayRollMaint,1,JMenuItem,Bordro Bakımı,,,,1,1
PayRollMenu,PayRollBrowse,2,JMenuItem,Bordro Gözat,,1,,1,1
PayRollMenu,PayProfileMaint,3,JMenuItem,Ödeme Profili Bakımı,,,,1,1
PayRollMenu,PayProfileBrowse,4,JMenuItem,Profili Öde,,1,,1,1
PayRollMenu,PayControl,5,JMenuItem,Bordro Kontrolü,,1,,1,1
CashTransactionMenu,CashTran,1,JMenuItem,Hızlı Nakit İşlem,,,,1,1
CashTransactionMenu,CashTranBrowse,2,JMenuItem,Hızlı Nakit Gözat,,,,1,1
APMenu,VouchMaintPanel,1,JMenuItem,Kupon Bakımı,,,,1,1
APMenu,VoucherBrowse,2,JMenuItem,Kupon Gözat,,,,1,1
APMenu,PaymentMaint,3,JMenuItem,Ödeme Bakımı,,,,1,1
APMenu,APAgingView,4,JMenuItem,AP Yaşlandırma Görünümü,,,,1,1
APMenu,APRptPicker,5,JMenuItem,AP Rapor Seçici,,,,1,1
APMenu,APControl,6,JMenuItem,AP Kontrolü,,,,1,1
Envanter,ProdCodeMaint,1,JMenuItem,Ürün Kodu Bakım,,,,1,1
Envanter,ProdCodeBrowse,2,JMenuItem,Ürün Kodu Gözat,,1,,1,1
Envanter,WareHouseMaint,3,JMenuItem,Depo Bakımı,,,,1,1
Envanter,WareHouseBrowse,4,JMenuItem,Depoya Gözat,,1,,1,1
Envanter,LocationMaint,5,JMenuItem,Konum Bakımı,,,,1,1
Envanter,LocationBrowse,6,JMenuItem,Konum Gözat,,1,,1,1
Envanter,ItemMenu,7,JMenu,Öğe Menüsü,,,,1,1
Envanter,RoutingMenu,8,JMenu,Yönlendirme Menüsü,,,,1,1
Envanter,BOMMenu,9,JMenu,Malzeme Listesi Menüsü,,,,1,1
Envanter,ProductionMenu,10,JMenu,Üretim Menüsü,,,,1,1
Envanter,ScrapMenu,11,JMenu,Hurda Menüsü,,,,1,1
Envanter,InvAdjustmentsMenu,12,JMenu,Envanter Düzeltmeleri Menüsü,,,,1,1
Envanter,ScheduleMenu,13,JMenu,Program Menüsü,,,,1,1
Envanter,MRPMenu,14,JMenu,MİP Menüsü,,,,1,1
Envanter,InvRptPicker,15,JMenuItem,Envanter Raporu Seçici,,1,,1,1
Envanter,InventoryReportsMenu,16,JMenu,Envanter Çeşitli Raporları,,,,1,1
Envanter,InventoryCtrl,17,JMenuItem,Stok kontrolü,,,,1,1
InvAdjustmentsMenu,LocationTransfer,1,JMenuItem,Konum Transferi,,,,1,1
InvAdjustmentsMenu,InventoryAdjustment,2,JMenuItem,Envanter Ayarlama,,,,1,1
InventoryReportsMenu,TransBrowse,1,JMenuItem,İşlem Gözat,,1,,1,1
ItemMenu,ItemMaint,1,JMenuItem,Ürün Bakımı,,,,1,1
ItemMenu,ItemBrowse,2,JMenuItem,Öğe Gözat,,1,,1,1
ItemMenu,UOMMaint,3,JMenuItem,UOM Bakımı,,,,1,1
ItemMenu,UOMConvMaint,4,JMenuItem,UOM Dönüşüm Bakımı,,,,1,1
ItemMenu,CostRoll,5,JMenuItem,Maliyet Bakımı,,,,1,1
ItemMenu,CostRollRange,6,JMenuItem,Aralığa Göre Maliyet Tablosu,,,,1,1
ItemMenu,CostReports,7,JMenu,Maliyet Raporları,,,,1,1
RoutingMenu,WorkCellMaint,1,JMenuItem,Çalışma Hücresi Bakımı,,,,1,1
RoutingMenu,WorkCellBrowse,2,JMenuItem,Çalışma Hücresine Göz Atma,,1,,1,1
RoutingMenu,RoutingMaint,3,JMenuItem,Yönlendirme Bakımı,,,,1,1
RoutingMenu,RoutingBrowse,4,JMenuItem,Yönlendirme Gözat,,1,,1,1
RoutingMenu,ItemRoutingRpt,5,JMenuItem,Öğe Yönlendirme Raporu,,,,1,1
BOMMenu,BOMMaint,1,JMenuItem,Malzeme Listesi Bakımı,,,,1,1
BOMMenu,BOMBrowse,2,JMenuItem,Malzeme Listesine Göz At,,1,,1,1
BOMMenu,BOMTree,3,JMenuItem,Malzeme Listesi Ağacı,,,,1,1
BOMMenu,WhereUsedUtility,4,JMenuItem,Kullanım Yeri,,,,1,1
ProductionMenu,ProdEntryMaint,1,JMenuItem,Üretim Girişi,,,,1,1
ProductionMenu,ProdEntryByPlan,2,JMenuItem,Plana Göre Üretim Girişi,,,,1,1
ProductionMenu,OEEEntry,3,JMenuItem,OEE Girişi,,,,1,1
ProductionMenu,ProductionReports,4,JMenu,Üretim Raporları,,,,1,1
ProductionReports,ProdDetRpt,1,JMenuItem,Üretim Raporu Detayı,,1,,1,1
ProductionReports,ProdByWeekFGUnits,2,JMenuItem,Haftalık FG Üretim Birimleri (BarChart),,1,,1,1
ProductionReports,ProdByWeekFGDollars,3,JMenuItem,Haftalık FG Üretim Doları (BarChart),,1,,1,1
ScrapMenu,ScrapEntry,1,JMenuItem,Hurda Girişi,,,,1,1
ScrapMenu,ScrapReports,2,JMenu,Hurda Raporları,,,,1,1
ScrapReports,ScrapRpt1,1,JMenuItem,Hurda Raporu,,1,,1,1
ScrapReports,ScrapChartQtyByCode,2,JMenuItem,Kodla Hurda Miktarı (BarChart),,1,,1,1
ScrapReports,ScrapChartQtyByPart,3,JMenuItem,Parçaya Göre Hurda Miktarı (BarChart),,1,,1,1
ScrapReports,ScrapChartQtyByDept,4,JMenuItem,Departmana Göre Hurda Miktarı (BarChart),,1,,1,1
ScrapReports,ScrapChartDolByCode,5,JMenuItem,Kodla Hurda Dolar (BarChart),,1,,1,1
ScrapReports,ScrapChartDolByPart,6,JMenuItem,Parçalara Göre Hurda Dolar (BarChart),,1,,1,1
ScrapReports,ScrapChartDolByDept,7,JMenuItem,Departmana Göre Hurda Dolar (BarChart),,1,,1,1
ScrapReports,ScrapPerWeek,8,JMenuItem,Haftalık Hurda (BarChart),,1,,1,1
ScheduleMenu,Scheduler,1,JMenuItem,zamanlayıcı,,,,1,1
ScheduleMenu,SchRptPicker,2,JMenuItem,Zamanlama Raporu Seçici,,1,,1,1
ScheduleMenu,ProdSchedRpt1,3,JMenuItem,Zamanlanmış Plan Raporu,,1,,1,1
ScheduleMenu,PlanMiscMaint,4,JMenuItem,Çeşitli Plan Bakımı,,,,1,1
ScheduleMenu,ForecastMaint,5,JMenuItem,Tahmin Bakımı,,,,1,1
ScheduleMenu,ForecastBrowse,6,JMenuItem,Tahmine Gözat,,1,,1,1
ScheduleMenu,forecast13weeks,7,JMenuItem,Tahmin Görünümü 13 Hafta,,1,,1,1
ScheduleMenu,FcstToPlan,8,JMenuItem,Senkronizasyonu Planlamak İçin Tahmin,,,,1,1
ScheduleMenu,DemdToPlan,9,JMenuItem,Senkronizasyonu Planlama Talebi,,,,1,1
MRPMenu,ItemLevelCalculate,1,JMenuItem,MRP Yenileme,,,,1,1
MRPMenu,MRPBrowse,2,JMenuItem,MRP Gözat,,1,,1,1
MRPMenu,ProjectionBrowse,3,JMenuItem,Projeksiyon Gözat,,1,,1,1
MRPMenu,RetailReorderRpt,4,JMenuItem,Perakende İkmal Raporu,,1,,1,1
CostReports,noStdCostBrowse,1,JMenuItem,Std Maliyeti Olmayan Ürün,,1,,1,1
Kalite,QPRMaint,1,JMenuItem,QPR Bakımı,,,,1,1
Kalite,QPRBrowse,2,JMenuItem,QPR Gözat,,1,,1,1
İK,EmployeeMaster,1,JMenuItem,Çalışan Bakımı,,,,1,1
İK,EmpBrowse,2,JMenuItem,Çalışan Göz Atma,,1,,1,1
İK,HRRptPicker,3,JMenuItem,İK Raporu Seçici,,1,,1,1
İK,ShiftMaintenance,4,JMenuItem,Vardiya Bakımı,,,,1,1
İK,ShiftBrowse,5,JMenuItem,Shift Gözat,,1,,1,1
İK,HRTrainingMenu,6,JMenu,Eğitim Menüsü,,,,1,1
İK,TimeClockMenu,7,JMenu,Zaman Saat Menüsü,,,,1,1
HRTrainingMenu,TrainingMaint,1,JMenuItem,Eğitim Bakım,,,,1,1
HRTrainingMenu,TrainingRpt1,2,JMenuItem,Eğitim Raporu,,1,,1,1
TimeClockMenu,TimeClockEntry,1,JMenuItem,Zaman saati,,,,1,1
TimeClockMenu,TCAdminMenu,2,JMenu,Yönetim,,,,1,1
TCAdminMenu,ClockApprovalMaint,1,JMenuItem,Süpervizör Onayı,,,,1,1
TCAdminMenu,ClockAutoMaint,2,JMenuItem,Otomatik Saat Bakımı,,,,1,1
TCAdminMenu,TimeClockAdjust,3,JMenuItem,Saat Kaydı Bakımı,,,,1,1
TCAdminMenu,ClockCodeMaint,4,JMenuItem,Saat Kodu Bakımı,,,,1,1
TCAdminMenu,ClockCodeBrowse,5,JMenuItem,Saat Koduna Gözat,,1,,1,1
TCAdminMenu,ClockControl,6,JMenuItem,Saat Kontrolü,,,,1,1
TimeClockMenu,TCReportsMenu,3,JMenu,Raporlar,,,,1,1
TCReportsMenu,ClockDetailRpt,1,JMenuItem,Saat Detay Raporu,,1,,1,1
TCReportsMenu,ClockCode66Browse,2,JMenuItem,Kod 66 Raporu,,1,,1,1
TCReportsMenu,ClockChartByDept,3,JMenuItem,Departmana Göre Saatler (Grafik),,1,,1,1
TCReportsMenu,ClockChartByCode,4,JMenuItem,Kodlara Göre Saatler (Grafik),,1,,1,1
TCReportsMenu,ClockChartByEmp,5,JMenuItem,Çalışan Saati (Grafik),,1,,1,1
TCReportsMenu,ClockChartByWeek,6,JMenuItem,Haftaya Göre Toplam Saat (Grafik),,1,,1,1
yönetici,DefaultMaint,1,JMenuItem,Varsayılan Bakım,,,,1,1
yönetici,SiteMaint,2,JMenuItem,Site Bakımı,,,,1,1
yönetici,SiteBrowse,3,JMenuItem,Siteye Gözat,,1,,1,1
yönetici,UserMaint,4,JMenuItem,Kullanıcı Bakımı,,,,1,1
yönetici,UserPermsMaint,5,JMenuItem,Kullanıcı İzinleri Bakımı,,,,1,1
yönetici,UserBrowse,6,JMenuItem,Kullanıcı Gözat,,1,,1,1
yönetici,PanelMaint,7,JMenuItem,Sınıf Kaydı,,,,1,1
yönetici,PanelBrowse,8,JMenuItem,Sınıf Tarama,,1,,1,1
yönetici,MenuMaint,9,JMenuItem,Menü Bakımı,,,,1,1
yönetici,MenuBrowse,10,JMenuItem,Menüye Gözat,,1,,1,1
yönetici,GenericCodeMaint,11,JMenuItem,Genel Kod Bakımı,,,,1,1
yönetici,GenCodeBrowse,12,JMenuItem,Genel Kod Gözat,,1,,1,1
yönetici,KeyMaint,13,JMenuItem,Anahtar Bakım,,,,1,1
yönetici,PrinterMaint,14,JMenuItem,Yazıcı Bakımı,,,,1,1
yönetici,PrinterBrowse,15,JMenuItem,Yazıcıya Gözat,,1,,1,1
yönetici,ChangeUserid,16,JMenuItem,Kullanıcı Kimliğini Değiştir,,,changeUserID,1,1
yönetici,changeDB,17,JMenuItem,IP'yi değiştir:DB,,,changeIPandDB,1,1
yönetici,SystemControl,18,JMenuItem,Sistem kontrolü,,,,1,1
yönetici,TreeMaint,19,JMenuItem,Menü Ağacı Bakımı,,,,1,1
yönetici,FTPMaint,20,JMenuItem,FTP Bakımı,,,,1,1
yönetici,MassLoad,21,JMenuItem,Ana Verileri İçe Aktarma,,,,1,1
yönetici,JasperRptMaint,22,JMenuItem,Jasper Rapor Bakımı,,,,1,1
yönetici,PKSMaint,23,JMenuItem,PKS Maintenance,,,,1,1
Yardım,About,1,JMenuItem,Hakkında,,,,1,1
Yardım,License,2,JMenuItem,Lisans,,,,1,1
Yardım,Update,3,JMenuItem,Güncelleme,,,,1,1
Yardım,PlantDirectoryMenu,4,JMenuItem,Tesis Rehberi,,1,,1,1
Yardım,menuscreen,5,JMenuItem,Ekran çözünürlüğü,,,getScreenSize,1,1
Yardım,NavCodeBrowse,6,JMenuItem,NAVCode Listesi,,1,,1,1
Yardım,SchemaBrowse,7,JMenuItem,Şema,,1,,1,1
Yardım,BrowseUtil,8,JMenuItem,,,1,,1,1
Yardım,SysInfo,9,JMenuItem,Sistem Bilgisi,,1,,1,1
root,Adres,1,JMenu,Adres,,,,1,1
root,Satın alma,2,JMenu,Satın alma,,,,1,1
root,Emir,3,JMenu,Emir,,,,1,1
root,Nakliye,4,JMenu,Nakliye,,,,1,1
root,finans,5,JMenu,finans,,,,1,1
root,Envanter,6,JMenu,Envanter,,,,1,1
root,Mühendislik,7,JMenu,Mühendislik,,,,1,1
root,Kalite,8,JMenu,Kalite,,,,1,1
root,Gelenek,9,JMenu,Gelenek,,,,1,0
root,İK,10,JMenu,İK,,,,1,1
root,yönetici,11,JMenu,yönetici,,,,1,1
root,Yardım,12,JMenu,Yardım,,,,1,1
POSMenu,POSMaint,1,JMenuItem,POS Girişi,,,,1,1
POSMenu,POSControlMaint,3,JMenuItem,POS Kontrolü,,,,1,1
POSMenu,POSBrowse,2,JMenuItem,POS Gözat,,1,,1,1
DOMenu,DOMaint,1,JMenuItem,Dist Order Bakımı,,,,1,1
DOMenu,DOBrowse,2,JMenuItem,Dist Order Gözat,,,,1,1
TransportationMenu,FOMaint,1,JMenuItem,Navlun Siparişi Bakımı,,,,1,1
TransportationMenu,FOBrowse,2,JMenuItem,Navlun Siparişi Gözat,,,,1,1
RequisitionMenu,ReqControl,8,JMenuItem,Talep Kontrolü,,,,1,1
Mühendislik,ECNMaint,1,JMenuItem,ECN Bakımı,,,,1,1
Mühendislik,ECNBrowse,2,JMenuItem,ECN Gözat,,1,,1,1
Mühendislik,TaskMaint,3,JMenuItem,Görev Bakımı,,,,1,1
Mühendislik,TaskBrowse,4,JMenuItem,Göreve Göz Atma,,1,,1,1
