#segment,parent,loopcount,isgroup,islandmark,field,Desc,min,max,align
E2EDKA3,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDKA3,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDKA3,,1,no,no,qualp,IDOC Partner identification (e.g.Dun&Bradstreet number),3,3,-
E2EDKA3,,1,no,no,stdpn,Character field length 70,70,70,-
E2EDK02,,1,no,yes,landmark,landmark,7,7,-
E2EDK02,,1,no,no,segnam,Segment (external name),23,23,-
E2EDK02,,1,no,no,mandt,Client,3,3,-
E2EDK02,,1,no,no,docnum,IDoc number,16,16,-
E2EDK02,,1,no,no,segnum,Segment Number,6,6,-
E2EDK02,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDK02,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDK02,,1,no,no,qualf,IDOC qualifier reference document,3,3,-
E2EDK02,,1,no,no,belnr,IDOC document number,35,35,-
E2EDK02,,1,no,no,posnr,Item number,6,6,-
E2EDK02,,1,no,no,datum,IDOC: Date,8,8,-
E2EDK02,,1,no,no,uzeit,IDOC: Time,6,6,-
E2EDK17,,1,no,yes,landmark,landmark,7,7,-
E2EDK17,,1,no,no,segnam,Segment (external name),23,23,-
E2EDK17,,1,no,no,mandt,Client,3,3,-
E2EDK17,,1,no,no,docnum,IDoc number,16,16,-
E2EDK17,,1,no,no,segnum,Segment Number,6,6,-
E2EDK17,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDK17,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDK17,,1,no,no,qualf,IDOC qualifier: Terms of delivery,3,3,-
E2EDK17,,1,no,no,lkond,IDOC delivery condition code,3,3,-
E2EDK17,,1,no,no,lktext,IDOC delivery condition text,70,70,-
E2EDK18,,1,no,yes,landmark,landmark,7,7,-
E2EDK18,,1,no,no,segnam,Segment (external name),23,23,-
E2EDK18,,1,no,no,mandt,Client,3,3,-
E2EDK18,,1,no,no,docnum,IDoc number,16,16,-
E2EDK18,,1,no,no,segnum,Segment Number,6,6,-
E2EDK18,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDK18,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDK18,,1,no,no,qualf,IDOC qualifier: Terms of payment,3,3,-
E2EDK18,,1,no,no,tage,IDOC Number of days,8,8,-
E2EDK18,,1,no,no,prznt,IDOC percentage for terms of payment,8,8,-
E2EDK18,,1,no,no,zterm_txt,Text line,70,70,-
E2EDK35,,1,no,yes,landmark,landmark,7,7,-
E2EDK35,,1,no,no,segnam,Segment (external name),23,23,-
E2EDK35,,1,no,no,mandt,Client,3,3,-
E2EDK35,,1,no,no,docnum,IDoc number,16,16,-
E2EDK35,,1,no,no,segnum,Segment Number,6,6,-
E2EDK35,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDK35,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDK35,,1,no,no,qualz,Qualifier for IDoc additional data,3,3,-
E2EDK35,,1,no,no,cusadd,Data Element Type CHAR Length 35,35,35,-
E2EDK35,,1,no,no,cusadd_bez,Character field of length 40,40,40,-
E2EDK36,,1,no,yes,landmark,landmark,7,7,-
E2EDK36,,1,no,no,segnam,Segment (external name),23,23,-
E2EDK36,,1,no,no,mandt,Client,3,3,-
E2EDK36,,1,no,no,docnum,IDoc number,16,16,-
E2EDK36,,1,no,no,segnum,Segment Number,6,6,-
E2EDK36,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDK36,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDK36,,1,no,no,ccins,Payment cards: Card type,4,4,-
E2EDK36,,1,no,no,ccins_bezei,Description,20,20,-
E2EDK36,,1,no,no,ccnum,Payment cards: Card number,25,25,-
E2EDK36,,1,no,no,exdatbi,IDOC: Date,8,8,-
E2EDK36,,1,no,no,ccname,Payment cards: Name of cardholder,40,40,-
E2EDK36,,1,no,no,fakwr,Maximum amount,17,17,-
E2EDKT1,,1,no,yes,landmark,landmark,7,7,-
E2EDKT1,,1,no,no,segnam,Segment (external name),23,23,-
E2EDKT1,,1,no,no,mandt,Client,3,3,-
E2EDKT1,,1,no,no,docnum,IDoc number,16,16,-
E2EDKT1,,1,no,no,segnum,Segment Number,6,6,-
E2EDKT1,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDKT1,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDKT1,,1,no,no,tdid,Text ID,4,4,-
E2EDKT1,,1,no,no,tsspras,Language Key,3,3,-
E2EDKT1,,1,no,no,tsspras_iso,Language according to ISO 639,2,2,-
E2EDKT1,,1,no,no,tdobject,Texts: Application Object,10,10,-
E2EDKT1,,1,no,no,tdobname,Name,70,70,-
E2EDKT2,,1,no,yes,landmark,landmark,7,7,-
E2EDKT2,,1,no,no,segnam,Segment (external name),23,23,-
E2EDKT2,,1,no,no,mandt,Client,3,3,-
E2EDKT2,,1,no,no,docnum,IDoc number,16,16,-
E2EDKT2,,1,no,no,segnum,Segment Number,6,6,-
E2EDKT2,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDKT2,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDKT2,,1,no,no,tdline,Text line,70,70,-
E2EDKT2,,1,no,no,tdformat,Tag column,2,2,-
E2EDP01,,1,yes,yes,landmark,landmark,7,7,-
E2EDP01,,1,no,no,segnam,Segment (external name),23,23,-
E2EDP01,,1,no,no,mandt,Client,3,3,-
E2EDP01,,1,no,no,docnum,IDoc number,16,16,-
E2EDP01,,1,no,no,segnum,Segment Number,6,6,-
E2EDP01,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP01,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP01,,1,no,no,posex,Item number,6,6,-
E2EDP01,,1,no,no,action,Action code for the item,3,3,-
E2EDP01,,1,no,no,pstyp,Item Category,1,1,-
E2EDP01,,1,no,no,kzabs,Flag: order acknowledgment required,1,1,-
E2EDP01,,1,no,no,menge,Quantity,15,15,-
E2EDP01,,1,no,no,menee,Unit of measure,3,3,-
E2EDP01,,1,no,no,bmng2,Quantity in price unit,15,15,-
E2EDP01,,1,no,no,pmene,Price Unit of Measure,3,3,-
E2EDP01,,1,no,no,abftz,Agreed cumulative quantity,7,7,-
E2EDP01,,1,no,no,vprei,Price (net),15,15,-
E2EDP01,,1,no,no,peinh,Price unit,9,9,-
E2EDP01,,1,no,no,netwr,Item value (net),18,18,-
E2EDP01,,1,no,no,anetw,Absolute net value of item,18,18,-
E2EDP01,,1,no,no,skfbp,Amount qualifying for cash discount,18,18,-
E2EDP01,,1,no,no,ntgew,Net weight,18,18,-
E2EDP01,,1,no,no,gewei,Weight unit,3,3,-
E2EDP01,,1,no,no,einkz,Flag: More than one schedule line for the item,1,1,-
E2EDP01,,1,no,no,curcy,Currency,3,3,-
E2EDP01,,1,no,no,preis,Gross price,18,18,-
E2EDP01,,1,no,no,matkl,IDOC material class,9,9,-
E2EDP01,,1,no,no,uepos,Higher-Level Item in BOM Structures,6,6,-
E2EDP01,,1,no,no,grkor,Delivery group (items delivered together),3,3,-
E2EDP01,,1,no,no,evers,Shipping instructions,7,7,-
E2EDP01,,1,no,no,bpumn,Denominator for Conv. of Order Price Unit into Order Unit,6,6,-
E2EDP01,,1,no,no,bpumz,Numerator for Conversion of Order Price Unit into Order Unit,6,6,-
E2EDP01,,1,no,no,abgru,Reason for rejection of quotations and sales orders,2,2,-
E2EDP01,,1,no,no,abgrt,Description,40,40,-
E2EDP01,,1,no,no,antlf,Maximum number of partial deliveries allowed per item,1,1,-
E2EDP01,,1,no,no,fixmg,Delivery date and quantity fixed,1,1,-
E2EDP01,,1,no,no,kzazu,Order Combination Indicator,1,1,-
E2EDP01,,1,no,no,brgew,Total weight,18,18,-
E2EDP01,,1,no,no,pstyv,Sales document item category,4,4,-
E2EDP01,,1,no,no,empst,Receiving point,25,25,-
E2EDP01,,1,no,no,abtnr,Department number,4,4,-
E2EDP01,,1,no,no,abrvw,Usage Indicator,3,3,-
E2EDP01,,1,no,no,werks,Plant,4,4,-
E2EDP01,,1,no,no,lprio,Delivery Priority,2,2,-
E2EDP01,,1,no,no,lprio_bez,Description,20,20,-
E2EDP01,,1,no,no,route,Route,6,6,-
E2EDP01,,1,no,no,route_bez,Description,40,40,-
E2EDP01,,1,no,no,lgort,Storage Location,4,4,-
E2EDP01,,1,no,no,vstel,Shipping Point/Receiving Point,4,4,-
E2EDP01,,1,no,no,delco,Agreed delivery time,3,3,-
E2EDP01,,1,no,no,matnr,IDOC material ID,35,35,-
E2EDP01,,1,no,no,valtg,Additional value days,2,2,-
E2EDP01,,1,no,no,hipos,Superior item in an item hierarchy,6,6,-
E2EDP01,,1,no,no,hievw,Use of Hierarchy Item,1,1,-
E2EDP01,,1,no,no,posguid,ATP: Encryption of DELNR and DELPS,22,22,-
E2EDP01,,1,no,no,matnr_external,Material Number,40,40,-
E2EDP01,,1,no,no,matnr_version,Version Number for MATNR Field,10,10,-
E2EDP01,,1,no,no,matnr_guid,External GUID for MATNR Field,33,33,-
E2EDP02,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2EDP02,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2EDP02,E2EDP01,1,no,no,mandt,Client,3,3,-
E2EDP02,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2EDP02,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2EDP02,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP02,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP02,E2EDP01,1,no,no,qualf,IDOC qualifier reference document,3,3,-
E2EDP02,E2EDP01,1,no,no,belnr,IDOC document number,35,35,-
E2EDP02,E2EDP01,1,no,no,zeile,Item number,6,6,-
E2EDP02,E2EDP01,1,no,no,datum,IDOC: Date,8,8,-
E2EDP02,E2EDP01,1,no,no,uzeit,IDOC: Time,6,6,-
E2EDP02,E2EDP01,1,no,no,bsark,IDOC organization,35,35,-
E2EDP02,E2EDP01,1,no,no,ihrez,Your reference (Partner),23,23,-
E2CUREF,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2CUREF,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2CUREF,E2EDP01,1,no,no,mandt,Client,3,3,-
E2CUREF,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2CUREF,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2CUREF,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2CUREF,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2CUREF,E2EDP01,1,no,no,posex,Character field of length 6,6,6,-
E2CUREF,E2EDP01,1,no,no,config_id,Character field of length 6,6,6,-
E2CUREF,E2EDP01,1,no,no,inst_id,Character field 8 characters long,8,8,-
E2ADDI1,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2ADDI1,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2ADDI1,E2EDP01,1,no,no,mandt,Client,3,3,-
E2ADDI1,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2ADDI1,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2ADDI1,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2ADDI1,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2ADDI1,E2EDP01,1,no,no,addimatnr,Material number for additional,18,18,-
E2ADDI1,E2EDP01,1,no,no,addinumber,Number of additionals,17,17,-
E2ADDI1,E2EDP01,1,no,no,addivkme,Sales unit of the material,3,3,-
E2ADDI1,E2EDP01,1,no,no,addifm,Procedure for additionals,4,4,-
E2ADDI1,E2EDP01,1,no,no,addifm_txt,Additionals: Description for the procedure for additionals,40,40,-
E2ADDI1,E2EDP01,1,no,no,addiklart,Class type displayed when editing additionals,3,3,-
E2ADDI1,E2EDP01,1,no,no,addiklart_txt,Text describing class type,40,40,-
E2ADDI1,E2EDP01,1,no,no,addiclass,Class with additionals assigned to its elements,18,18,-
E2ADDI1,E2EDP01,1,no,no,addiclass_txt,Keywords,40,40,-
E2ADDI1,E2EDP01,1,no,no,addiidoc,Indicator which refers to separate additionals IDoc,1,1,-
E2ADDI1,E2EDP01,1,no,no,addimatnr_external,Long Material Number for ADDIMATNR Field,40,40,-
E2ADDI1,E2EDP01,1,no,no,addimatnr_version,Version Number for ADDIMATNR Field,10,10,-
E2ADDI1,E2EDP01,1,no,no,addimatnr_guid,External GUID for ADDIMATNR Field,32,32,-
E2EDP03,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2EDP03,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2EDP03,E2EDP01,1,no,no,mandt,Client,3,3,-
E2EDP03,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2EDP03,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2EDP03,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP03,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP03,E2EDP01,1,no,no,iddat,Qualifier for IDOC date segment,3,3,-
E2EDP03,E2EDP01,1,no,no,datum,Date,8,8,-
E2EDP03,E2EDP01,1,no,no,uzeit,Time,6,6,-
E2EDP04,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2EDP04,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2EDP04,E2EDP01,1,no,no,mandt,Client,3,3,-
E2EDP04,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2EDP04,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2EDP04,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP04,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP04,E2EDP01,1,no,no,mwskz,VAT indicator,7,7,-
E2EDP04,E2EDP01,1,no,no,msatz,VAT rate,17,17,-
E2EDP04,E2EDP01,1,no,no,mwsbt,Value added tax amount,18,18,-
E2EDP04,E2EDP01,1,no,no,txjcd,Tax Jurisdiction,15,15,-
E2EDP04,E2EDP01,1,no,no,ktext,Text Field,50,50,-
E2EDP05,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2EDP05,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2EDP05,E2EDP01,1,no,no,mandt,Client,3,3,-
E2EDP05,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2EDP05,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2EDP05,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP05,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP05,E2EDP01,1,no,no,alckz,Surcharge or discount indicator,3,3,-
E2EDP05,E2EDP01,1,no,no,kschl,Condition type (coded),4,4,-
E2EDP05,E2EDP01,1,no,no,kotxt,Condition text,80,80,-
E2EDP05,E2EDP01,1,no,no,betrg,Fixed surcharge/discount on total gross,18,18,-
E2EDP05,E2EDP01,1,no,no,kperc,Condition percentage rate,8,8,-
E2EDP05,E2EDP01,1,no,no,krate,Condition record per unit,15,15,-
E2EDP05,E2EDP01,1,no,no,uprbs,Price unit,9,9,-
E2EDP05,E2EDP01,1,no,no,meaun,Unit of measurement,3,3,-
E2EDP05,E2EDP01,1,no,no,kobtr,IDoc condition end amount,18,18,-
E2EDP05,E2EDP01,1,no,no,menge,Price scale quantity (SPEC2000),15,15,-
E2EDP05,E2EDP01,1,no,no,preis,Price by unit of measure (SPEC2000),15,15,-
E2EDP05,E2EDP01,1,no,no,mwskz,VAT indicator,7,7,-
E2EDP05,E2EDP01,1,no,no,msatz,VAT rate,17,17,-
E2EDP05,E2EDP01,1,no,no,koein,Currency,3,3,-
E2EDP05,E2EDP01,1,no,no,curtp,Currency Type and Valuation View,2,2,-
